"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Kemp, Tony",643393,"ATH","FF","4-Seam Fastball",-0.1,-1,"825",40.3,"227","0.281","0.362","0.329",10.6,6.6,7.4,"0.242","0.329","0.3",15.1
"Ramírez, José",608070,"CLE","FF","4-Seam Fastball",1,9,"957",34.9,"226","0.274","0.513","0.375",12.2,12.4,10.3,"0.24","0.423","0.327",37.8
"Lindor, Francisco",596019,"NYM","FF","4-Seam Fastball",2,18,"910",32.2,"226","0.288","0.58","0.394",16.4,15.9,14,"0.246","0.526","0.356",49.7
"Hernández, César",514917,"WSH","FF","4-Seam Fastball",-0.1,-1,"936",39.5,"226","0.285","0.365","0.335",16.7,15.9,13.4,"0.265","0.363","0.321",26.1
"Nimmo, Brandon",607043,"NYM","FF","4-Seam Fastball",0.9,9,"1013",36.4,"225","0.282","0.409","0.384",14.8,13.8,10.4,"0.253","0.417","0.366",41.1
"Goldschmidt, Paul",502671,"STL","FF","4-Seam Fastball",2.6,22,"831",30.8,"223","0.311","0.58","0.425",23.2,21.5,17.2,"0.25","0.501","0.363",49.7
"Yelich, Christian",592885,"MIL","FF","4-Seam Fastball",0.8,8,"981",35.7,"222","0.299","0.457","0.387",19.7,20.3,15.7,"0.3","0.531","0.411",55
"Freeman, Freddie",518692,"LAD","FF","4-Seam Fastball",1.8,15,"837",30.4,"221","0.318","0.516","0.404",14,11.3,11.6,"0.323","0.592","0.429",49.1
"Tucker, Kyle",663656,"HOU","FF","4-Seam Fastball",0.8,6,"752",33.2,"218","0.279","0.484","0.376",16,15.6,14.9,"0.277","0.565","0.399",46.5
"Winker, Jesse",608385,"SEA","FF","4-Seam Fastball",0,0,"913",41,"217","0.202","0.324","0.332",21.6,18.4,16.3,"0.241","0.437","0.373",32.3
"Cron, C.J.",543068,"COL","FF","4-Seam Fastball",1,8,"878",35.1,"217","0.255","0.49","0.352",18.4,26.3,22.5,"0.248","0.5","0.344",47.9
"Witt Jr., Bobby",677951,"KC","FF","4-Seam Fastball",-0.8,-7,"884",37.9,"215","0.228","0.406","0.3",25.3,27.9,24.1,"0.229","0.442","0.317",43.9
"Mullins, Cedric",656775,"BAL","FF","4-Seam Fastball",0.3,2,"943",38.4,"215","0.283","0.435","0.368",24.8,21.9,18.3,"0.235","0.382","0.327",42.8
"García, Adolis",666969,"TEX","FF","4-Seam Fastball",0.6,5,"983",38.7,"214","0.241","0.439","0.333",31.5,28.5,20.7,"0.249","0.502","0.359",52.3
"McMahon, Ryan",641857,"COL","FF","4-Seam Fastball",-0.3,-3,"1014",39.6,"210","0.227","0.398","0.322",27.6,31,19.2,"0.234","0.439","0.34",50.4
"Devers, Rafael",646240,"BOS","FF","4-Seam Fastball",0.6,5,"904",40.5,"210","0.28","0.539","0.379",34.9,27.1,21.3,"0.266","0.551","0.373",58.1
"Abreu, José",547989,"CWS","FF","4-Seam Fastball",-0.2,-2,"949",34.8,"210","0.276","0.409","0.345",25.2,20,14.4,"0.297","0.552","0.403",56.7
"Chapman, Matt",656305,"TOR","FF","4-Seam Fastball",0.3,3,"930",35.3,"207","0.206","0.429","0.323",31.4,31.4,23.6,"0.205","0.472","0.352",56.6
"Soto, Juan",665742,"SD","FF","4-Seam Fastball",3.1,25,"805",29.1,"206","0.318","0.669","0.486",17.3,13.1,13.6,"0.3","0.69","0.487",58.3
"Flores, Wilmer",527038,"SF","FF","4-Seam Fastball",-0.4,-3,"775",31.9,"206","0.199","0.327","0.308",13.4,11.7,10,"0.231","0.399","0.338",37.6
"Suárez, Eugenio",553993,"SEA","FF","4-Seam Fastball",0.4,3,"804",30.7,"206","0.237","0.469","0.351",27.7,29.6,26.5,"0.221","0.512","0.362",52.1
"Schwarber, Kyle",656941,"PHI","FF","4-Seam Fastball",1.3,12,"911",31.7,"205","0.225","0.573","0.383",23.2,27.8,21.2,"0.252","0.651","0.418",60.3
"Perdomo, Geraldo",672695,"AZ","FF","4-Seam Fastball",-1.5,-13,"822",39.9,"205","0.177","0.269","0.266",18.1,23.4,18.3,"0.193","0.283","0.267",22.7
"Giménez, Andrés",665926,"CLE","FF","4-Seam Fastball",-0.3,-2,"808",39.5,"204","0.225","0.376","0.316",27.3,26,20.9,"0.231","0.406","0.325",38.1
"Merrifield, Whit",593160,"TOR","FF","4-Seam Fastball",-0.4,-3,"673",33.4,"203","0.28","0.44","0.334",11.4,8.4,9.5,"0.273","0.466","0.343",38.2
"Trout, Mike",545361,"LAA","FF","4-Seam Fastball",2,19,"930",44.2,"201","0.261","0.574","0.398",30.3,32.3,21.1,"0.233","0.572","0.379",52.7
"Verdugo, Alex",657077,"BOS","FF","4-Seam Fastball",1.4,12,"890",35.7,"201","0.35","0.531","0.424",10.6,10,9.4,"0.312","0.522","0.394",50.6
"Lopez, Nicky",670032,"KC","FF","4-Seam Fastball",-0.6,-5,"759",43.1,"200","0.274","0.324","0.32",10.9,7.5,7.8,"0.277","0.393","0.325",31
"Melendez, MJ",669004,"KC","FF","4-Seam Fastball",-0.1,-1,"838",38.2,"200","0.216","0.439","0.331",28,23.5,18.5,"0.252","0.496","0.367",50.4
"Ohtani, Shohei",660271,"LAA","FF","4-Seam Fastball",1.1,10,"895",35.2,"199","0.303","0.551","0.407",22.5,23.1,19.9,"0.319","0.674","0.448",67.4
"Bell, Josh",605137,"SD","FF","4-Seam Fastball",0.6,5,"820",32.7,"199","0.272","0.408","0.369",18,13.1,12.6,"0.299","0.466","0.385",46.9
"Correa, Carlos",621043,"MIN","FF","4-Seam Fastball",2.2,18,"804",33.2,"198","0.371","0.6","0.456",14.2,14.1,12.8,"0.302","0.587","0.413",56.8
"Rizzo, Anthony",519203,"NYY","FF","4-Seam Fastball",1.5,12,"769",36.4,"198","0.224","0.558","0.386",17,16.7,16.4,"0.231","0.515","0.378",52.3
"Blackmon, Charlie",453568,"COL","FF","4-Seam Fastball",-1,-8,"779",37.4,"198","0.214","0.33","0.27",20.9,22.2,21.3,"0.226","0.348","0.276",36.6
"Reynolds, Bryan",668804,"PIT","FF","4-Seam Fastball",2.9,20,"695",30.2,"196","0.307","0.631","0.435",19.2,17.9,15.6,"0.284","0.586","0.399",52.1
"Adames, Willy",642715,"MIL","FF","4-Seam Fastball",1.1,8,"742",30.1,"196","0.246","0.491","0.354",26.3,23,19.1,"0.244","0.52","0.36",50
"Riley, Austin",663586,"ATL","FF","4-Seam Fastball",0.5,4,"830",31.4,"195","0.27","0.5","0.368",22.7,24.6,18.8,"0.278","0.597","0.397",50.8
"Benintendi, Andrew",643217,"NYY","FF","4-Seam Fastball",0.2,1,"781",40.6,"194","0.303","0.4","0.366",17.9,11.3,12.1,"0.288","0.471","0.376",41.1
"Walls, Taylor",670764,"TB","FF","4-Seam Fastball",-0.5,-4,"787",41.7,"193","0.169","0.331","0.306",27,29,22.8,"0.153","0.29","0.284",32.7
"Grisham, Trent",663757,"SD","FF","4-Seam Fastball",0,0,"851",38.4,"193","0.189","0.396","0.309",21.3,26.9,19.7,"0.213","0.41","0.32",46.6
"Naylor, Josh",647304,"CLE","FF","4-Seam Fastball",0.3,2,"619",35,"193","0.283","0.462","0.355",13.2,10.9,14.4,"0.286","0.522","0.373",54.2
"Bohm, Alec",664761,"PHI","FF","4-Seam Fastball",1,8,"747",32.5,"192","0.341","0.472","0.393",17.2,17.2,15.3,"0.297","0.451","0.351",43.8
"Seager, Corey",608369,"TEX","FF","4-Seam Fastball",3.2,20,"637",28.1,"191","0.303","0.727","0.457",19.3,12.6,15.8,"0.349","0.788","0.506",60.8
"Escobar, Eduardo",500871,"NYM","FF","4-Seam Fastball",-0.5,-3,"726",34.8,"191","0.226","0.356","0.284",28.1,26.7,21,"0.229","0.431","0.311",39.7
"Torres, Gleyber",650402,"NYY","FF","4-Seam Fastball",2.2,16,"719",32.3,"190","0.282","0.575","0.393",26.2,25.3,20,"0.247","0.534","0.354",63.3
"Pham, Tommy",502054,"BOS","FF","4-Seam Fastball",0.9,7,"759",30.3,"189","0.278","0.463","0.365",20.3,29.6,21.5,"0.258","0.489","0.369",60.7
"Ward, Taylor",621493,"LAA","FF","4-Seam Fastball",0.6,5,"810",35.3,"189","0.267","0.46","0.369",20.5,18.5,14.3,"0.266","0.557","0.399",52
"Rojas, Josh",668942,"AZ","FF","4-Seam Fastball",-0.4,-3,"664",32.7,"189","0.241","0.38","0.321",21.3,22.2,22.3,"0.223","0.383","0.312",46
"Betts, Mookie",605141,"LAD","FF","4-Seam Fastball",1,7,"766",31.6,"189","0.242","0.516","0.383",10.7,9.5,8.4,"0.234","0.441","0.353",44.3
"Santana, Carlos",467793,"SEA","FF","4-Seam Fastball",0.2,2,"715",34.6,"188","0.232","0.465","0.361",16.7,12.8,12.4,"0.266","0.516","0.395",42.4
"Kim, Ha-Seong",673490,"SD","FF","4-Seam Fastball",0.2,2,"826",35.1,"188","0.222","0.399","0.329",21.5,22.3,16.2,"0.216","0.408","0.329",39
"Happ, Ian",664023,"CHC","FF","4-Seam Fastball",1.1,10,"877",34.3,"188","0.273","0.54","0.395",25.8,23.9,16.5,"0.246","0.465","0.357",51.3
"Bellinger, Cody",641355,"LAD","FF","4-Seam Fastball",-0.5,-4,"788",34.2,"188","0.203","0.395","0.296",25.6,24.5,18,"0.217","0.393","0.295",40.2
"Judge, Aaron",592450,"NYY","FF","4-Seam Fastball",4.1,32,"787",27.1,"187","0.346","0.814","0.511",22.7,23.5,19.8,"0.338","0.893","0.538",71.9
"Walker, Christian",572233,"AZ","FF","4-Seam Fastball",1.9,14,"732",28.8,"185","0.263","0.581","0.392",18.2,20,17.9,"0.261","0.59","0.4",46.4
"Marte, Ketel",606466,"AZ","FF","4-Seam Fastball",0,0,"654",30.3,"185","0.241","0.42","0.338",17.9,17.8,19.9,"0.242","0.404","0.329",45
"Heim, Jonah",641680,"TEX","FF","4-Seam Fastball",-0.6,-5,"710",40.4,"184","0.222","0.364","0.31",22.7,22.8,20.5,"0.202","0.35","0.291",37.5
"France, Ty",664034,"SEA","FF","4-Seam Fastball",1,7,"731",33.1,"182","0.306","0.469","0.376",16.6,15.4,13.3,"0.27","0.421","0.341",34.3
"Mancini, Trey",641820,"HOU","FF","4-Seam Fastball",1,7,"672",28.4,"182","0.278","0.49","0.404",16.6,15.9,14.6,"0.295","0.59","0.43",48.8
"Báez, Javier",595879,"DET","SL","Slider",-0.9,-5,"562",26.9,"182","0.217","0.383","0.285",45.2,28.6,29.4,"0.208","0.336","0.249",28.2
"Altuve, Jose",514888,"HOU","FF","4-Seam Fastball",2.5,17,"677",29.3,"181","0.318","0.675","0.468",12.3,11.6,12.6,"0.285","0.54","0.409",41.5
"Alvarez, Yordan",670541,"HOU","FF","4-Seam Fastball",3.7,28,"760",34.6,"181","0.366","0.796","0.516",20.4,15.5,15.1,"0.364","0.811","0.536",72
"Tellez, Rowdy",642133,"MIL","FF","4-Seam Fastball",0.5,3,"743",31.1,"181","0.242","0.54","0.373",22,22.7,20.4,"0.275","0.618","0.41",50.8
"Mountcastle, Ryan",663624,"BAL","FF","4-Seam Fastball",-0.1,-1,"762",32.6,"181","0.232","0.433","0.313",26.8,27.1,21,"0.28","0.599","0.394",61.5
"Wong, Kolten",543939,"MIL","FF","4-Seam Fastball",1.3,9,"685",33.4,"181","0.301","0.507","0.408",14.6,11,10.6,"0.26","0.417","0.363",32.8
"Machado, Manny",592518,"SD","FF","4-Seam Fastball",-0.2,-1,"746",31.5,"181","0.222","0.407","0.317",24,24.3,20.3,"0.254","0.471","0.349",60.2
"Schoop, Jonathan",570731,"DET","FF","4-Seam Fastball",-2.8,-18,"630",35.2,"180","0.187","0.259","0.238",23.5,18.9,21.1,"0.229","0.356","0.285",45.5
"LeMahieu, DJ",518934,"NYY","FF","4-Seam Fastball",0.6,5,"811",37.7,"179","0.272","0.412","0.392",14.5,15.6,12.4,"0.303","0.523","0.43",57.3
"Andrus, Elvis",462101,"CWS","FF","4-Seam Fastball",1.6,10,"633",28.1,"177","0.303","0.588","0.411",14.6,11.9,12.8,"0.254","0.491","0.341",41.7
"Donovan, Brendan",680977,"STL","FF","4-Seam Fastball",0.6,5,"717",36.5,"176","0.317","0.423","0.401",13,15.9,13.5,"0.293","0.422","0.384",39.5
"Walsh, Jared",665120,"LAA","FF","4-Seam Fastball",-0.7,-4,"617",35.3,"176","0.24","0.431","0.311",25.9,33.5,31.7,"0.23","0.421","0.298",41.7
"Rosario, Amed",642708,"CLE","FF","4-Seam Fastball",0.3,2,"799",33.4,"175","0.291","0.462","0.362",23.6,21.1,17.8,"0.285","0.486","0.362",52
"Grossman, Robbie",543257,"ATL","FF","4-Seam Fastball",-0.5,-4,"726",37.4,"175","0.212","0.315","0.304",14.3,19.4,16.7,"0.226","0.363","0.319",41.7
"Díaz, Yandy",650490,"TB","FF","4-Seam Fastball",1.6,12,"754",35,"174","0.346","0.529","0.453",13.9,8.6,8.9,"0.325","0.557","0.447",62.8
"Hays, Austin",669720,"BAL","FF","4-Seam Fastball",-0.5,-3,"583",28.4,"174","0.258","0.403","0.321",10.5,12.6,13.6,"0.268","0.467","0.343",44.9
"Carlson, Dylan",666185,"STL","FF","4-Seam Fastball",0.1,1,"746",38,"174","0.239","0.4","0.326",25.1,20.1,16.6,"0.231","0.405","0.316",33.9
"Arozarena, Randy",668227,"TB","FF","4-Seam Fastball",1.8,12,"683",27,"174","0.313","0.573","0.419",25.2,24.1,20.2,"0.251","0.506","0.369",54.1
"Martinez, J.D.",502110,"BOS","FF","4-Seam Fastball",0.1,1,"795",33.3,"174","0.288","0.425","0.347",25.6,27.6,19.8,"0.27","0.528","0.379",57
"Urías, Luis",649966,"MIL","FF","4-Seam Fastball",2.4,15,"621",31.5,"172","0.267","0.527","0.387",25.5,25.6,21.2,"0.224","0.451","0.341",44.2
"Drury, Brandon",592273,"SD","FF","4-Seam Fastball",0.9,6,"671",29.9,"172","0.276","0.487","0.363",18.5,21.5,18.3,"0.254","0.466","0.345",39.8
"Vogelbach, Daniel",596129,"NYM","FF","4-Seam Fastball",0.3,2,"736",35,"172","0.206","0.44","0.349",16.1,22.7,18.6,"0.21","0.461","0.358",40.8
"Alonso, Pete",624413,"NYM","FF","4-Seam Fastball",0.8,6,"737",29.4,"172","0.262","0.53","0.379",20.7,19.8,16.3,"0.256","0.568","0.386",46.2
"Rutschman, Adley",668939,"BAL","FF","4-Seam Fastball",1.7,13,"715",35.6,"170","0.304","0.581","0.412",11.3,15.3,12.8,"0.283","0.539","0.386",49.2
"Miller, Owen",680911,"CLE","FF","4-Seam Fastball",-0.8,-6,"702",38.2,"169","0.247","0.336","0.3",13.5,19.5,15.8,"0.252","0.362","0.308",39.5
"Gordon, Nick",624503,"MIN","FF","4-Seam Fastball",0.1,1,"643",41.5,"169","0.294","0.471","0.358",26.6,24.3,22.5,"0.255","0.504","0.347",47.8
"Muncy, Max",571970,"LAD","FF","4-Seam Fastball",0.2,2,"702",28.8,"169","0.184","0.426","0.337",15.2,16,14.4,"0.233","0.537","0.399",50
"Arenado, Nolan",571448,"STL","FF","4-Seam Fastball",1.5,10,"669",28.7,"169","0.303","0.579","0.403",13.3,7.7,7.3,"0.232","0.451","0.33",40
"McNeil, Jeff",643446,"NYM","FF","4-Seam Fastball",0.6,4,"686",33.2,"169","0.303","0.441","0.376",16.7,11.2,10.7,"0.269","0.42","0.353",33.3
"Candelario, Jeimer",600869,"DET","FF","4-Seam Fastball",-1.3,-8,"646",37.1,"169","0.217","0.375","0.297",21.6,19.5,19,"0.242","0.44","0.325",36.1
"Stott, Bryson",681082,"PHI","FF","4-Seam Fastball",-1.9,-14,"743",39.6,"168","0.176","0.277","0.257",18.9,24.4,18.1,"0.202","0.32","0.278",33.3
"Kirk, Alejandro",672386,"TOR","FF","4-Seam Fastball",1.3,10,"741",33.7,"168","0.305","0.473","0.425",11.7,10.7,8.5,"0.298","0.548","0.431",60.5
"Cruz, Nelson",443558,"WSH","FF","4-Seam Fastball",-0.6,-4,"675",33.9,"168","0.248","0.345","0.321",23.8,18.5,16.6,"0.269","0.489","0.375",50.9
"Murphy, Sean",669221,"ATH","FF","4-Seam Fastball",1.1,7,"643",27.1,"167","0.281","0.496","0.375",21.8,22.8,19.8,"0.256","0.504","0.387",55.2
"Thomas, Lane",657041,"WSH","FF","4-Seam Fastball",0.4,3,"725",32.9,"167","0.222","0.493","0.356",24,22.8,17.9,"0.198","0.422","0.322",36.8
"Turner, Justin",457759,"LAD","FF","4-Seam Fastball",-0.1,-1,"797",37.2,"166","0.245","0.36","0.331",20.2,21.1,14.8,"0.236","0.4","0.333",35.5
"Gurriel, Yuli",493329,"HOU","FF","4-Seam Fastball",-1.1,-8,"683",32.3,"166","0.221","0.309","0.279",10.1,13.9,11.9,"0.22","0.323","0.282",38.1
"Yastrzemski, Mike",573262,"SF","FF","4-Seam Fastball",0.3,2,"827",35.2,"166","0.233","0.451","0.373",19.1,16.3,12,"0.213","0.467","0.366",41.3
"Rengifo, Luis",650859,"LAA","FF","4-Seam Fastball",0.4,2,"582",32,"165","0.296","0.461","0.359",14.2,13.9,13.1,"0.265","0.421","0.324",33.1
"Alonso, Pete",624413,"NYM","SI","Sinker",1.4,8,"549",21.9,"165","0.315","0.541","0.402",8,7.3,11.7,"0.291","0.496","0.368",45.3
"Bogaerts, Xander",593428,"BOS","FF","4-Seam Fastball",0.5,3,"673",26.9,"165","0.301","0.545","0.386",17,15.8,13.3,"0.263","0.465","0.36",49.2
"Springer, George",543807,"TOR","FF","4-Seam Fastball",1.8,11,"635",29.2,"165","0.275","0.592","0.406",25.5,15.2,14,"0.28","0.597","0.412",49.6
"Varsho, Daulton",662139,"AZ","FF","4-Seam Fastball",-0.2,-1,"704",30.3,"163","0.214","0.441","0.334",26.8,30.7,23.3,"0.195","0.399","0.298",40.2
"Voit, Luke",572228,"WSH","FF","4-Seam Fastball",2.6,16,"612",27.2,"163","0.282","0.563","0.416",30.4,30.7,25.6,"0.263","0.602","0.406",53.3
"Tapia, Raimel",606132,"TOR","FF","4-Seam Fastball",-0.6,-4,"631",40,"163","0.284","0.365","0.318",16.2,13.5,15.6,"0.27","0.393","0.321",41.4
"McCutchen, Andrew",457705,"MIL","FF","4-Seam Fastball",1,6,"650",27.5,"163","0.232","0.471","0.351",24,21.5,17.2,"0.235","0.456","0.349",46.7
"Gurriel Jr., Lourdes",666971,"TOR","FF","4-Seam Fastball",-0.1,0,"628",33.9,"163","0.306","0.431","0.36",12.3,15.3,13.3,"0.279","0.452","0.356",52.5
"Turner, Trea",607208,"LAD","FF","4-Seam Fastball",0.7,5,"701",25.8,"161","0.301","0.566","0.402",19,19.3,15.5,"0.282","0.498","0.378",51.3
"Smith, Will",669257,"LAD","FF","4-Seam Fastball",1.4,10,"739",31.2,"161","0.277","0.547","0.402",19.8,18,12,"0.272","0.609","0.414",51.4
"Espinal, Santiago",669289,"TOR","FF","4-Seam Fastball",0.6,4,"586",30.7,"161","0.302","0.439","0.368",11,11.8,11,"0.28","0.438","0.36",37.2
"Donaldson, Josh",518626,"NYY","FF","4-Seam Fastball",-0.2,-2,"667",30.7,"161","0.203","0.368","0.316",31.2,28,22.4,"0.217","0.422","0.331",56.5
"Farmer, Kyle",571657,"CIN","FF","4-Seam Fastball",0.5,3,"651",30.6,"161","0.259","0.415","0.349",16.8,18.6,16.7,"0.249","0.434","0.354",37.4
"Acuña Jr., Ronald",660670,"ATL","FF","4-Seam Fastball",0.4,3,"750",34.7,"161","0.229","0.4","0.334",25.1,18.6,12.2,"0.265","0.557","0.39",47.3
"Bichette, Bo",666182,"TOR","FF","4-Seam Fastball",-0.3,-3,"784",31.1,"160","0.306","0.469","0.367",21.5,26.3,18,"0.272","0.458","0.34",71.7
"Rodgers, Brendan",663898,"COL","FF","4-Seam Fastball",0,0,"685",32.4,"160","0.264","0.393","0.34",18.8,15.6,13.7,"0.286","0.49","0.373",58.6
"Peralta, David",444482,"TB","FF","4-Seam Fastball",1,6,"612",33.4,"160","0.281","0.519","0.382",18.8,16.9,15.8,"0.275","0.528","0.391",49.5
"Urshela, Gio",570482,"MIN","FF","4-Seam Fastball",-0.6,-4,"665",33,"159","0.246","0.355","0.305",22.2,19.5,15.3,"0.251","0.422","0.335",42.7
"Kiner-Falefa, Isiah",643396,"NYY","FF","4-Seam Fastball",-0.5,-3,"651",33.6,"157","0.288","0.381","0.34",8,13.4,12.4,"0.253","0.34","0.303",34.5
"Moncada, Yoán",660162,"CWS","FF","4-Seam Fastball",-0.8,-5,"662",38.4,"156","0.196","0.37","0.293",22.9,26.3,22.4,"0.197","0.375","0.294",41.8
"Guerrero Jr., Vladimir",665489,"TOR","SI","Sinker",0.9,5,"512",19.7,"153","0.277","0.518","0.396",11.2,11.1,18.1,"0.284","0.481","0.358",50.8
"Pollock, AJ",572041,"CWS","FF","4-Seam Fastball",0.5,3,"498",27.1,"153","0.281","0.519","0.38",25.2,19,22.5,"0.295","0.626","0.421",52.3
"Brown, Seth",664913,"ATH","FF","4-Seam Fastball",1.7,11,"651",29.6,"153","0.291","0.59","0.417",22.1,21.6,15.2,"0.292","0.609","0.42",54.5
"Nimmo, Brandon",607043,"NYM","SI","Sinker",0.4,2,"598",21.5,"153","0.271","0.419","0.367",8.3,11.8,10.7,"0.257","0.359","0.329",41.6
"Ozuna, Marcell",542303,"ATL","FF","4-Seam Fastball",0.4,3,"592",29.3,"152","0.25","0.486","0.339",20.5,21.1,16.3,"0.295","0.622","0.406",56
"Arenado, Nolan",571448,"STL","SL","Slider",0.1,1,"520",22.3,"152","0.234","0.418","0.31",25.8,17.8,17.8,"0.23","0.355","0.279",29.6
"Castro, Harold",605612,"DET","FF","4-Seam Fastball",0.9,6,"618",37.3,"152","0.322","0.545","0.396",18.4,19.1,16.8,"0.29","0.535","0.369",39.1
"Grichuk, Randal",545341,"COL","FF","4-Seam Fastball",-0.3,-2,"637",32.2,"152","0.271","0.414","0.325",17.5,23,18.6,"0.23","0.396","0.297",50.9
"Choi, Ji Man",596847,"TB","FF","4-Seam Fastball",-0.1,-1,"746",40.5,"152","0.194","0.387","0.325",35,32.9,21.1,"0.205","0.414","0.343",61.8
"Velazquez, Andrew",623205,"LAA","FF","4-Seam Fastball",-1.1,-6,"563",42.7,"152","0.194","0.295","0.267",30.6,28.9,24.4,"0.209","0.344","0.265",43.4
"Taylor, Michael A.",572191,"KC","FF","4-Seam Fastball",-1,-6,"598",34.8,"152","0.231","0.362","0.312",21.6,23,20,"0.241","0.463","0.362",44.9
"Hayes, Ke'Bryan",663647,"PIT","FF","4-Seam Fastball",-0.1,-1,"692",31.1,"151","0.267","0.378","0.333",14.1,25.2,16.2,"0.255","0.37","0.316",58.8
"Lux, Gavin",666158,"LAD","FF","4-Seam Fastball",0,0,"559",30.3,"151","0.266","0.347","0.347",17.2,17.2,16.6,"0.233","0.377","0.347",52.5
"Vaughn, Andrew",683734,"CWS","FF","4-Seam Fastball",0.2,1,"618",29.6,"151","0.295","0.477","0.383",13.5,11.3,11,"0.301","0.557","0.406",63.5
"Reyes, Franmil",614177,"CHC","FF","4-Seam Fastball",-1,-6,"552",29.8,"151","0.216","0.403","0.289",29.3,29.1,25.7,"0.234","0.474","0.338",56.7
"Guerrero Jr., Vladimir",665489,"TOR","FF","4-Seam Fastball",1.3,8,"651",25.1,"151","0.311","0.583","0.405",18.3,13.9,11.7,"0.292","0.539","0.388",56.1
"Miranda, Jose",669304,"MIN","FF","4-Seam Fastball",-0.9,-5,"538",29.7,"150","0.217","0.37","0.292",18.2,22.7,20,"0.237","0.423","0.314",47.1
"Odor, Rougned",596059,"BAL","FF","4-Seam Fastball",-0.3,-2,"580",33,"149","0.215","0.392","0.311",26.6,22.8,18.6,"0.231","0.42","0.33",39.2
"Estrada, Thairo",642731,"SF","FF","4-Seam Fastball",0.9,5,"586",30.1,"148","0.321","0.485","0.398",11.2,10.8,10,"0.279","0.421","0.337",37.8
"Wisdom, Patrick",621550,"CHC","FF","4-Seam Fastball",0.5,3,"720",32.6,"148","0.176","0.424","0.323",37.3,39.9,20.8,"0.164","0.413","0.309",49.3
"Walker, Christian",572233,"AZ","SL","Slider",0.7,4,"568",22.3,"148","0.2","0.415","0.334",33.2,24.3,21.1,"0.213","0.407","0.313",44.2
"Turner, Trea",607208,"LAD","SI","Sinker",2,10,"496",18.2,"148","0.382","0.527","0.435",14.1,9.5,12.6,"0.324","0.523","0.399",46.6
"Canha, Mark",592192,"NYM","FF","4-Seam Fastball",0.7,4,"597",26.9,"148","0.244","0.407","0.359",22.8,23.6,17.8,"0.246","0.413","0.351",42.7
"Gallo, Joey",608336,"LAD","FF","4-Seam Fastball",0.5,3,"611",35.4,"148","0.163","0.423","0.314",37.9,41.2,30.2,"0.142","0.405","0.302",65.1
