"player","player_id","team_abbrev","year","type","avg_hr_trot","doubters","mostly_gone","no_doubters","no_doubter_per","hr_total","xhr","xhr_diff"
"Murphy, Sean","669221","ATH","2020","adj_xhr","24.58",1,6,5,"55.6","9",8.8,"0.2"
"Riley, Austin","663586","ATL","2020","adj_xhr","22.37",2,3,7,"77.8","9",9.6,"-0.6"
"Seager, Kyle","572122","SEA","2020","adj_xhr","20.98",4,8,4,"44.4","9",9.1,"-0.1"
"Gyorko, Jedd","576397","MIL","2020","adj_xhr","24.49",3,4,6,"66.7","9",8.3,"0.7"
"Merrifield, Whit","593160","KC","2020","adj_xhr","24.5",3,4,6,"66.7","9",9,"0.0"
"Semien, Marcus","543760","ATH","2020","adj_xhr","22.91",8,6,4,"44.4","9",9.4,"-0.4"
"McMahon, Ryan","641857","COL","2020","adj_xhr","21.25",3,9,2,"22.2","9",8.2,"0.8"
"Conforto, Michael","624424","NYM","2020","adj_xhr","23.67",4,8,2,"22.2","9",9,"0.0"
"Aguilar, Jesús","542583","MIA","2020","adj_xhr","27.3",2,8,4,"44.4","9",9.8,"-0.8"
"Frazier, Clint","640449","NYY","2020","adj_xhr","23.57",0,7,3,"33.3","9",7.6,"1.4"
"Pederson, Joc","592626","LAD","2020","adj_xhr","24.61",1,5,5,"55.6","9",9.2,"-0.2"
"Belt, Brandon","474832","SF","2020","adj_xhr","24.52",5,7,5,"55.6","9",10.6,"-1.6"
"Taylor, Chris","621035","LAD","2020","adj_xhr","21.74",6,9,2,"22.2","9",8.9,"0.1"
"Reyes, Franmil","614177","CLE","2020","adj_xhr","25.25",5,7,3,"33.3","9",8.6,"0.4"
"Guerrero Jr., Vladimir","665489","TOR","2020","adj_xhr","26.48",6,7,2,"22.2","9",7.7,"1.3"
"Ruiz, Rio","547004","BAL","2020","adj_xhr","22.97",1,11,0,"0","9",6.4,"2.6"
"Kepler, Max","596146","MIN","2020","adj_xhr","19.65",4,4,4,"44.4","9",7.6,"1.4"
"Upton, Justin","457708","LAA","2020","adj_xhr","23.65",2,7,3,"33.3","9",7.8,"1.2"
"Rendon, Anthony","543685","LAA","2020","adj_xhr","24.45",3,4,5,"55.6","9",8.2,"0.8"
"Walsh, Jared","665120","LAA","2020","adj_xhr","22.17",3,5,4,"44.4","9",8.2,"0.8"
"Bell, Josh","605137","PIT","2020","adj_xhr","23.93",0,5,4,"50","8",7.8,"0.2"
"Tsutsugo, Yoshi","660294","TB","2020","adj_xhr","21.44",2,6,3,"37.5","8",8,"0.0"
"Crawford, Brandon","543063","SF","2020","adj_xhr","22.59",3,5,3,"37.5","8",7.3,"0.7"
"Zunino, Mike","572287","TB","2020","adj_xhr","22.42",4,2,5,"62.5","8",7.2,"0.8"
"Valaika, Pat","642162","BAL","2020","adj_xhr","23.9",3,5,3,"37.5","8",7,"1.0"
"Albies, Ozzie","645277","ATL","2020","adj_xhr","24.45",1,6,3,"37.5","8",6.6,"1.4"
"Adames, Willy","642715","TB","2020","adj_xhr","25.71",2,6,2,"25","8",5.8,"2.2"
"Báez, Javier","595879","CHC","2020","adj_xhr","25.03",2,1,6,"75","8",7.2,"0.8"
"Soler, Jorge","624585","KC","2020","adj_xhr","26.07",2,5,6,"75","8",9.9,"-1.9"
"Santana, Carlos","467793","CLE","2020","adj_xhr","25.79",4,3,7,"87.5","8",8.9,"-0.9"
"Franco, Maikel","596748","KC","2020","adj_xhr","25.39",2,9,3,"37.5","8",8.8,"-0.8"
"Goldschmidt, Paul","502671","STL","2020","adj_xhr","23.08",10,8,4,"50","8",11,"-3.0"
"Laureano, Ramón","657656","ATH","2020","adj_xhr","25.68",5,5,5,"62.5","8",8.2,"-0.2"
"Arenado, Nolan","571448","COL","2020","adj_xhr","22.56",8,3,4,"50","8",6.5,"1.5"
"Tellez, Rowdy","642133","TOR","2020","adj_xhr","26.36",1,4,4,"50","8",6.8,"1.2"
"Jansen, Danny","643376","TOR","2020","adj_xhr","22.3",0,1,7,"87.5","8",8,"0.0"
"Lindor, Francisco","596019","CLE","2020","adj_xhr","26.56",2,6,4,"50","8",8.3,"-0.3"
"Moore, Dylan","664238","SEA","2020","adj_xhr","20.5",4,8,2,"25","8",7.5,"0.5"
"Schoop, Jonathan","570731","DET","2020","adj_xhr","25.91",2,3,5,"62.5","8",7.3,"0.7"
"Biggio, Cavan","624415","TOR","2020","adj_xhr","22.11",3,10,0,"0","8",6.7,"1.3"
"Grossman, Robbie","543257","ATH","2020","adj_xhr","19.81",3,9,1,"12.5","8",7.3,"0.7"
"Cabrera, Asdrúbal","452678","WSH","2020","adj_xhr","25.88",5,6,2,"25","8",7.5,"0.5"
"Brantley, Michael","488726","HOU","2020","adj_xhr","23.14",5,7,1,"12.5","8",6.6,"1.4"
"Moustakas, Mike","519058","CIN","2020","adj_xhr","20.97",1,7,2,"25","8",7.3,"0.7"
"Braun, Ryan","460075","MIL","2020","adj_xhr","24.2",2,5,3,"37.5","8",6.9,"1.1"
"Dalbec, Bobby","666915","BOS","2020","adj_xhr","21.5",3,3,3,"37.5","8",6,"2.0"
"Dickerson, Corey","572816","MIA","2020","adj_xhr","22.45",3,4,2,"25","8",5.4,"2.6"
"Nimmo, Brandon","607043","NYM","2020","adj_xhr","17.81",4,5,4,"50","8",8,"0.0"
"White, Evan","657108","SEA","2020","adj_xhr","20.55",2,4,7,"87.5","8",8.6,"-0.6"
"Urshela, Gio","570482","NYY","2020","adj_xhr","24.55",4,4,3,"42.9","7",5.8,"1.2"
"Contreras, Willson","575929","CHC","2020","adj_xhr","23.64",2,9,4,"57.1","7",9.2,"-2.2"
"Bote, David","623520","CHC","2020","adj_xhr","23.56",0,5,3,"42.9","7",6.7,"0.3"
"Galvis, Freddy","520471","CIN","2020","adj_xhr","21.67",2,4,2,"28.6","7",6.1,"0.9"
"Longoria, Evan","446334","SF","2020","adj_xhr","22.9",6,4,6,"85.7","7",9,"-2.0"
"Walker, Christian","572233","AZ","2020","adj_xhr","24.61",6,6,4,"57.1","7",8.5,"-1.5"
"Stewart, DJ","621466","BAL","2020","adj_xhr","23.29",0,2,5,"71.4","7",6.6,"0.4"
"Miller, Brad","543543","STL","2020","adj_xhr","21.37",5,6,2,"28.6","7",5.7,"1.3"
"Ohtani, Shohei","660271","LAA","2020","adj_xhr","21.37",4,8,1,"14.3","7",7.2,"-0.2"
"Nola, Austin","543592","SD","2020","adj_xhr","21.42",1,4,4,"57.1","7",7.2,"-0.2"
"Profar, Jurickson","595777","SD","2020","adj_xhr","24.69",1,3,5,"71.4","7",7,"0.0"
"Stassi, Max","545358","LAA","2020","adj_xhr","23.83",2,3,4,"57.1","7",6.5,"0.5"
"Cooper, Garrett","643265","MIA","2020","adj_xhr","22.12",2,3,4,"57.1","7",5.9,"1.1"
"McCann, James","543510","CWS","2020","adj_xhr","23.35",3,3,3,"42.9","7",5.4,"1.6"
"Vázquez, Christian","543877","BOS","2020","adj_xhr","25.77",4,2,3,"42.9","7",5.1,"1.9"
"Maldonado, Martín","455117","HOU","2020","adj_xhr","24.92",4,4,2,"28.6","7",5,"2.0"
"Bradley Jr., Jackie","598265","BOS","2020","adj_xhr","20.88",2,5,3,"42.9","7",6.4,"0.6"
"Frazier, Adam","624428","PIT","2020","adj_xhr","21.8",2,5,3,"42.9","7",6.8,"0.2"
"Candelario, Jeimer","600869","DET","2020","adj_xhr","25.68",1,4,5,"71.4","7",8.4,"-1.4"
"Bregman, Alex","608324","HOU","2020","adj_xhr","21.78",5,4,3,"42.9","7",5.8,"1.2"
"Hernández, Enrique","571771","LAD","2020","adj_xhr","21.46",5,3,4,"57.1","7",6.2,"0.8"
"Reynolds, Bryan","668804","PIT","2020","adj_xhr","22.41",3,5,4,"57.1","7",7.5,"-0.5"
"O'Neill, Tyler","641933","STL","2020","adj_xhr","20.76",4,5,3,"42.9","7",7.9,"-0.9"
"Martinez, J.D.","502110","BOS","2020","adj_xhr","23.81",8,7,2,"28.6","7",7.8,"-0.8"
"Turner, Justin","457759","LAD","2020","adj_xhr","25.51",4,9,4,"57.1","7",9.2,"-2.2"
"Segura, Jean","516416","PHI","2020","adj_xhr","22.75",5,5,1,"14.3","7",5.2,"1.8"
"Polanco, Gregory","570256","PIT","2020","adj_xhr","23.1",2,6,3,"42.9","7",7.1,"-0.1"
"La Stella, Tommy","600303","ATH","2020","adj_xhr","23.02",7,6,0,"0","6",4.8,"1.2"
"Goodwin, Brian","571718","CIN","2020","adj_xhr","24.03",4,5,0,"0","6",4.1,"1.9"
"Shaw, Travis","543768","TOR","2020","adj_xhr","26.54",1,11,2,"33.3","6",9.3,"-3.3"
"Arcia, Orlando","606115","MIL","2020","adj_xhr","24.73",2,11,2,"33.3","6",8.9,"-2.9"
"Marte, Starling","516782","MIA","2020","adj_xhr","23.13",3,5,2,"33.3","6",5,"1.0"
"Casali, Curt","592200","CIN","2020","adj_xhr","22.55",4,3,2,"33.3","6",4.3,"1.7"
"Heyward, Jason","518792","CHC","2020","adj_xhr","22.4",2,5,2,"33.3","6",4.9,"1.1"
"Kemp, Matt","461314","COL","2020","adj_xhr","24.77",2,2,4,"66.7","6",5.7,"0.3"
"Margot, Manuel","622534","TB","2020","adj_xhr","20.55",2,4,3,"50","6",5.4,"0.6"
"Marmolejos, José","592530","SEA","2020","adj_xhr","23.18",3,4,2,"33.3","6",5.7,"0.3"
"Hicks, Aaron","543305","NYY","2020","adj_xhr","24.81",2,3,4,"66.7","6",6,"0.0"
"Castro, Willi","650489","DET","2020","adj_xhr","21.32",0,5,4,"66.7","6",7.2,"-1.2"
"Brosseau, Mike","670712","TB","2020","adj_xhr","23.53",0,4,2,"33.3","6",4.6,"1.4"
"Verdugo, Alex","657077","BOS","2020","adj_xhr","22.99",0,2,4,"66.7","6",5,"1.0"
"Blackmon, Charlie","453568","COL","2020","adj_xhr","24.47",5,4,3,"50","6",6.2,"-0.2"
"Hilliard, Sam","656541","COL","2020","adj_xhr","21.8",1,3,3,"50","6",5.4,"0.6"
"Davis, J.D.","605204","NYM","2020","adj_xhr","22.73",5,6,0,"0","6",5.2,"0.8"
"McBroom, Ryan","643436","KC","2020","adj_xhr","23.66",1,1,6,"100","6",6.6,"-0.6"
"Pillar, Kevin","607680","COL","2020","adj_xhr","23.73",4,5,4,"66.7","6",7.3,"-1.3"
"Mondesi, Adalberto","609275","KC","2020","adj_xhr","23.87",1,6,4,"66.7","6",8,"-2.0"
"Pujols, Albert","405395","LAA","2020","adj_xhr","27.48",4,2,5,"83.3","6",6.9,"-0.9"
"Meadows, Austin","640457","TB","2020","adj_xhr","21.23",4,6,1,"16.7","6",5.8,"0.2"
"Vogelbach, Daniel","596129","MIL","2020","adj_xhr","25.74",1,4,3,"50","6",6,"0.0"
"Gardner, Brett","458731","NYY","2020","adj_xhr","22.29",1,6,1,"16.7","6",5,"1.0"
"Bruce, Jay","457803","PHI","2020","adj_xhr","23.57",2,4,2,"33.3","6",5.3,"0.7"
"Donaldson, Josh","518626","MIN","2020","adj_xhr","24.03",2,3,3,"50","6",5.4,"0.6"
"Kiermaier, Kevin","595281","TB","2020","adj_xhr","21.63",2,2,4,"66.7","6",5.8,"0.2"
"Moncada, Yoán","660162","CWS","2020","adj_xhr","24.62",6,5,2,"33.3","6",6,"0.0"
"Canha, Mark","592192","ATH","2020","adj_xhr","21.94",6,9,2,"33.3","6",7.2,"-1.2"
"Gurriel, Yuli","493329","HOU","2020","adj_xhr","25.01",5,6,2,"33.3","6",5.7,"0.3"
"Dozier, Hunter","641531","KC","2020","adj_xhr","21.07",3,4,3,"50","6",6.5,"-0.5"
"Torres, Gleyber","650402","NYY","2020","adj_xhr","25.07",2,2,4,"80","5",5.3,"-0.3"
"Ahmed, Nick","605113","AZ","2020","adj_xhr","20.93",0,4,2,"40","5",4.8,"0.2"
"Goodrum, Niko","592348","DET","2020","adj_xhr","22.55",3,5,2,"40","5",5.9,"-0.9"
"Severino, Pedro","600474","BAL","2020","adj_xhr","27.99",4,2,4,"80","5",5.6,"-0.6"
"Slater, Austin","596103","SF","2020","adj_xhr","20.57",4,2,2,"40","5",3.7,"1.3"
"Choi, Ji Man","596847","TB","2020","adj_xhr","24.33",4,2,2,"40","5",4.3,"0.7"
"Choo, Shin-Soo","425783","TEX","2020","adj_xhr","22.01",3,4,1,"20","5",4.3,"0.7"
"Davis, Khris","501981","ATH","2020","adj_xhr","23.13",3,4,1,"20","5",4.3,"0.7"
"Chavis, Michael","656308","BOS","2020","adj_xhr","23.4",2,3,3,"60","5",5.8,"-0.8"
"Taylor, Michael A.","572191","WSH","2020","adj_xhr","21.26",1,3,4,"80","5",6.2,"-1.2"
"Higashioka, Kyle","543309","NYY","2020","adj_xhr","23.65",1,4,2,"40","5",5.2,"-0.2"
"Mountcastle, Ryan","663624","BAL","2020","adj_xhr","23.21",1,3,3,"60","5",4.9,"0.1"
"Edman, Tommy","669242","STL","2020","adj_xhr","24.52",2,3,2,"40","5",4.6,"0.4"
"Ramos, Wilson","467092","NYM","2020","adj_xhr","25.62",2,3,2,"40","5",4.6,"0.4"
"Smoak, Justin","475253","SF","2020","adj_xhr","24.86",2,3,2,"40","5",4.3,"0.7"
"Hampson, Garrett","641658","COL","2020","adj_xhr","22.26",2,4,4,"80","5",6.1,"-1.1"
"Ruf, Darin","573131","SF","2020","adj_xhr","23.39",0,4,2,"40","5",5.1,"-0.1"
"Cronenworth, Jake","630105","SD","2020","adj_xhr","20.42",6,6,1,"20","5",6.5,"-1.5"
"Dietrich, Derek","518618","TEX","2020","adj_xhr","24.22",1,1,4,"80","5",4.9,"0.1"
"Barnhart, Tucker","571466","CIN","2020","adj_xhr","22.25",0,4,2,"40","5",4.8,"0.2"
"Kelly, Carson","608348","AZ","2020","adj_xhr","21.25",1,3,2,"40","5",4.6,"0.4"
"Rojas, Miguel","500743","MIA","2020","adj_xhr","22.16",1,2,3,"60","5",4.5,"0.5"
"Gonzalez, Marwin","503556","MIN","2020","adj_xhr","27.71",3,5,4,"80","5",7.1,"-2.1"
"Jones, JaCoby","592444","DET","2020","adj_xhr","20.58",1,4,1,"20","5",4,"1.0"
"Hayes, Ke'Bryan","663647","PIT","2020","adj_xhr","21.73",1,5,0,"0","5",3.3,"1.7"
"Peralta, David","444482","AZ","2020","adj_xhr","21.92",2,4,3,"60","5",6.3,"-1.3"
"Piscotty, Stephen","572039","ATH","2020","adj_xhr","22.75",3,2,4,"80","5",5.3,"-0.3"
"Bichette, Bo","666182","TOR","2020","adj_xhr","23.86",2,5,2,"40","5",4.5,"0.5"
"Wendle, Joey","621563","TB","2020","adj_xhr","20.53",4,3,1,"25","4",4,"0.0"
"Sisco, Chance","642082","BAL","2020","adj_xhr","23.51",4,3,1,"25","4",4,"0.0"
"Eaton, Adam","594809","WSH","2020","adj_xhr","21.74",3,2,1,"25","4",3.1,"0.9"
"Escobar, Eduardo","500871","AZ","2020","adj_xhr","21.86",4,1,2,"50","4",2.7,"1.3"
"Bader, Harrison","664056","STL","2020","adj_xhr","21.21",4,5,1,"25","4",5.2,"-1.2"
"McNeil, Jeff","643446","NYM","2020","adj_xhr","21.43",1,2,3,"75","4",4.2,"-0.2"
"Bryant, Kris","592178","CHC","2020","adj_xhr","22.42",4,0,3,"75","4",3.3,"0.7"
"Cave, Jake","595909","MIN","2020","adj_xhr","22.11",0,3,1,"25","4",2.6,"1.4"
"Camargo, Johan","622666","ATL","2020","adj_xhr","23.13",3,2,2,"50","4",3.8,"0.2"
"Engel, Adam","641553","CWS","2020","adj_xhr","20.74",2,4,1,"25","4",4.3,"-0.3"
"Díaz, Aledmys","649557","HOU","2020","adj_xhr","24.38",0,3,2,"50","4",4.3,"-0.3"
"Fowler, Dexter","451594","STL","2020","adj_xhr","23.38",1,5,1,"25","4",4.4,"-0.4"
"Frazier, Todd","453943","NYM","2020","adj_xhr","24.99",1,3,3,"75","4",4.5,"-0.5"
"Pinder, Chad","640461","ATH","2020","adj_xhr","23.14",2,3,2,"50","4",4.6,"-0.6"
"Dubón, Mauricio","643289","SF","2020","adj_xhr","24.11",3,4,3,"75","4",5.7,"-1.7"
"Gordon, Alex","460086","KC","2020","adj_xhr","22.01",1,4,1,"25","4",4.1,"-0.1"
"Bohm, Alec","664761","PHI","2020","adj_xhr","21.76",2,3,1,"25","4",3.9,"0.1"
"Osuna, José","591741","PIT","2020","adj_xhr","22.29",1,4,1,"25","4",3.6,"0.4"
"Rosario, Amed","642708","NYM","2020","adj_xhr","23.71",2,2,2,"50","4",3.6,"0.4"
"Reyes, Victor","622682","DET","2020","adj_xhr","21.33",1,5,0,"0","4",3.4,"0.6"
"Molina, Yadier","425877","STL","2020","adj_xhr","26.68",3,2,3,"75","4",4.2,"-0.2"
"Tromp, Chadwick","644433","SF","2020","adj_xhr","23.11",0,2,2,"50","4",3.9,"0.1"
"Nottingham, Jacob","641924","MIL","2020","adj_xhr","24.59",0,2,2,"50","4",3.7,"0.3"
"Hays, Austin","669720","BAL","2020","adj_xhr","22.31",1,1,2,"50","4",3,"1.0"
"Taveras, Leody","665750","TEX","2020","adj_xhr","19.02",0,4,0,"0","4",2.9,"1.1"
"Guzmán, Ronald","608597","TEX","2020","adj_xhr","21.91",3,1,2,"50","4",3.3,"0.7"
"France, Ty","664034","SEA","2020","adj_xhr","24.54",2,2,4,"100","4",4.7,"-0.7"
"Carpenter, Matt","572761","STL","2020","adj_xhr","23.99",1,8,0,"0","4",5.1,"-1.1"
"Gomes, Yan","543228","WSH","2020","adj_xhr","22.83",3,5,1,"25","4",4.6,"-0.6"
"Reddick, Josh","502210","HOU","2020","adj_xhr","24.37",4,3,2,"50","4",4.5,"-0.5"
"Polanco, Jorge","593871","MIN","2020","adj_xhr","23.03",0,4,1,"25","4",3.7,"0.3"
"Naquin, Tyler","571980","CLE","2020","adj_xhr","22.19",5,6,0,"0","4",4.4,"-0.4"
"Cron, C.J.","543068","DET","2020","adj_xhr","22.74",0,4,1,"25","4",3.3,"0.7"
"Lowe, Nathaniel","663993","TB","2020","adj_xhr","21.03",1,3,1,"25","4",3,"1.0"
"Stallings, Jacob","607732","PIT","2020","adj_xhr","23.88",0,1,3,"100","3",3.8,"-0.8"
"Andrus, Elvis","462101","TEX","2020","adj_xhr","25.31",4,2,1,"33.3","3",2.7,"0.3"
"Solano, Donovan","456781","SF","2020","adj_xhr","24.37",4,0,3,"100","3",3.2,"-0.2"
"Varsho, Daulton","662139","AZ","2020","adj_xhr","21.32",2,3,2,"66.7","3",3.5,"-0.5"
"Long Jr., Shed","643418","SEA","2020","adj_xhr","22.47",2,3,2,"66.7","3",4.3,"-1.3"
"Mendick, Danny","664901","CWS","2020","adj_xhr","21.5",2,2,0,"0","3",1.4,"1.6"
