"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Gausman, Kevin",592332,"SF","FS","Split-Finger",1.7,18,"1065",35.5,"301","0.13","0.218","0.189",46.4,45.8,29,"0.153","0.233","0.194",34.5
"Gray, Jon",592351,"COL","FF","4-Seam Fastball",-0.6,-7,"1181",46.6,"299","0.328","0.504","0.399",17.3,15.4,15.6,"0.285","0.459","0.362",44.3
"Garcia, Luis",677651,"HOU","FF","4-Seam Fastball",0,1,"1118",44.7,"299","0.301","0.488","0.384",19.2,16.4,17.2,"0.292","0.504","0.387",50.2
"Scherzer, Max",453286,"LAD","FF","4-Seam Fastball",1.6,21,"1317",46.7,"299","0.193","0.359","0.281",30.8,31.1,26.2,"0.195","0.382","0.283",40.8
"Singer, Brady",663903,"KC","SI","Sinker",-0.8,-11,"1319",57.7,"297","0.325","0.459","0.401",22.5,20.2,18.8,"0.265","0.416","0.351",40.8
"Miley, Wade",489119,"CIN","FC","Cutter",-0.3,-3,"1206",46.5,"293","0.282","0.489","0.359",18.9,13,19.2,"0.265","0.443","0.33",35.6
"Castillo, Luis",622491,"CIN","CH","Changeup",0.7,6,"964",30.5,"293","0.208","0.309","0.279",32.7,28.3,18.8,"0.196","0.268","0.246",29.7
"Fried, Max",608331,"ATL","FF","4-Seam Fastball",1.1,11,"993",38.8,"292","0.262","0.399","0.321",17.3,14.4,16,"0.268","0.394","0.32",37.6
"Stroman, Marcus",573186,"NYM","SI","Sinker",0.5,6,"1152",42,"292","0.293","0.426","0.356",16.9,13.7,17.7,"0.3","0.481","0.365",48.7
"Gibson, Kyle",502043,"PHI","SI","Sinker",0.2,2,"981",34.1,"291","0.265","0.377","0.33",18.4,15.8,20.9,"0.261","0.395","0.329",49.5
"Wainwright, Adam",425794,"STL","CU","Curveball",1.3,13,"1047",34.1,"290","0.212","0.336","0.261",27.8,24.8,22,"0.235","0.362","0.282",27.6
"Snell, Blake",605483,"SD","FF","4-Seam Fastball",0.7,9,"1233",52.5,"289","0.213","0.406","0.328",21.4,26,23.1,"0.241","0.503","0.368",44.5
"Corbin, Patrick",571578,"WSH","SL","Slider",-0.3,-3,"1057",38.4,"288","0.21","0.404","0.298",40.6,33.3,23.4,"0.204","0.401","0.281",39.1
"Heaney, Andrew",571760,"NYY","FF","4-Seam Fastball",-0.6,-7,"1338",59.4,"287","0.271","0.537","0.371",27.8,27.5,18.9,"0.235","0.463","0.333",45
"Dunning, Dane",641540,"TEX","SI","Sinker",0.3,3,"994",52.1,"285","0.279","0.426","0.352",12.2,17.2,22.6,"0.284","0.455","0.361",50.5
"Skubal, Tarik",669373,"DET","FF","4-Seam Fastball",-1.4,-15,"1092",42.9,"284","0.291","0.611","0.421",24,24.6,19.2,"0.3","0.624","0.427",52.5
"Lyles, Jordan",543475,"TEX","FF","4-Seam Fastball",-1.3,-15,"1168",39.4,"283","0.298","0.603","0.416",20,17,15.6,"0.265","0.554","0.387",45.2
"Giolito, Lucas",608337,"CWS","CH","Changeup",1.1,10,"944",31.8,"283","0.218","0.383","0.287",35.4,31.8,26.3,"0.201","0.303","0.251",24.7
"Eovaldi, Nathan",543135,"BOS","FF","4-Seam Fastball",0,0,"1237",42.3,"282","0.312","0.468","0.36",19.4,22,18.7,"0.26","0.405","0.313",38.9
"Hill, Rich",448179,"NYM","CU","Curveball",0.4,4,"943",37.8,"282","0.228","0.305","0.294",20,17.7,15.1,"0.244","0.38","0.323",29.9
"Irvin, Cole",608344,"ATH","FF","4-Seam Fastball",0.7,8,"1090",40.6,"281","0.257","0.397","0.322",19.2,19.9,18.1,"0.262","0.446","0.334",42.2
"Berríos, José",621244,"TOR","SI","Sinker",1.6,15,"901",29.6,"279","0.235","0.35","0.313",14.6,18.3,20.8,"0.266","0.398","0.338",37.8
"Hill, Rich",448179,"NYM","FF","4-Seam Fastball",-0.3,-4,"1176",47.1,"278","0.266","0.512","0.36",22,25.5,25.8,"0.248","0.486","0.34",42.1
"Minor, Mike",501985,"KC","FF","4-Seam Fastball",0.3,3,"1123",42.8,"278","0.246","0.472","0.342",18.9,22.3,20.5,"0.221","0.45","0.316",36.3
"Kaprielian, James",621076,"ATH","FF","4-Seam Fastball",-0.6,-7,"1070",52.9,"276","0.25","0.471","0.357",27.8,25.7,20.5,"0.226","0.434","0.331",43.5
"Valdez, Framber",664285,"HOU","SI","Sinker",1,11,"1089",52.1,"276","0.263","0.356","0.325",14.5,7.6,13.2,"0.272","0.412","0.339",49.8
"Gallen, Zac",668678,"AZ","FF","4-Seam Fastball",0.9,10,"1130",53.8,"273","0.216","0.364","0.317",15.9,25.3,21.5,"0.229","0.393","0.316",47.4
"Singer, Brady",663903,"KC","SL","Slider",0,0,"873",38.2,"271","0.241","0.382","0.314",29.3,25.5,22.2,"0.242","0.393","0.304",35.2
"Javier, Cristian",664299,"HOU","FF","4-Seam Fastball",0.1,1,"1065",59.4,"271","0.226","0.421","0.353",26.4,24.4,21.3,"0.267","0.529","0.399",51
"Peacock, Matt",676840,"AZ","SI","Sinker",-0.3,-3,"901",68.2,"270","0.318","0.506","0.389",10.6,7,12.8,"0.281","0.449","0.341",50.6
"Giolito, Lucas",608337,"CWS","FF","4-Seam Fastball",-0.2,-3,"1303",43.9,"270","0.251","0.427","0.339",25.6,22.2,17.2,"0.248","0.455","0.341",42.8
"Kershaw, Clayton",477132,"LAD","SL","Slider",1.9,16,"858",47.5,"269","0.199","0.355","0.274",44.1,39.8,34.4,"0.185","0.341","0.252",42.3
"Fedde, Erick",607200,"WSH","SI","Sinker",-1.2,-12,"1017",42.2,"267","0.341","0.537","0.425",12.8,12.4,15.3,"0.299","0.478","0.374",44.4
"Allard, Kolby",663465,"TEX","FF","4-Seam Fastball",-0.2,-2,"983",47.9,"266","0.231","0.445","0.327",18.6,24.1,20.9,"0.25","0.471","0.333",42.6
"Gray, Jon",592351,"COL","SL","Slider",1.2,11,"966",38.1,"265","0.156","0.3","0.258",38.8,37.4,26.2,"0.158","0.27","0.236",34.3
"Keuchel, Dallas",572971,"CWS","SI","Sinker",-0.8,-8,"1033",37.9,"265","0.298","0.48","0.397",13.2,9.8,11.7,"0.299","0.487","0.394",44.7
"Bubic, Kris",663460,"KC","FF","4-Seam Fastball",0.5,6,"1144",52,"262","0.217","0.355","0.318",20.8,20.6,19.1,"0.24","0.411","0.346",39.8
"Gonzales, Marco",594835,"SEA","FF","4-Seam Fastball",0,0,"1168",50.3,"260","0.237","0.525","0.352",17.3,19.2,16.8,"0.251","0.536","0.362",43.3
"Yarbrough, Ryan",642232,"TB","FC","Cutter",-0.9,-9,"1007",40.5,"260","0.324","0.58","0.409",15.2,16.5,14.7,"0.283","0.495","0.356",33.8
"Woodruff, Brandon",605540,"MIL","FF","4-Seam Fastball",1,10,"946",33.7,"260","0.19","0.328","0.271",30.5,43.5,25.7,"0.209","0.349","0.282",33.6
"Flexen, Chris",623167,"SEA","FC","Cutter",-0.2,-2,"826",29.4,"259","0.308","0.446","0.351",15.7,10,11.8,"0.292","0.456","0.348",41.9
"Flexen, Chris",623167,"SEA","FF","4-Seam Fastball",0.4,5,"1124",40,"257","0.273","0.459","0.344",18.1,23,17.4,"0.239","0.468","0.333",43.1
"Davies, Zach",605200,"CHC","CH","Changeup",-0.7,-6,"838",32.5,"256","0.258","0.472","0.343",36.5,26.2,23.1,"0.244","0.395","0.303",32.7
"Greinke, Zack",425844,"HOU","FF","4-Seam Fastball",0.2,2,"1026",39.8,"255","0.267","0.492","0.345",12.1,17.3,19.8,"0.286","0.514","0.356",47.2
"Ray, Robbie",592662,"TOR","SL","Slider",0.6,6,"968",30.8,"254","0.173","0.321","0.247",45.5,48,27.9,"0.161","0.288","0.224",41.9
"DeSclafani, Anthony",543101,"SF","SL","Slider",1.5,13,"913",35.7,"253","0.224","0.367","0.29",32.8,29.2,23.9,"0.233","0.391","0.292",34.8
"Musgrove, Joe",605397,"SD","SL","Slider",1.9,15,"816",27.8,"253","0.16","0.258","0.234",37.1,36,25.1,"0.194","0.312","0.263",29.2
"Hendricks, Kyle",543294,"CHC","CH","Changeup",-1,-8,"778",27.7,"252","0.268","0.444","0.337",24.1,15.1,13.1,"0.254","0.42","0.305",24
"Keller, Mitch",656605,"PIT","FF","4-Seam Fastball",-0.9,-10,"1050",56.5,"252","0.315","0.498","0.391",18,19.8,17.7,"0.279","0.483","0.371",46.7
"Quantrill, Cal",615698,"CLE","SI","Sinker",0.7,6,"865",37.1,"251","0.241","0.393","0.319",17.4,20.7,21.6,"0.245","0.397","0.31",34.5
"Ureña, José",570632,"DET","SI","Sinker",-1.3,-10,"800",47.2,"251","0.306","0.466","0.391",17.1,10.4,15.7,"0.292","0.448","0.37",49
"Smyly, Drew",592767,"ATL","SI","Sinker",-0.8,-8,"995",46.5,"249","0.33","0.588","0.428",13.9,11.6,11.4,"0.309","0.552","0.397",48.5
"Morton, Charlie",450203,"ATL","FF","4-Seam Fastball",0.8,9,"1079",36.1,"248","0.23","0.355","0.3",23.9,27,19.3,"0.228","0.395","0.31",40.4
"Castillo, Luis",622491,"CIN","SI","Sinker",-1.2,-9,"748",23.6,"248","0.347","0.509","0.42",12.4,10.9,14.9,"0.297","0.448","0.37",45
"Anderson, Ian",666120,"ATL","FF","4-Seam Fastball",1,10,"1026",47.2,"246","0.216","0.349","0.287",21.3,21.1,19,"0.234","0.408","0.315",40.6
"Paddack, Chris",663978,"SD","FF","4-Seam Fastball",-0.2,-2,"1149",61.5,"246","0.314","0.531","0.383",21.3,18.7,13.9,"0.294","0.513","0.36",46.5
"Espino, Paolo",502179,"WSH","FF","4-Seam Fastball",-0.4,-4,"958",55.2,"243","0.289","0.524","0.369",12.3,14.4,14.2,"0.28","0.542","0.362",49.7
"Pineda, Michael",501381,"MIN","FF","4-Seam Fastball",0.6,5,"925",54.2,"243","0.284","0.493","0.364",14.6,14.8,14.6,"0.3","0.558","0.378",56.2
"Anderson, Tyler",542881,"SEA","FF","4-Seam Fastball",0.1,1,"970",37.3,"242","0.254","0.455","0.337",21.7,22.3,16.8,"0.254","0.468","0.347",36.4
"Berríos, José",621244,"TOR","SV","Slurve",0.1,1,"929",30.5,"241","0.203","0.345","0.262",34.4,40.2,26.1,"0.196","0.356","0.247",35
"Arrieta, Jake",453562,"SD","SI","Sinker",-2.8,-26,"920",52.7,"240","0.373","0.632","0.479",12.1,10,13.9,"0.302","0.54","0.402",43.3
"McCullers Jr., Lance",621121,"HOU","SI","Sinker",-0.2,-2,"948",34,"239","0.293","0.476","0.389",16.6,15.1,18.6,"0.272","0.42","0.349",52.3
"Wood, Alex",622072,"SF","SL","Slider",1.2,8,"693",31.6,"239","0.184","0.313","0.262",40.2,38.1,31.5,"0.187","0.305","0.254",37
"Suter, Brent",608718,"MIL","FF","4-Seam Fastball",0.9,8,"883",72.3,"239","0.257","0.396","0.323",20.5,23,21.2,"0.241","0.386","0.296",36.1
"Means, John",607644,"BAL","FF","4-Seam Fastball",-0.7,-8,"1116",47.9,"238","0.233","0.507","0.346",21.2,20.6,14.6,"0.256","0.567","0.368",51.2
"Shaw, Bryan",543766,"CLE","FC","Cutter",0.7,8,"1060",77.5,"238","0.239","0.354","0.326",21.9,15.5,14,"0.262","0.414","0.338",41
"Montas, Frankie",593423,"ATH","FF","4-Seam Fastball",0.8,7,"904",29.9,"236","0.209","0.395","0.304",24.5,28.4,20.7,"0.235","0.461","0.325",50.3
"Senzatela, Antonio",622608,"COL","SL","Slider",-0.7,-6,"766",31.9,"234","0.282","0.472","0.347",26.9,24.4,20.9,"0.232","0.403","0.3",46
"Lynn, Lance",458681,"CWS","FF","4-Seam Fastball",1.9,20,"1037",41.4,"234","0.181","0.274","0.246",32.8,36.3,23.9,"0.168","0.3","0.239",45.8
"Walker, Taijuan",592836,"NYM","FF","4-Seam Fastball",-0.6,-5,"904",35.5,"234","0.221","0.469","0.325",24.8,29.1,21,"0.221","0.475","0.324",47.3
"Alcantara, Sandy",645261,"MIA","CH","Changeup",0.8,6,"728",23.5,"234","0.228","0.344","0.288",30.8,28.6,23,"0.226","0.363","0.287",37.6
"Kikuchi, Yusei",579328,"SEA","FC","Cutter",-0.2,-1,"822",32.1,"234","0.28","0.477","0.397",19,9.4,14.8,"0.305","0.558","0.424",52.3
"Smyly, Drew",592767,"ATL","CU","Curveball",-0.2,-2,"897",42,"233","0.218","0.382","0.288",38.8,33.9,21.2,"0.206","0.355","0.263",24.5
"Nola, Aaron",605400,"PHI","CU","Curveball",0.4,3,"801",27,"232","0.212","0.405","0.277",36.2,39.2,29,"0.186","0.316","0.23",29.9
"Mills, Alec",621219,"CHC","SI","Sinker",0.6,5,"830",42.9,"232","0.299","0.455","0.361",10.4,11.2,13.6,"0.305","0.456","0.36",45.7
"Akin, Keegan",669211,"BAL","FF","4-Seam Fastball",0.3,3,"1011",57.2,"231","0.25","0.451","0.331",20,22.1,14.2,"0.247","0.49","0.35",43.9
"Crismatt, Nabil",622503,"SD","CH","Changeup",0.8,6,"685",51.2,"230","0.258","0.376","0.318",28.6,22.2,23.4,"0.237","0.365","0.292",34.6
"Urías, Julio",628711,"LAD","SV","Slurve",2.3,22,"954",34.2,"229","0.155","0.233","0.187",26.4,33.2,24.1,"0.173","0.277","0.207",19.9
"Montas, Frankie",593423,"ATH","SI","Sinker",0.3,3,"860",28.4,"229","0.322","0.485","0.391",16.9,10,15.6,"0.278","0.472","0.362",41.8
"Gray, Sonny",543243,"CIN","SI","Sinker",0.4,2,"649",29.1,"229","0.213","0.386","0.307",21,36.7,28.9,"0.187","0.323","0.272",40.3
"Urquidy, José",664353,"HOU","FF","4-Seam Fastball",1.3,11,"896",54.9,"227","0.237","0.423","0.298",19.8,16.7,15.7,"0.255","0.493","0.33",40.8
"Wainwright, Adam",425794,"STL","SI","Sinker",2.3,20,"863",28.1,"227","0.173","0.223","0.233",9.8,22,22.2,"0.222","0.35","0.292",46.4
"López, Jorge",605347,"BAL","SI","Sinker",-0.7,-6,"777",35.9,"226","0.287","0.456","0.372",13.6,16.4,20.3,"0.269","0.446","0.36",43.7
"Nola, Aaron",605400,"PHI","FF","4-Seam Fastball",0.2,3,"1113",37.5,"226","0.263","0.468","0.35",22.4,23.5,19.7,"0.253","0.531","0.361",45.1
"Alcantara, Sandy",645261,"MIA","SI","Sinker",1.9,16,"873",28.2,"226","0.229","0.361","0.32",18.6,11.5,18.4,"0.256","0.384","0.309",37
"Smith, Caleb",592761,"AZ","FF","4-Seam Fastball",-0.5,-5,"995",48.1,"226","0.234","0.446","0.366",22,21.2,18.1,"0.226","0.451","0.36",36.5
"Gutierrez, Vladimir",661269,"CIN","FF","4-Seam Fastball",-1.2,-10,"865",47.2,"226","0.315","0.569","0.417",14.4,13.3,14.4,"0.28","0.518","0.375",50.6
"Corbin, Patrick",571578,"WSH","SI","Sinker",-0.5,-4,"790",28.7,"225","0.313","0.554","0.408",12.7,10.7,14.3,"0.302","0.533","0.391",45.3
"Rodríguez, Richard",593144,"ATL","FF","4-Seam Fastball",1,8,"813",86.1,"222","0.221","0.399","0.281",17.9,14.9,12.9,"0.249","0.509","0.333",45
"Keuchel, Dallas",572971,"CWS","CH","Changeup",-0.2,-2,"779",28.6,"222","0.244","0.378","0.297",30.1,14.9,15.2,"0.284","0.463","0.345",30.1
"Wood, Alex",622072,"SF","SI","Sinker",1,10,"1019",46.4,"222","0.251","0.41","0.334",20.8,20.3,19.4,"0.267","0.449","0.352",44
"Odorizzi, Jake",543606,"HOU","FF","4-Seam Fastball",0.9,10,"1017",55.1,"221","0.236","0.4","0.317",23.2,24,16.4,"0.221","0.418","0.314",40.7
"Bubic, Kris",663460,"KC","CH","Changeup",-1,-7,"679",30.8,"219","0.251","0.503","0.365",28,23.7,23.3,"0.255","0.499","0.355",40.1
"Williams, Trevor",592866,"NYM","FF","4-Seam Fastball",0.2,2,"744",48.4,"219","0.274","0.442","0.362",19.5,22.8,20.8,"0.251","0.418","0.335",35.7
"Webb, Logan",657277,"SF","SI","Sinker",1.8,15,"837",37.8,"218","0.276","0.392","0.328",16,11,20.2,"0.269","0.39","0.324",42
"Plesac, Zach",668676,"CLE","FF","4-Seam Fastball",-1.6,-15,"928",42.1,"218","0.323","0.621","0.437",17.2,14.7,13.4,"0.31","0.637","0.426",54.3
"Adams, Austin",613534,"SD","SL","Slider",0.9,7,"838",87.1,"217","0.145","0.208","0.288",35.3,33.2,28.7,"0.155","0.255","0.305",23.7
"Weathers, Ryan",677960,"SD","FF","4-Seam Fastball",-1.2,-11,"875",54.1,"216","0.33","0.599","0.422",16.7,16.2,15.4,"0.297","0.536","0.379",49.7
"Alzolay, Adbert",640470,"CHC","SL","Slider",1.6,12,"779",39.8,"216","0.181","0.317","0.253",37.8,36.1,25.3,"0.184","0.335","0.256",30.9
"McGee, Jake",459429,"SF","FF","4-Seam Fastball",1.5,12,"791",90.1,"215","0.194","0.333","0.263",18.9,22.8,18.4,"0.215","0.399","0.279",49
"Anderson, Tyler",542881,"SEA","FC","Cutter",0.4,2,"681",26.2,"215","0.254","0.415","0.31",22.5,23.3,22.1,"0.239","0.375","0.282",28.7
"Means, John",607644,"BAL","CH","Changeup",0.6,3,"634",27.2,"215","0.228","0.442","0.299",30.1,21.9,22.2,"0.219","0.408","0.281",28.7
"Ryu, Hyun Jin",547943,"TOR","CH","Changeup",0.2,1,"680",25.3,"215","0.252","0.406","0.316",25.2,14.9,14.1,"0.266","0.402","0.314",31.2
"Fleming, Josh",676596,"TB","SI","Sinker",0.4,3,"745",45.7,"214","0.272","0.41","0.333",20.8,14.5,20.7,"0.284","0.422","0.34",37
"Cease, Dylan",656302,"CWS","SL","Slider",1.2,11,"894",30.2,"214","0.178","0.267","0.255",50.4,43,28,"0.15","0.238","0.223",26
"Manaea, Sean",640455,"ATH","CH","Changeup",1.3,10,"724",24.3,"213","0.239","0.328","0.271",31.3,23.5,18.1,"0.224","0.335","0.266",37.9
"Keller, Brad",641745,"KC","SL","Slider",-0.2,-2,"818",34.8,"212","0.237","0.349","0.3",30.2,30.7,20.5,"0.241","0.42","0.325",50
"Wheeler, Zack",554430,"PHI","FC","Cutter",1.6,13,"801",25,"212","0.2","0.32","0.254",30.1,30.2,26.3,"0.222","0.344","0.269",31.6
"Yarbrough, Ryan",642232,"TB","CH","Changeup",-0.9,-6,"697",28,"211","0.238","0.398","0.289",25.3,19,13.6,"0.276","0.41","0.304",21.6
"Bassitt, Chris",605135,"ATH","SI","Sinker",1.9,16,"850",35.7,"210","0.253","0.382","0.323",15.3,10.5,20,"0.279","0.432","0.351",35.4
"Bumgarner, Madison",518516,"AZ","FC","Cutter",0.2,1,"785",34.2,"210","0.263","0.468","0.345",21.3,17.1,14.8,"0.246","0.419","0.317",39.2
"Colomé, Alex",517008,"MIN","FC","Cutter",0.1,1,"777",70.5,"209","0.23","0.372","0.306",31.9,23.9,21,"0.218","0.392","0.278",37.1
"Stripling, Ross",548389,"TOR","FF","4-Seam Fastball",-0.6,-5,"859",51,"209","0.263","0.579","0.389",22.3,23.9,20.4,"0.267","0.579","0.382",48.6
"Ober, Bailey",641927,"MIN","FF","4-Seam Fastball",0,0,"856",58,"208","0.251","0.466","0.326",24.8,28.4,18.6,"0.228","0.447","0.321",48.9
"Márquez, Germán",608566,"COL","SL","Slider",-0.2,-1,"749",26.9,"207","0.245","0.448","0.329",40.1,31.9,30.3,"0.204","0.349","0.267",34.4
"Hoffman, Jeff",656546,"CIN","FF","4-Seam Fastball",-0.8,-6,"758",55.7,"207","0.272","0.509","0.407",24.2,19.3,18.6,"0.256","0.47","0.374",44.3
"Ryu, Hyun Jin",547943,"TOR","FF","4-Seam Fastball",0.1,1,"941",35,"205","0.285","0.516","0.369",18.7,19,19.1,"0.273","0.528","0.369",58
"Ross, Joe",605452,"WSH","SI","Sinker",0.2,2,"792",46.6,"204","0.266","0.412","0.363",17.4,15.2,21.2,"0.281","0.474","0.369",41.2
"Patiño, Luis",672715,"TB","FF","4-Seam Fastball",0.7,6,"827",60.6,"204","0.228","0.37","0.309",23.1,18.1,15.3,"0.256","0.481","0.34",44.7
"McClanahan, Shane",663556,"TB","FF","4-Seam Fastball",0.1,1,"799",40.9,"204","0.308","0.5","0.39",19.3,15.7,19.5,"0.312","0.574","0.408",55
"Miley, Wade",489119,"CIN","CH","Changeup",0.7,5,"707",27.3,"203","0.254","0.341","0.315",33.8,17.7,20.9,"0.241","0.339","0.291",28.5
"Harvey, Matt",518774,"BAL","FF","4-Seam Fastball",-1.9,-14,"760",34.1,"202","0.319","0.568","0.408",15.6,18.3,14.7,"0.318","0.619","0.418",50.7
"Eflin, Zach",621107,"PHI","SI","Sinker",0.2,2,"672",41.6,"202","0.254","0.386","0.313",15.5,21.8,22,"0.266","0.436","0.309",46.1
"Widener, Taylor",642203,"AZ","FF","4-Seam Fastball",-0.5,-4,"809",66.5,"202","0.259","0.494","0.388",20.7,19.8,20,"0.27","0.546","0.397",50.4
"González, Chi Chi",592346,"COL","FF","4-Seam Fastball",-1.8,-13,"761",46.6,"200","0.331","0.539","0.405",14.9,13,13.2,"0.308","0.548","0.394",45.2
"Darvish, Yu",506433,"SD","SL","Slider",-0.5,-4,"859",31,"200","0.353","0.659","0.473",26.9,14,21.1,"0.286","0.502","0.379",43
"Rodriguez, Eduardo",593958,"BOS","CH","Changeup",0,0,"628",23.1,"200","0.268","0.395","0.317",28.9,18,18.9,"0.236","0.336","0.272",26.6
"Corbin, Patrick",571578,"WSH","FF","4-Seam Fastball",-1.2,-9,"760",27.6,"200","0.331","0.531","0.402",12,10.5,12.8,"0.331","0.552","0.409",37.3
"Rasmussen, Drew",656876,"TB","FF","4-Seam Fastball",2.2,17,"778",64.7,"199","0.222","0.339","0.288",25.1,22.1,20.3,"0.262","0.405","0.324",54.7
"Alcantara, Sandy",645261,"MIA","FC","Cutter",1,7,"744",24,"199","0.19","0.337","0.269",38.2,32.2,27.8,"0.185","0.323","0.248",39.3
"Anderson, Brett",474463,"MIL","SI","Sinker",-1.4,-9,"679",45,"199","0.318","0.509","0.385",10.7,11.6,16.5,"0.314","0.526","0.396",51.9
"Green, Chad",643338,"NYY","FF","4-Seam Fastball",1.6,13,"852",65,"198","0.185","0.364","0.27",29.9,32.3,21.8,"0.216","0.417","0.289",47.2
"Lauer, Eric",641778,"MIL","FF","4-Seam Fastball",0,0,"858",43.9,"198","0.25","0.407","0.339",27,29.3,18.3,"0.213","0.396","0.306",36.4
"Megill, Tylor",656731,"NYM","FF","4-Seam Fastball",0.2,2,"895",57.6,"198","0.261","0.494","0.357",21.7,26.8,19.3,"0.228","0.441","0.328",47.2
"Hernández, Carlos",672578,"KC","FF","4-Seam Fastball",0.9,7,"800",55.8,"198","0.216","0.364","0.327",22.2,18.7,18.6,"0.235","0.415","0.355",46
