"player","player_id","team_abbrev","year","type","avg_hr_trot","doubters","mostly_gone","no_doubters","no_doubter_per","hr_total","xhr","xhr_diff"
"Soroka, Michael","647336","CWS","2024","adj_xhr","25.17",2,9,4,"30.8","13",11.7,"1.3"
"Gallen, Zac","668678","AZ","2024","adj_xhr","23.48",2,12,7,"53.8","13",14.4,"-1.4"
"Ureña, José","570632","TEX","2024","adj_xhr","24.84",6,5,9,"69.2","13",13.3,"-0.3"
"Martinez, Nick","607259","CIN","2024","adj_xhr","24.39",5,11,4,"30.8","13",11.6,"1.4"
"Vásquez, Randy","681190","SD","2024","adj_xhr","24.03",7,9,4,"30.8","13",11.4,"1.6"
"Valdez, Framber","664285","HOU","2024","adj_xhr","24.24",4,7,6,"46.2","13",11.8,"1.2"
"Blackburn, Paul","621112","NYM","2024","adj_xhr","23.05",4,13,1,"8.3","12",11.3,"0.7"
"Hancock, Emerson","676106","SEA","2024","adj_xhr","22.9",8,10,5,"41.7","12",12.6,"-0.6"
"Paxton, James","572020","BOS","2024","adj_xhr","22.94",10,13,2,"16.7","12",12.3,"-0.3"
"Anderson, Chase","502624","TEX","2024","adj_xhr","22.97",1,11,4,"33.3","12",11.9,"0.1"
"Greene, Hunter","668881","CIN","2024","adj_xhr","23.27",9,5,6,"50","12",10.4,"1.6"
"Cole, Gerrit","543037","NYY","2024","adj_xhr","23.07",15,9,4,"33.3","12",12.3,"-0.3"
"Steele, Justin","657006","CHC","2024","adj_xhr","23.18",0,14,2,"16.7","12",11.9,"0.1"
"Pearson, Nate","663878","CHC","2024","adj_xhr","23.39",3,8,5,"41.7","12",10.9,"1.1"
"Varland, Louis","686973","MIN","2024","adj_xhr","23.96",2,9,2,"16.7","12",9.4,"2.6"
"Hader, Josh","623352","HOU","2024","adj_xhr","23.95",5,11,2,"16.7","12",10.9,"1.1"
"Hicks, Jordan","663855","SF","2024","adj_xhr","22.88",7,13,2,"16.7","12",12.3,"-0.3"
"Sánchez, Cristopher","650911","PHI","2024","adj_xhr","23.8",8,9,2,"16.7","12",8.2,"3.8"
"Domínguez, Seranthony","622554","BAL","2024","adj_xhr","25.55",6,6,7,"58.3","12",11.3,"0.7"
"Weaver, Luke","596133","NYY","2024","adj_xhr","25.49",4,10,5,"41.7","12",11.9,"0.1"
"Sandlin, Nick","680704","CLE","2024","adj_xhr","24.25",1,8,5,"41.7","12",11.2,"0.8"
"Wesneski, Hayden","669713","CHC","2024","adj_xhr","23.39",2,9,6,"50","12",13,"-1.0"
"Povich, Cade","700249","BAL","2024","adj_xhr","23.53",4,6,7,"58.3","12",11.7,"0.3"
"Rodríguez, Yariel","684320","TOR","2024","adj_xhr","23.28",0,11,5,"45.5","11",12.3,"-1.3"
"Mize, Casey","663554","DET","2024","adj_xhr","23.89",8,8,5,"45.5","11",12.2,"-1.2"
"Kinley, Tyler","641755","COL","2024","adj_xhr","24.1",7,8,4,"36.4","11",10.5,"0.5"
"Houck, Tanner","656557","BOS","2024","adj_xhr","24",5,14,5,"45.5","11",14.4,"-3.4"
"Gray, Jon","592351","TEX","2024","adj_xhr","23.45",7,12,5,"45.5","11",13,"-2.0"
"Liberatore, Matthew","669461","STL","2024","adj_xhr","24.01",1,10,4,"36.4","11",11.3,"-0.3"
"Yarbrough, Ryan","642232","TOR","2024","adj_xhr","24.22",8,7,3,"27.3","11",9,"2.0"
"Ashcraft, Graham","668933","CIN","2024","adj_xhr","22.78",6,11,1,"9.1","11",8.6,"2.4"
"Contreras, Roansy","672710","LAA","2024","adj_xhr","22.88",6,6,5,"45.5","11",9.5,"1.5"
"Anderson, Grant","681982","TEX","2024","adj_xhr","25.58",1,4,6,"54.5","11",9.5,"1.5"
"Birdsong, Hayden","806185","SF","2024","adj_xhr","23.03",3,10,4,"36.4","11",11.5,"-0.5"
"Kelly, Merrill","518876","AZ","2024","adj_xhr","23.36",3,10,4,"36.4","11",12.1,"-1.1"
"Fulmer, Carson","608334","LAA","2024","adj_xhr","22.61",4,13,3,"27.3","11",12.1,"-1.1"
"Hudson, Daniel","543339","LAD","2024","adj_xhr","23.41",4,11,3,"27.3","11",11.2,"-0.2"
"Maton, Phil","664208","NYM","2024","adj_xhr","23.53",7,7,4,"36.4","11",10,"1.0"
"Weathers, Ryan","677960","MIA","2024","adj_xhr","24.12",7,7,4,"36.4","11",9.9,"1.1"
"Brebbia, John","605154","ATL","2024","adj_xhr","24.46",5,8,3,"27.3","11",8.7,"2.3"
"Hudson, Dakota","641712","COL","2024","adj_xhr","23.34",4,8,4,"36.4","11",9.4,"1.6"
"Herz, DJ","687792","WSH","2024","adj_xhr","23.99",4,7,5,"45.5","11",9.9,"1.1"
"Matthews, Zebby","805673","MIN","2024","adj_xhr","23.32",4,6,6,"54.5","11",11.1,"-0.1"
"Swanson, Erik","657024","TOR","2024","adj_xhr","24.17",5,6,2,"18.2","11",7.7,"3.3"
"Webb, Logan","657277","SF","2024","adj_xhr","25.36",12,9,5,"45.5","11",12.1,"-1.1"
"Moore, Matt","519043","LAA","2024","adj_xhr","24.49",0,5,6,"54.5","11",10.5,"0.5"
"Criswell, Cooper","681867","BOS","2024","adj_xhr","23.04",5,10,3,"30","10",10.4,"-0.4"
"Chavez, Jesse","445926","ATL","2024","adj_xhr","23.63",7,8,2,"20","10",8.1,"1.9"
"Strickland, Hunter","519326","LAA","2024","adj_xhr","23.63",4,10,3,"30","10",10.3,"-0.3"
"Cabrera, Génesis","650893","TOR","2024","adj_xhr","23.94",3,8,2,"20","10",8.3,"1.7"
"Winckowski, Josh","670174","BOS","2024","adj_xhr","24.62",3,12,2,"20","10",10.5,"-0.5"
"Smyly, Drew","592767","CHC","2024","adj_xhr","24.96",1,4,6,"60","10",8.8,"1.2"
"Skenes, Paul","694973","PIT","2024","adj_xhr","22.98",7,10,2,"20","10",10.5,"-0.5"
"Gordon, Tanner","685299","COL","2024","adj_xhr","23.11",3,8,2,"20","10",8.6,"1.4"
"Wilson, Justin","458677","CIN","2024","adj_xhr","24.31",4,6,4,"40","10",8.5,"1.5"
"Barnes, Jacob","606930","WSH","2024","adj_xhr","25.47",4,3,7,"70","10",9.5,"0.5"
"Hjelle, Sean","663546","SF","2024","adj_xhr","23.37",4,4,6,"60","10",9.7,"0.3"
"Megill, Tylor","656731","NYM","2024","adj_xhr","24.84",7,5,4,"40","10",8.6,"1.4"
"Kittredge, Andrew","552640","STL","2024","adj_xhr","23.23",3,9,4,"40","10",11,"-1.0"
"López, Reynaldo","625643","ATL","2024","adj_xhr","23.68",8,10,5,"50","10",11,"-1.0"
"Kelly, Zack","677161","BOS","2024","adj_xhr","24.57",2,6,5,"50","10",9.5,"0.5"
"Bradford, Cody","674003","TEX","2024","adj_xhr","23.25",4,11,3,"30","10",9.9,"0.1"
"Yamamoto, Yoshinobu","808967","LAD","2024","adj_xhr","25.24",7,12,3,"30","10",11.9,"-1.9"
"Schmidt, Clarke","657376","NYY","2024","adj_xhr","23.64",5,7,3,"30","10",9.1,"0.9"
"Suter, Brent","608718","CIN","2024","adj_xhr","23.8",4,6,3,"30","10",7.1,"2.9"
"Kopech, Michael","656629","LAD","2024","adj_xhr","25.98",6,6,6,"60","10",10.4,"-0.4"
"Keller, Brad","641745","BOS","2024","adj_xhr","24.81",3,3,5,"55.6","9",7.8,"1.2"
"Abreu, Bryan","650556","HOU","2024","adj_xhr","23.21",2,5,3,"33.3","9",7.2,"1.8"
"Devenski, Chris","606965","TB","2024","adj_xhr","25.33",0,4,6,"66.7","9",8.7,"0.3"
"Winn, Keaton","676775","SF","2024","adj_xhr","24.83",3,5,3,"33.3","9",7.5,"1.5"
"Peterson, David","656849","NYM","2024","adj_xhr","24.02",8,4,6,"66.7","9",9.1,"-0.1"
"Bednar, David","670280","PIT","2024","adj_xhr","24.33",5,10,3,"33.3","9",11.5,"-2.5"
"Baz, Shane","669358","TB","2024","adj_xhr","22.68",9,5,3,"33.3","9",7.9,"1.1"
"McCaughan, Darren","670766","MIA","2024","adj_xhr","24.18",4,8,5,"55.6","9",10.4,"-1.4"
"Stanek, Ryne","592773","NYM","2024","adj_xhr","23.84",4,9,1,"11.1","9",8.3,"0.7"
"Bivens, Spencer","702352","SF","2024","adj_xhr","23.32",4,8,2,"22.2","9",8.5,"0.5"
"Luzardo, Jesús","666200","MIA","2024","adj_xhr","23.96",4,7,3,"33.3","9",9,"0.0"
"Williams, Gavin","668909","CLE","2024","adj_xhr","23.71",3,9,2,"22.2","9",9.5,"-0.5"
"Festa, David","701581","MIN","2024","adj_xhr","23.4",1,10,3,"33.3","9",10.4,"-1.4"
"Pop, Zach","647315","TOR","2024","adj_xhr","24.28",3,8,1,"11.1","9",6.6,"2.4"
"Ruiz, José","614179","PHI","2024","adj_xhr","25.52",4,4,4,"44.4","9",6.8,"2.2"
"Phillips, Tyler","663969","PHI","2024","adj_xhr","22.73",3,4,5,"55.6","9",8.2,"0.8"
"Mercado, Michael","675650","PHI","2024","adj_xhr","24.9",3,5,4,"44.4","9",8.5,"0.5"
"Wrobleski, Justin","680736","LAD","2024","adj_xhr","23.02",2,7,3,"33.3","9",8.7,"0.3"
"Cruz, Fernando","518585","CIN","2024","adj_xhr","25.18",1,5,6,"66.7","9",8.7,"0.3"
"Shuster, Jared","694363","CWS","2024","adj_xhr","22.71",4,6,3,"33.3","9",8.2,"0.8"
"Baumann, Mike","657508","MIA","2024","adj_xhr","25.02",3,7,3,"33.3","9",8.7,"0.3"
"Finnegan, Kyle","640448","WSH","2024","adj_xhr","22.77",2,8,3,"33.3","9",8.9,"0.1"
"Wicks, Jordan","696136","CHC","2024","adj_xhr","23.8",2,7,4,"44.4","9",9.3,"-0.3"
"Akin, Keegan","669211","BAL","2024","adj_xhr","23.95",2,5,6,"66.7","9",10.2,"-1.2"
"Miller, Shelby","571946","DET","2024","adj_xhr","24.06",1,5,7,"77.8","9",10.6,"-1.6"
"Sale, Chris","519242","ATL","2024","adj_xhr","22.68",5,12,3,"33.3","9",12.3,"-3.3"
"Faedo, Alex","656412","DET","2024","adj_xhr","23.88",1,7,3,"33.3","9",7.9,"1.1"
"Voth, Austin","608723","SEA","2024","adj_xhr","24.98",3,4,4,"44.4","9",7.9,"1.1"
"Lawrence, Justin","664875","COL","2024","adj_xhr","23.11",2,5,3,"33.3","9",7,"2.0"
"Henry, Tommy","674072","AZ","2024","adj_xhr","24.71",2,5,4,"44.4","9",7.7,"1.3"
"Thorpe, Drew","689672","CWS","2024","adj_xhr","22.92",3,4,3,"37.5","8",6.2,"1.8"
"McArthur, James","663704","KC","2024","adj_xhr","22.78",4,7,2,"25","8",7.5,"0.5"
"Soriano, José","667755","LAA","2024","adj_xhr","23.66",1,10,2,"25","8",7.7,"0.3"
"Romero, JoJo","668941","STL","2024","adj_xhr","24.41",4,5,4,"50","8",7.9,"0.1"
"Hughes, Brandon","676714","AZ","2024","adj_xhr","23.51",2,5,4,"50","8",7.8,"0.2"
"Leiter Jr., Mark","643410","NYY","2024","adj_xhr","23.32",5,6,1,"12.5","8",7,"1.0"
"Pallante, Andre","669467","STL","2024","adj_xhr","23.49",1,6,1,"12.5","8",5.7,"2.3"
"Green, Chad","643338","TOR","2024","adj_xhr","23.37",3,10,3,"37.5","8",9.4,"-1.4"
"Houser, Adrian","605288","NYM","2024","adj_xhr","24.94",5,5,6,"75","8",9,"-1.0"
"Thornton, Trent","663423","SEA","2024","adj_xhr","23.23",2,8,2,"25","8",7,"1.0"
"Scott, Christian","681035","NYM","2024","adj_xhr","26.82",5,3,4,"50","8",7,"1.0"
"Sandoval, Patrick","663776","LAA","2024","adj_xhr","25.29",1,3,4,"50","8",6.8,"1.2"
"Sims, Lucas","608371","BOS","2024","adj_xhr","24.3",3,5,4,"50","8",7.1,"0.9"
"Alcala, Jorge","660896","MIN","2024","adj_xhr","25",1,7,3,"37.5","8",8.2,"-0.2"
"Wentz, Joey","666214","PIT","2024","adj_xhr","24.15",4,6,3,"37.5","8",7.4,"0.6"
"Avila, Pedro","658648","CLE","2024","adj_xhr","23.03",5,8,2,"25","8",9,"-1.0"
"Rainey, Tanner","663432","WSH","2024","adj_xhr","22.86",4,7,3,"37.5","8",7.5,"0.5"
"Buttó, José","676130","NYM","2024","adj_xhr","25.74",7,2,6,"75","8",8.6,"-0.6"
"Curry, Xzavion","675540","MIA","2024","adj_xhr","24.06",2,6,5,"62.5","8",9,"-1.0"
"Holton, Tyler","663947","DET","2024","adj_xhr","23.83",4,4,6,"75","8",8.1,"-0.1"
"Neris, Héctor","593576","HOU","2024","adj_xhr","24.59",2,8,4,"50","8",9.7,"-1.7"
"Rodriguez, Eduardo","593958","AZ","2024","adj_xhr","22.21",3,7,5,"62.5","8",9.9,"-1.9"
"Junis, Jakob","596001","CIN","2024","adj_xhr","24.83",3,3,5,"62.5","8",7.5,"0.5"
"Olson, Reese","681857","DET","2024","adj_xhr","23.78",8,8,4,"50","8",9.6,"-1.6"
"Elder, Bryce","693821","ATL","2024","adj_xhr","23.76",2,6,5,"62.5","8",8.7,"-0.7"
"Wilson, Steven","621051","CWS","2024","adj_xhr","22.47",3,7,3,"37.5","8",8.1,"-0.1"
"Vieira, Thyago","600986","AZ","2024","adj_xhr","23.02",1,7,2,"25","8",7.1,"0.9"
"Matsui, Yuki","673513","SD","2024","adj_xhr","25.62",1,5,4,"50","8",7.1,"0.9"
"Montero, Rafael","606160","HOU","2024","adj_xhr","24.2",3,6,2,"25","8",6.9,"1.1"
"García, Luis","472610","BOS","2024","adj_xhr","25.37",3,3,5,"62.5","8",6.9,"1.1"
"Garrett, Reed","657585","NYM","2024","adj_xhr","25.55",4,4,3,"37.5","8",6.6,"1.4"
"Aguiar, Julian","687924","CIN","2024","adj_xhr","25.27",3,5,3,"37.5","8",6.5,"1.5"
"Jackson, Luke","592426","ATL","2024","adj_xhr","22.97",3,7,1,"12.5","8",6.3,"1.7"
"Lee, Dylan","669276","ATL","2024","adj_xhr","25.23",4,7,3,"42.9","7",7.5,"-0.5"
"Stripling, Ross","548389","ATH","2024","adj_xhr","22.57",5,8,1,"14.3","7",7.3,"-0.3"
