Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Jarrett Parker","LAA",0,1,0,0.5,0.5,0,0,0,0,0,0,0.25,0.25,0.5,0,0.25,0.75,"Jarrett Parker",11624,592620
"Nick Plummer","NYM",0.285714285,0.666666666,0.444444444,0.222222222,0.333333333,0,0.666666666,0,0,0,0,0.44444444,0.44444444,0.11111111,0.11111111,0.22222222,0.66666667,"Nick Plummer",18690,663911
"Ryan Aguilar","LAA",0.333333333,0.5,0.333333333,0.222222222,0.444444444,0,0,0,0,0,0,0.55555556,0.33333333,0.11111111,0.11111111,0.22222222,0.66666667,"Ryan Aguilar",19967,666922
"Mark Trumbo","BAL",0.25,2,0.25,0.5,0.25,0,0,0,0,0,0,0.375,0.5,0.125,0.125,0.25,0.625,"Mark Trumbo",6876,444432
"Ryan Court","SEA",0,1,0.2,0.4,0.4,0,0.5,0,0,0,0,0.4,0,0.6,0.4,0,0.6,"Ryan Court",12268,606956
"Nick Ciuffo","- - -",0.285714285,0.666666666,0.166666666,0.333333333,0.5,0,0,0,0,1,1,0.42857143,0.28571429,0.28571429,0.14285714,0.28571429,0.57142857,"Nick Ciuffo",16291,624419
"Maximo Acosta","MIA",0.208333333,1.166666666,0.037037037,0.518518518,0.444444444,0,0.25,1,0.071428571,0,0,0.48148148,0.37037037,0.14814815,0.14814815,0.2962963,0.55555556,"Maximo Acosta",27963,691185
"Carter Jensen","KCR",0.393939393,1.25,0.25,0.416666666,0.333333333,0,0.25,0,0,0,0,0.47222222,0.30555556,0.22222222,0.05555556,0.38888889,0.55555556,"Carter Jensen",29478,695600
"Peter Bourjos","LAA",0.153846153,0.571428571,0.153846153,0.307692307,0.538461538,0,0,0,0,0,0,0.38461538,0.38461538,0.23076923,0,0.46153846,0.53846154,"Peter Bourjos",2578,488721
"Kevin Kramer","PIT",0.285714285,0.666666666,0.285714285,0.285714285,0.428571428,0.222222222,0,0,0,0,0,0.23809524,0.47619048,0.28571429,0.19047619,0.28571429,0.52380952,"Kevin Kramer",17689,596012
"Jose Lobatón","CHC",0,2,0.25,0.5,0.25,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,"Jose Lobaton",4243,446653
"Ryan Flaherty","CLE",0.272727272,3,0.272727272,0.545454545,0.181818181,0.5,0,0,0,0,0,0.58333333,0.33333333,0.08333333,0.08333333,0.41666667,0.5,"Ryan Flaherty",7888,475247
"Taylor Davis","CHC",0.222222222,3,0.2,0.6,0.2,0,0.5,0,0,0,0,0.4,0.2,0.4,0.1,0.4,0.5,"Taylor Davis",12782,543089
"Alex Young","ARI",0.25,4,0,1,0,0,0,1,0.25,0,0,0,0.5,0.5,0.5,0,0.5,"Alex Young",18333,622065
"Bryce Eldridge","SFG",0.214285714,1,0,0.5,0.5,0,0,0,0,0,0,0.42857143,0.42857143,0.14285714,0.07142857,0.42857143,0.5,"Bryce Eldridge",33390,805811
"Luken Baker","STL",0.211538461,0.8,0.166666666,0.37037037,0.462962962,0.2,0.08,1,0.05,0,0,0.44444444,0.31481481,0.24074074,0.12962963,0.38888889,0.48148148,"Luken Baker",21497,663609
"Logan Forsythe","- - -",0.302631578,1.346153846,0.227848101,0.443037974,0.329113924,0.076923076,0.115384615,5,0.071428571,0,0,0.44936709,0.3164557,0.23417722,0.14556962,0.37341772,0.48101266,"Logan Forsythe",7185,523253
"Tim Federowicz","TEX",0.157894736,0.5,0.217391304,0.260869565,0.52173913,0.25,0.333333333,1,0.166666666,0,0,0.73913043,0.17391304,0.08695652,0.17391304,0.34782609,0.47826087,"Tim Federowicz",8609,543148
"Miguel Sanó","- - -",0.283292978,0.834123222,0.185263157,0.370526315,0.444210526,0.127962085,0.293838862,9,0.051136363,0,0,0.52,0.27789474,0.20210526,0.12842105,0.39368421,0.47789474,"Miguel Sano",12164,593934
"Aaron Judge","NYY",0.348474095,0.840707964,0.226765799,0.353159851,0.420074349,0.053097345,0.302359882,39,0.068421052,0,0,0.4039653,0.35254027,0.24349442,0.08983891,0.43246592,0.47769517,"Aaron Judge",15640,592450
"Tyler Flowers","ATL",0.380597014,1.270833333,0.248275862,0.420689655,0.331034482,0.145833333,0.229166666,6,0.098360655,0,0,0.42758621,0.37931034,0.19310345,0.13793103,0.3862069,0.47586207,"Tyler Flowers",9134,452095
"Roman Anthony","BOS",0.389830508,1.538461538,0.18852459,0.491803278,0.319672131,0.025641025,0.102564102,2,0.033333333,0,0,0.43442623,0.35245902,0.21311475,0.05737705,0.46721311,0.47540984,"Roman Anthony",31812,701350
"Justin Smoak","- - -",0.215517241,0.861111111,0.21484375,0.36328125,0.421875,0.074074074,0.222222222,2,0.021505376,0,0,0.51953125,0.30859375,0.171875,0.1171875,0.41015625,0.47265625,"Justin Smoak",9054,475253
"Alex Avila","- - -",0.302325581,1.525,0.273381294,0.43884892,0.287769784,0.025,0.25,3,0.049180327,0,0,0.45,0.36428571,0.18571429,0.08571429,0.44285714,0.47142857,"Alex Avila",7476,488671
"Dalton Rushing","LAD",0.316666666,0.75,0.234375,0.328125,0.4375,0.142857142,0.142857142,4,0.19047619,0,0,0.53125,0.265625,0.203125,0.203125,0.328125,0.46875,"Dalton Rushing",31382,687221
"Nick Kurtz","ATH",0.427672955,0.986666666,0.198924731,0.397849462,0.403225806,0.026666666,0.36,3,0.04054054,0,0,0.37096774,0.38709677,0.24193548,0.05913978,0.47311828,0.46774194,"Nick Kurtz",35110,701762
"DJ Peters","- - -",0.268292682,0.708333333,0.108695652,0.369565217,0.52173913,0.0625,0.208333333,4,0.117647058,0,0,0.44565217,0.31521739,0.23913043,0.20652174,0.32608696,0.4673913,"DJ Peters",19348,656847
"Jason Castro","- - -",0.302040816,0.885714285,0.261194029,0.347014925,0.391791044,0.028571428,0.219047619,7,0.075268817,0,0,0.42379182,0.33457249,0.24163569,0.0929368,0.44237918,0.46468401,"Jason Castro",8722,488771
"Gordon Beckham","DET",0.302752293,0.954545454,0.252173913,0.365217391,0.382608695,0.136363636,0.136363636,3,0.071428571,0,0,0.53043478,0.24347826,0.22608696,0.16521739,0.37391304,0.46086957,"Gordon Beckham",9015,493596
"Sean Bouchard","COL",0.34065934,1.393939393,0.168421052,0.484210526,0.347368421,0.03030303,0.121212121,3,0.065217391,0,0,0.41666667,0.36458333,0.21875,0.10416667,0.4375,0.45833333,"Sean Bouchard",21270,656248
"Logan Morrison","- - -",0.21875,0.8125,0.171428571,0.371428571,0.457142857,0.125,0.1875,0,0,0,0,0.28571429,0.54285714,0.17142857,0.17142857,0.37142857,0.45714286,"Logan Morrison",9205,489149
"Rece Hinds","CIN",0.310344827,0.875,0.142857142,0.4,0.457142857,0,0.375,2,0.142857142,0,0,0.57142857,0.22857143,0.2,0.05714286,0.48571429,0.45714286,"Rece Hinds",27493,677956
"Eric Thames","- - -",0.315789473,0.848,0.206185567,0.364261168,0.429553264,0.088,0.2,5,0.047169811,0,0,0.43298969,0.34707904,0.21993127,0.14089347,0.40206186,0.45704467,"Eric Thames",3711,519346
"Shin-Soo Choo","TEX",0.341853035,1.417475728,0.243161094,0.443768996,0.313069908,0.029126213,0.213592233,4,0.02739726,3,0.5,0.3880597,0.37313433,0.23880597,0.11641791,0.42686567,0.45671642,"Shin-Soo Choo",3174,425783
"Chris Iannetta","COL",0.333333333,1.277777777,0.254545454,0.418181818,0.327272727,0,0.222222222,1,0.04347826,0,0,0.41818182,0.4,0.18181818,0.18181818,0.36363636,0.45454545,"Chris Iannetta",8267,455104
"Ryan Fitzgerald","MIN",0.25,0.7,0.19047619,0.333333333,0.476190476,0,0.2,0,0,0,0,0.45454545,0.31818182,0.22727273,0.22727273,0.31818182,0.45454545,"Ryan Fitzgerald",24622,680837
"Curtis Granderson","MIA",0.205882352,0.75,0.222222222,0.333333333,0.444444444,0.075,0.1375,1,0.016666666,1,1,0.46961326,0.24309392,0.28729282,0.09944751,0.44751381,0.45303867,"Curtis Granderson",4747,434158
"Shohei Ohtani","- - -",0.322446143,0.981424148,0.21133703,0.390634627,0.398028342,0.040247678,0.292569659,39,0.061514195,2,0.4,0.40786241,0.35257985,0.23955774,0.08968059,0.46068796,0.44963145,"Shohei Ohtani",19755,660271
"Gunnar Henderson","BAL",0.332977588,1.462732919,0.214073339,0.46679881,0.319127849,0.04968944,0.223602484,27,0.05732484,0,0,0.39048563,0.3617443,0.24777007,0.10109019,0.45193261,0.44697721,"Gunnar Henderson",26289,683002
"Domingo Santana","- - -",0.341880341,1.547945205,0.253012048,0.453815261,0.29317269,0.01369863,0.205479452,7,0.061946902,0,0,0.43373494,0.3373494,0.22891566,0.14457831,0.40963855,0.44578313,"Domingo Santana",10348,570267
"Matt Wieters","STL",0.243243243,1.225,0.245762711,0.415254237,0.33898305,0.05,0.175,1,0.020408163,0,0,0.38655462,0.34453782,0.26890756,0.12605042,0.42857143,0.44537815,"Matt Wieters",4298,446308
"Howie Kendrick","WSN",0.341880341,1.638888888,0.224489795,0.481632653,0.293877551,0.027777777,0.152777777,4,0.033898305,0,0,0.33061224,0.38367347,0.28571429,0.13061224,0.4244898,0.44489796,"Howie Kendrick",4229,435062
"Yordan Alvarez","HOU",0.300618921,0.729020979,0.208166533,0.333867093,0.457966373,0.043706293,0.208041958,19,0.045563549,1,1,0.3968,0.3568,0.2464,0.1088,0.4528,0.4384,"Yordan Alvarez",19556,670541
"Jake Lamb","- - -",0.250773993,0.963235294,0.21238938,0.386430678,0.401179941,0.095588235,0.125,8,0.061068702,0,0,0.42058824,0.36764706,0.21176471,0.12941176,0.43235294,0.43823529,"Jake Lamb",13329,571875
"Corey Seager","- - -",0.302385557,1.027734976,0.210557888,0.400119976,0.389322135,0.021571648,0.178736517,26,0.038980509,0,0,0.40491902,0.35032993,0.24475105,0.09118176,0.47090582,0.43791242,"Corey Seager",13624,608369
"Jon Lester","- - -",0.352941176,2.222222222,0.194444444,0.555555555,0.25,0,0.222222222,0,0,0,0,0.43243243,0.37837838,0.18918919,0.18918919,0.37837838,0.43243243,"Jon Lester",4930,452657
"Fernando Tatis Jr.","SDP",0.318485523,1.441478439,0.188395904,0.479180887,0.332423208,0.086242299,0.248459958,57,0.081196581,2,0.5,0.42137509,0.36078965,0.21783526,0.13478557,0.43430905,0.43090538,"Fernando Tatis Jr.",19709,665487
"Khris Davis","- - -",0.245614035,1.058823529,0.186046511,0.418604651,0.395348837,0.092436974,0.134453781,6,0.047619047,0,0,0.3986711,0.3820598,0.2192691,0.12624585,0.44518272,0.42857143,"Khris Davis",9112,501981
"Jameson Taillon","- - -",0.333333333,2,0,0.666666666,0.333333333,0,0,0,0,0,0,0.14285714,0.28571429,0.57142857,0.28571429,0.28571429,0.42857143,"Jameson Taillon",11674,592791
"Andrew Young","ARI",0.28,0.833333333,0.214285714,0.357142857,0.428571428,0,0.25,0,0,0,0,0.25,0.46428571,0.28571429,0.07142857,0.5,0.42857143,"Andrew Young",19521,670370
"Khalil Lee","NYM",0.166666666,2,0.142857142,0.571428571,0.285714285,0,0.5,0,0,0,0,0.42857143,0.28571429,0.28571429,0.14285714,0.42857143,0.42857143,"Khalil Lee",19952,666137
"Blaine Crim","- - -",0.25,0.692307692,0.214285714,0.321428571,0.464285714,0.153846153,0.307692307,0,0,0,0,0.28571429,0.53571429,0.17857143,0.14285714,0.42857143,0.42857143,"Blaine Crim",25714,688760
"James Wood","WSN",0.359133126,1.943820224,0.251428571,0.494285714,0.254285714,0.02247191,0.303370786,10,0.057803468,0,0,0.33142857,0.40285714,0.26571429,0.10285714,0.46857143,0.42857143,"James Wood",29518,695578
"Chad Stevens","LAA",0.333333333,5,0,0.833333333,0.166666666,0,0,0,0,0,0,0.57142857,0.42857143,0,0.14285714,0.42857143,0.42857143,"Chad Stevens",29614,677060
"Rafael Devers","- - -",0.316961736,0.98828125,0.200104766,0.397590361,0.402304871,0.09765625,0.213541666,37,0.048748353,2,0.4,0.40229885,0.35214211,0.24555904,0.13793103,0.43364681,0.42842215,"Rafael Devers",17350,646240
"Dom Nuñez","- - -",0.255033557,0.65,0.16981132,0.327044025,0.503144654,0.075,0.125,0,0,0,0,0.4591195,0.37106918,0.16981132,0.1509434,0.42138365,0.42767296,"Dom Nunez",15055,624513
"Oneil Cruz","PIT",0.327102803,1.268774703,0.170520231,0.463872832,0.365606936,0.086956521,0.197628458,16,0.049844236,0,0,0.40028902,0.35693642,0.24277457,0.11705202,0.4566474,0.42630058,"Oneil Cruz",21711,665833
"Jay Bruce","- - -",0.196428571,0.664,0.171314741,0.33067729,0.498007968,0.056,0.216,6,0.072289156,0,0,0.46215139,0.29482072,0.24302789,0.15139442,0.42231076,0.42629482,"Jay Bruce",9892,457803
"Bryce Harper","PHI",0.316666666,1.001661129,0.223081882,0.388781431,0.388136686,0.048172757,0.209302325,31,0.051409618,7,0.4375,0.3720485,0.34588385,0.28206765,0.11040204,0.46330568,0.42629228,"Bryce Harper",11579,547180
"Ronald Acuña Jr.","ATL",0.339918256,1.189236111,0.208908406,0.429736511,0.361355081,0.076388888,0.21875,64,0.093430656,0,0,0.40401506,0.35821832,0.23776662,0.13864492,0.43538269,0.4259724,"Ronald Acuna Jr.",18401,660670
"David Freese","LAD",0.390243902,1.538461538,0.29787234,0.425531914,0.276595744,0.076923076,0.461538461,0,0,0,0,0.34042553,0.14893617,0.5106383,0.12765957,0.44680851,0.42553191,"David Freese",9549,501896
"Michael Toglia","COL",0.277472527,0.924050632,0.226463104,0.371501272,0.402035623,0.031645569,0.183544303,4,0.02739726,0,0,0.41221374,0.35368957,0.23409669,0.13486005,0.44020356,0.42493639,"Michael Toglia",25845,669911
"Colson Montgomery","CHW",0.270833333,0.631578947,0.17699115,0.31858407,0.504424778,0.087719298,0.298245614,4,0.111111111,0,0,0.52212389,0.32743363,0.15044248,0.16814159,0.40707965,0.42477876,"Colson Montgomery",29712,695657
"Ryan McMahon","- - -",0.317186463,1.238351254,0.223741454,0.429459291,0.346799254,0.028673835,0.189964157,34,0.049204052,1,0.25,0.36019839,0.36391816,0.27588345,0.09913259,0.47707559,0.42379182,"Ryan McMahon",15112,641857
"Trayce Thompson","- - -",0.360655737,0.683333333,0.262773722,0.299270072,0.437956204,0.066666666,0.25,4,0.097560975,0,0,0.49635036,0.28467153,0.2189781,0.11678832,0.45985401,0.42335766,"Trayce Thompson",9952,572204
"Madison Bumgarner","- - -",0.4,1,0.238095238,0.38095238,0.38095238,0,0.125,0,0,0,0,0.65384615,0.11538462,0.23076923,0.07692308,0.5,0.42307692,"Madison Bumgarner",5524,518516
"Ryan Zimmerman","WSN",0.236842105,1.53030303,0.169154228,0.502487562,0.328358208,0.121212121,0.166666666,6,0.05940594,0,0,0.39303483,0.39800995,0.20895522,0.17412935,0.40298507,0.42288557,"Ryan Zimmerman",4220,475582
"Ryan Braun","MIL",0.316546762,1.4,0.221843003,0.453924914,0.324232081,0.126315789,0.189473684,14,0.105263157,1,0.333333333,0.41554054,0.34797297,0.23648649,0.1722973,0.40540541,0.4222973,"Ryan Braun",3410,460075
"Anthony Seigler","MIL",0.227272727,1.818181818,0.279069767,0.465116279,0.255813953,0,0,0,0,0,0,0.35555556,0.35555556,0.28888889,0.06666667,0.51111111,0.42222222,"Anthony Seigler",23802,678011
"Kyle Schwarber","- - -",0.244060475,0.773841961,0.176470588,0.359266287,0.464263124,0.107629427,0.267029972,16,0.028169014,4,1,0.49274448,0.30851735,0.19873817,0.14384858,0.4340694,0.42208202,"Kyle Schwarber",16478,656941
"Franmil Reyes","- - -",0.299450549,1.408088235,0.18125,0.47875,0.34,0.099264705,0.264705882,27,0.070496083,0,0,0.40375,0.34875,0.2475,0.1525,0.42625,0.42125,"Franmil Reyes",14566,614177
"Matt Olson","- - -",0.294632438,0.86,0.205552589,0.367325146,0.427122263,0.09875,0.2075,28,0.040697674,4,0.571428571,0.41755319,0.33617021,0.2462766,0.1356383,0.44361702,0.42074468,"Matt Olson",14344,621566
"Grant McCray","SFG",0.3125,1.347826086,0.181818181,0.469696969,0.348484848,0.04347826,0.173913043,3,0.096774193,0,0,0.42028986,0.34782609,0.23188406,0.14492754,0.43478261,0.42028986,"Grant McCray",25690,687529
"Ben Rice","NYY",0.264957264,0.898089171,0.207446808,0.375,0.417553191,0.076433121,0.159235668,3,0.021276595,0,0,0.45744681,0.32978723,0.21276596,0.13031915,0.44946809,0.42021277,"Ben Rice",29576,700250
"Juan Soto","- - -",0.300609756,1.367909238,0.184709821,0.470982142,0.344308035,0.064829821,0.262560777,39,0.04620853,5,0.454545454,0.37936772,0.39267887,0.22795341,0.14032169,0.43982252,0.4198558,"Juan Soto",20123,665742
"Tyler Austin","- - -",0.178571428,1,0.133333333,0.433333333,0.433333333,0,0.23076923,0,0,0,0,0.35483871,0.32258065,0.32258065,0.09677419,0.48387097,0.41935484,"Tyler Austin",11850,592122
"Everson Pereira","- - -",0.225806451,1.238095238,0.241935483,0.419354838,0.338709677,0.142857142,0,2,0.076923076,0,0,0.4516129,0.32258065,0.22580645,0.16129032,0.41935484,0.41935484,"Everson Pereira",23695,677592
"Jasson Domínguez","NYY",0.331932773,1.202127659,0.181818181,0.446640316,0.371541501,0.09574468,0.159574468,7,0.061946902,0,0,0.40711462,0.35968379,0.23320158,0.13833992,0.44268775,0.41897233,"Jasson Dominguez",28080,691176
"Giancarlo Stanton","NYY",0.279821627,1.085,0.174257425,0.42970297,0.396039603,0.1375,0.2825,20,0.046082949,0,0,0.4049505,0.35148515,0.24356436,0.18316832,0.3980198,0.41881188,"Giancarlo Stanton",4949,519317
"Eric Stamets","CLE",0.083333333,0.5,0.25,0.25,0.5,0.333333333,0,0,0,0,0,0.66666667,0.16666667,0.16666667,0.33333333,0.25,0.41666667,"Eric Stamets",13795,608715
"Trey Cabbage","- - -",0.346666666,1.56,0.168831168,0.506493506,0.324675324,0.04,0.08,1,0.025641025,0,0,0.35064935,0.41558442,0.23376623,0.11688312,0.46753247,0.41558442,"Trey Cabbage",21078,663550
"Gregory Polanco","PIT",0.257961783,0.758169934,0.192192192,0.348348348,0.459459459,0.08496732,0.137254901,5,0.043103448,1,0.5,0.46567164,0.32238806,0.2119403,0.16716418,0.41791045,0.41492537,"Gregory Polanco",12907,570256
"Carlos Gómez","NYM",0.25,0.9375,0.114285714,0.428571428,0.457142857,0.125,0.1875,2,0.133333333,0,0,0.43902439,0.26829268,0.29268293,0.19512195,0.3902439,0.41463415,"Carlos Gomez",4881,460576
"Lucas Duda","KCR",0.222222222,0.551724137,0.224137931,0.275862068,0.5,0.24137931,0.137931034,1,0.0625,0,0,0.39655172,0.27586207,0.32758621,0.18965517,0.39655172,0.4137931,"Lucas Duda",2502,446263
"Jonathan Aranda","TBR",0.351063829,1.121621621,0.213032581,0.4160401,0.370927318,0.06081081,0.155405405,6,0.036144578,0,0,0.45363409,0.3358396,0.21052632,0.11278195,0.47368421,0.41353383,"Jonathan Aranda",21837,666018
"Justin Williams","STL",0.21875,2.058823529,0.235294117,0.514705882,0.25,0,0.235294117,1,0.028571428,0,0,0.33823529,0.45588235,0.20588235,0.11764706,0.47058824,0.41176471,"Justin Williams",15490,642211
"Denzer Guzman","LAA",0.4,0.625,0.235294117,0.294117647,0.470588235,0.25,0.25,0,0,0,0,0.35294118,0.52941176,0.11764706,0.23529412,0.35294118,0.41176471,"Denzer Guzman",28816,694203
"Sal Stewart","CIN",0.266666666,0.857142857,0.235294117,0.352941176,0.411764705,0.071428571,0.285714285,3,0.25,0,0,0.47058824,0.29411765,0.23529412,0.05882353,0.52941176,0.41176471,"Sal Stewart",31505,701398
"Hunter Goodman","COL",0.294710327,0.945054945,0.170960187,0.402810304,0.426229508,0.148351648,0.164835164,17,0.098837209,0,0,0.48946136,0.33255269,0.17798595,0.16159251,0.42857143,0.40983607,"Hunter Goodman",29715,696100
"J.D. Martinez","- - -",0.32127031,1.060661764,0.221527777,0.400694444,0.377777777,0.058823529,0.158088235,35,0.060658578,0,0,0.36041667,0.3625,0.27708333,0.11111111,0.47916667,0.40972222,"J.D. Martinez",6184,502110
"Scott Kingery","- - -",0.290780141,0.94117647,0.222222222,0.377104377,0.4006734,0.151260504,0.12605042,14,0.125,0,0,0.4295302,0.35234899,0.21812081,0.16107383,0.4295302,0.40939597,"Scott Kingery",17975,664068
"Hanley Ramirez","CLE",0.2,1.142857142,0.318181818,0.363636363,0.318181818,0,0.285714285,1,0.125,0,0,0.40909091,0.36363636,0.22727273,0.13636364,0.45454545,0.40909091,"Hanley Ramirez",8001,434670
"Addison Barger","TOR",0.264781491,0.982352941,0.189903846,0.401442307,0.408653846,0.152941176,0.158823529,4,0.023952095,0,0,0.44951923,0.31971154,0.23076923,0.17548077,0.41586538,0.40865385,"Addison Barger",24598,680718
"Mike Trout","LAA",0.307855626,0.503584229,0.221706864,0.260667903,0.517625231,0.100358422,0.243727598,22,0.078291814,0,0,0.40723562,0.32374768,0.2690167,0.14749536,0.44434137,0.40816327,"Mike Trout",10155,545361
"Derek Dietrich","- - -",0.178160919,0.680851063,0.18556701,0.329896907,0.484536082,0.170212765,0.234042553,2,0.03125,1,0.5,0.42346939,0.31122449,0.26530612,0.22959184,0.3622449,0.40816327,"Derek Dietrich",10542,518618
"Grayson Greiner","- - -",0.293413173,1.333333333,0.190751445,0.462427745,0.346820809,0.166666666,0.1,2,0.025,0,0,0.39655172,0.33908046,0.26436782,0.18965517,0.40229885,0.40804598,"Grayson Greiner",17062,606988
"Brian McCann","ATL",0.269841269,1.162162162,0.2,0.43,0.37,0.135135135,0.162162162,2,0.023255813,1,1,0.50746269,0.31343284,0.17910448,0.1840796,0.4079602,0.4079602,"Brian McCann",4810,435263
"Pablo Sandoval","- - -",0.264367816,1.419354838,0.187725631,0.476534296,0.335740072,0.096774193,0.17204301,10,0.075757575,0,0,0.28776978,0.41726619,0.29496403,0.17625899,0.41726619,0.40647482,"Pablo Sandoval",5409,467055
"Christian Yelich","MIL",0.340704906,1.855813953,0.204147764,0.517174335,0.2786779,0.041860465,0.239534883,39,0.04887218,4,0.571428571,0.35225806,0.37419355,0.27354839,0.14064516,0.45290323,0.40645161,"Christian Yelich",11477,592885
"Sam Huff","- - -",0.348314606,1.8,0.270833333,0.46875,0.260416666,0,0.28,1,0.022222222,0,0,0.46875,0.28125,0.25,0.125,0.46875,0.40625,"Sam Huff",22209,669087
"Adrian Del Castillo","ARI",0.368932038,0.660377358,0.2,0.318181818,0.481818181,0.037735849,0.150943396,1,0.028571428,0,0,0.43243243,0.30630631,0.26126126,0.14414414,0.45045045,0.40540541,"Adrian Del Castillo",29554,680728
"Marcell Ozuna","- - -",0.294750158,0.958152958,0.211962833,0.385598141,0.402439024,0.089466089,0.203463203,34,0.051204819,0,0,0.45238095,0.32288037,0.22473868,0.14692218,0.44831591,0.4047619,"Marcell Ozuna",10324,542303
"Bobby Bradley","CLE",0.282258064,1.078431372,0.220588235,0.404411764,0.375,0.078431372,0.235294117,2,0.036363636,0,0,0.41176471,0.31617647,0.27205882,0.11029412,0.48529412,0.40441176,"Bobby Bradley",17278,656252
"Ji Man Choi","- - -",0.292647058,1.141762452,0.228965517,0.411034482,0.36,0.103448275,0.17624521,9,0.030201342,0,0,0.44352617,0.32231405,0.23415978,0.12121212,0.47520661,0.40358127,"Ji Man Choi",5452,596847
"Max Muncy","LAD",0.259792166,0.688854489,0.204230488,0.324580598,0.471188913,0.07739938,0.190402476,28,0.062921348,3,1,0.49344978,0.30203785,0.20451237,0.12299854,0.47379913,0.40320233,"Max Muncy",13301,571970
"Danny Santana","- - -",0.311036789,0.9921875,0.208074534,0.394409937,0.397515527,0.046875,0.1796875,8,0.062992125,0,0,0.42857143,0.32298137,0.2484472,0.13664596,0.46273292,0.40062112,"Danny Santana",10322,542454
"Caleb Joseph","- - -",0.214285714,0.846153846,0.172413793,0.379310344,0.448275862,0.153846153,0.076923076,1,0.09090909,0,0,0.43333333,0.33333333,0.23333333,0.1,0.5,0.4,"Caleb Joseph",7087,543376
"Justin Bour","LAA",0.181818181,1.117647058,0.152941176,0.447058823,0.4,0.117647058,0.235294117,2,0.052631578,0,0,0.41176471,0.35294118,0.23529412,0.18823529,0.41176471,0.4,"Justin Bour",9744,571506
"Tyler Naquin","- - -",0.332810047,1.179916317,0.214177978,0.425339366,0.360482654,0.096234309,0.154811715,16,0.056737588,5,0.416666666,0.41333333,0.32148148,0.26518519,0.1362963,0.4637037,0.4,"Tyler Naquin",13359,571980
"Brian O'Keefe","SEA",0.2,0.8,0.1,0.4,0.5,0.2,0,1,0.25,0,0,0.5,0.5,0,0.1,0.5,0.4,"Brian O'Keefe",16680,657247
"Keston Hiura","- - -",0.337662337,1.049382716,0.224299065,0.397196261,0.378504672,0.080246913,0.265432098,10,0.058823529,0,0,0.36976744,0.34883721,0.28139535,0.17674419,0.42325581,0.4,"Keston Hiura",20003,669374
"Mark Contreras","MIN",0.111111111,1,0.133333333,0.433333333,0.433333333,0.23076923,0.23076923,1,0.076923076,0,0,0.5,0.23333333,0.26666667,0.2,0.4,0.4,"Mark Contreras",20122,676628
"Huascar Ynoa","ATL",0.307692307,1.4,0.2,0.466666666,0.333333333,0.2,0.4,1,0.142857142,0,0,0.46666667,0.26666667,0.26666667,0.2,0.4,0.4,"Huascar Ynoa",20468,660623
"Luis Vázquez","- - -",0.2,1.833333333,0.15,0.55,0.3,0.166666666,0,1,0.09090909,0,0,0.3,0.3,0.4,0.2,0.4,0.4,"Luis Vazquez",23442,676679
"Logan Driscoll","TBR",0.166666666,3.4,0.12,0.68,0.2,0.2,0.2,3,0.176470588,0,0,0.68,0.24,0.08,0.24,0.36,0.4,"Logan Driscoll",25475,686482
"Kyle Stowers","- - -",0.347826086,1,0.229946524,0.385026737,0.385026737,0.0625,0.201388888,11,0.076388888,0,0,0.44266667,0.33066667,0.22666667,0.152,0.448,0.4,"Kyle Stowers",26151,669065
"Brice Matthews","HOU",0.214285714,0.545454545,0.055555555,0.333333333,0.611111111,0.181818181,0.363636363,3,0.5,0,0,0.5,0.4,0.1,0.2,0.4,0.4,"Brice Matthews",33280,694728
"Joc Pederson","- - -",0.262793914,0.874269005,0.177677998,0.383579217,0.438742783,0.097953216,0.181286549,38,0.06354515,7,0.583333333,0.4462126,0.35327817,0.20050923,0.14258434,0.45767027,0.39974539,"Joc Pederson",11899,592626
"Evan Longoria","- - -",0.278418451,1.158995815,0.20123839,0.428792569,0.36996904,0.071129707,0.163179916,21,0.075812274,0,0,0.40402477,0.36842105,0.22755418,0.11609907,0.48452012,0.3993808,"Evan Longoria",9368,446334
"Mike Zunino","- - -",0.204968944,0.837349397,0.138418079,0.392655367,0.468926553,0.186746987,0.192771084,4,0.028776978,0,0,0.50564972,0.30225989,0.1920904,0.21751412,0.38418079,0.39830508,"Mike Zunino",13265,572287
"Yasiel Puig","- - -",0.303333333,0.916030534,0.213166144,0.376175548,0.410658307,0.114503816,0.145038167,15,0.125,0,0,0.36677116,0.35109718,0.28213166,0.19749216,0.40438871,0.39811912,"Yasiel Puig",14225,624577
"Freddie Freeman","- - -",0.347404172,1.045801526,0.266088544,0.375171154,0.358740301,0.035623409,0.165394402,29,0.035279805,0,0,0.38977636,0.33226837,0.27795527,0.10725696,0.49475126,0.39799178,"Freddie Freeman",5361,518692
"Manny Machado","SDP",0.301850972,1.015555555,0.18945487,0.408400357,0.402144772,0.131111111,0.147777777,55,0.060175054,0,0,0.38883929,0.37053571,0.240625,0.15491071,0.44732143,0.39776786,"Manny Machado",11493,592518
