"player","player_id","team_abbrev","year","type","avg_hr_trot","doubters","mostly_gone","no_doubters","no_doubter_per","hr_total","xhr","xhr_diff"
"Mullins, Cedric","656775","BAL","2024","adj_xhr","23.41",6,9,8,"42.1","19",15.5,"3.5"
"Springer, George","543807","TOR","2024","adj_xhr","22.25",5,16,7,"36.8","19",18.5,"0.5"
"Rutschman, Adley","668939","BAL","2024","adj_xhr","23.45",8,15,7,"36.8","19",19.7,"-0.7"
"Carpenter, Kerry","681481","DET","2024","adj_xhr","23.92",7,14,11,"57.9","19",21.1,"-2.1"
"Bell, Josh","605137","AZ","2024","adj_xhr","24",12,23,3,"15.8","19",21.5,"-2.5"
"Vaughn, Andrew","683734","CWS","2024","adj_xhr","21.93",11,20,7,"36.8","19",21.3,"-2.3"
"Paredes, Isaac","670623","CHC","2024","adj_xhr","26.31",12,18,4,"21.1","19",17.1,"1.9"
"Pasquantino, Vinnie","686469","KC","2024","adj_xhr","23.98",13,14,10,"52.6","19",22.6,"-3.6"
"Stephenson, Tyler","663886","CIN","2024","adj_xhr","22.82",6,12,5,"26.3","19",13.6,"5.4"
"Gorman, Nolan","669357","STL","2024","adj_xhr","23.25",11,14,6,"31.6","19",17.4,"1.6"
"Siri, Jose","642350","TB","2024","adj_xhr","29",6,9,12,"66.7","18",18.9,"-0.9"
"Yastrzemski, Mike","573262","SF","2024","adj_xhr","23.3",19,11,7,"38.9","18",16.9,"1.1"
"Muncy, Max","571970","LAD","2024","adj_xhr","24.74",6,10,9,"50","18",17.5,"0.5"
"Sánchez, Jesús","660821","MIA","2024","adj_xhr","27.34",7,11,11,"61.1","18",19.7,"-1.7"
"Melendez, MJ","669004","KC","2024","adj_xhr","25.01",9,10,9,"50","18",17.4,"0.6"
"Bellinger, Cody","641355","CHC","2024","adj_xhr","22.93",7,18,6,"33.3","18",18.2,"-0.2"
"Westburg, Jordan","676059","BAL","2024","adj_xhr","21.39",5,22,4,"22.2","18",19.3,"-1.3"
"Gurriel Jr., Lourdes","666971","AZ","2024","adj_xhr","25.54",12,9,10,"55.6","18",16.8,"1.2"
"García Jr., Luis","671277","WSH","2024","adj_xhr","23.82",15,12,3,"16.7","18",13.1,"4.9"
"Varsho, Daulton","662139","TOR","2024","adj_xhr","20.7",5,13,5,"27.8","18",15.9,"2.1"
"Buxton, Byron","621439","MIN","2024","adj_xhr","21.72",4,16,7,"38.9","18",18.4,"-0.4"
"Thomas, Lane","657041","CLE","2024","adj_xhr","21.98",11,12,5,"29.4","17",14.7,"2.3"
"Cronenworth, Jake","630105","SD","2024","adj_xhr","23.07",9,8,10,"58.8","17",15.9,"1.1"
"Harris II, Michael","671739","ATL","2024","adj_xhr","24.32",5,16,6,"35.3","17",16.2,"0.8"
"Arcia, Orlando","606115","ATL","2024","adj_xhr","24.36",10,15,4,"23.5","17",15.7,"1.3"
"Torres, Gleyber","650402","NYY","2024","adj_xhr","23.6",19,13,1,"5.9","17",12.3,"4.7"
"Gelof, Zack","680869","ATH","2024","adj_xhr","24.1",6,6,10,"58.8","17",15.4,"1.6"
"Arenado, Nolan","571448","STL","2024","adj_xhr","22.63",6,15,2,"12.5","16",13.9,"2.1"
"Fry, David","681807","CLE","2024","adj_xhr","23.51",6,16,3,"18.8","16",16.8,"-0.8"
"Langford, Wyatt","694671","TEX","2024","adj_xhr","21.11",11,12,9,"56.3","16",18.7,"-2.7"
"Martinez, J.D.","502110","NYM","2024","adj_xhr","22.65",7,23,2,"12.5","16",18.8,"-2.8"
"Lewis, Royce","668904","MIN","2024","adj_xhr","23.92",4,11,9,"56.3","16",15.8,"0.2"
"Vierling, Matt","663837","DET","2024","adj_xhr","21.66",4,14,5,"31.3","16",13.7,"2.3"
"Polanco, Jorge","593871","SEA","2024","adj_xhr","24.95",5,11,6,"37.5","16",14.9,"1.1"
"Marsh, Brandon","669016","PHI","2024","adj_xhr","21.5",8,11,4,"25","16",12.4,"3.6"
"Diaz, Yainer","673237","HOU","2024","adj_xhr","23.36",7,12,7,"43.8","16",15.5,"0.5"
"Lowe, Nathaniel","663993","TEX","2024","adj_xhr","20.88",5,10,6,"37.5","16",13.2,"2.8"
"Swanson, Dansby","621020","CHC","2024","adj_xhr","23.72",13,17,1,"6.3","16",13.5,"2.5"
"Winn, Masyn","691026","STL","2024","adj_xhr","23.71",7,10,6,"40","15",14.2,"0.8"
"Larnach, Trevor","663616","MIN","2024","adj_xhr","23.31",5,12,6,"40","15",14.6,"0.4"
"O'Hearn, Ryan","656811","BAL","2024","adj_xhr","24.86",5,16,4,"26.7","15",14.9,"0.1"
"Bohm, Alec","664761","PHI","2024","adj_xhr","22.25",9,12,3,"20","15",12.8,"2.2"
"Kelenic, Jarred","672284","ATL","2024","adj_xhr","21.54",7,11,5,"33.3","15",15.1,"-0.1"
"Contreras, Willson","575929","STL","2024","adj_xhr","27.26",5,10,6,"40","15",14.2,"0.8"
"Wells, Austin","669224","NYY","2024","adj_xhr","22.5",3,14,8,"53.3","15",18.2,"-3.2"
"Fitzgerald, Tyler","666149","SF","2024","adj_xhr","22.02",1,11,4,"26.7","15",13.3,"1.7"
"Garver, Mitch","641598","SEA","2024","adj_xhr","26.1",2,11,7,"46.7","15",15.1,"-0.1"
"Abreu, Wilyer","677800","BOS","2024","adj_xhr","25.07",9,10,9,"60","15",17.4,"-2.4"
"India, Jonathan","663697","CIN","2024","adj_xhr","23.92",12,12,4,"26.7","15",11.6,"3.4"
"d'Arnaud, Travis","518595","ATL","2024","adj_xhr","23.79",1,7,9,"60","15",14.8,"0.2"
"Winker, Jesse","608385","NYM","2024","adj_xhr","24.29",6,14,2,"13.3","15",12.2,"2.8"
"Rafaela, Ceddanne","678882","BOS","2024","adj_xhr","22.39",4,16,6,"40","15",16,"-1.0"
"Renfroe, Hunter","592669","KC","2024","adj_xhr","23.7",6,11,9,"60","15",17.9,"-2.9"
"Peña, Jeremy","665161","HOU","2024","adj_xhr","22.82",8,11,7,"46.7","15",16,"-1.0"
"Pages, Andy","681624","LAD","2024","adj_xhr","21.12",7,10,8,"53.3","15",15,"0.0"
"Kwan, Steven","680757","CLE","2024","adj_xhr","19.5",3,15,2,"14.3","14",13.2,"0.8"
"Díaz, Yandy","650490","TB","2024","adj_xhr","29.07",14,8,5,"35.7","14",11.9,"2.1"
"Donovan, Brendan","680977","STL","2024","adj_xhr","22.1",10,15,4,"28.6","14",15,"-1.0"
"Robert Jr., Luis","673357","CWS","2024","adj_xhr","25.07",8,8,7,"50","14",14.2,"-0.2"
"Verdugo, Alex","657077","NYY","2024","adj_xhr","28.18",9,13,3,"21.4","14",13.7,"0.3"
"Realmuto, J.T.","592663","PHI","2024","adj_xhr","22.52",5,7,7,"50","14",13.7,"0.3"
"Brown, Seth","664913","ATH","2024","adj_xhr","22.07",6,8,5,"35.7","14",11.7,"2.3"
"Benson, Will","666181","CIN","2024","adj_xhr","24.88",4,11,5,"35.7","14",12.7,"1.3"
"Massey, Michael","686681","KC","2024","adj_xhr","21.75",5,12,6,"42.9","14",15.4,"-1.4"
"Correa, Carlos","621043","MIN","2024","adj_xhr","25.93",6,7,8,"57.1","14",13.5,"0.5"
"Moniak, Mickey","666160","LAA","2024","adj_xhr","22.95",5,9,7,"50","14",14.4,"-0.4"
"Hernández, Enrique","571771","LAD","2024","adj_xhr","21.7",7,5,4,"28.6","14",7.4,"6.6"
"Noel, Jhonkensy","678877","CLE","2024","adj_xhr","24.52",4,6,8,"57.1","14",12.9,"1.1"
"Mountcastle, Ryan","663624","BAL","2024","adj_xhr","25.13",7,15,5,"38.5","13",16.3,"-3.3"
"Bauers, Jake","641343","MIL","2024","adj_xhr","25.29",3,8,7,"53.8","13",14,"-1.0"
"Wallner, Matt","670242","MIN","2024","adj_xhr","22.81",6,6,9,"69.2","13",13.8,"-0.8"
"Friedl, TJ","670770","CIN","2024","adj_xhr","24.09",1,10,3,"23.1","13",10.4,"2.6"
"Naylor, Bo","666310","CLE","2024","adj_xhr","23.72",2,6,8,"61.5","13",12.8,"0.2"
"Schneider, Davis","676914","TOR","2024","adj_xhr","21.01",5,11,3,"23.1","13",11.4,"1.6"
"Tellez, Rowdy","642133","PIT","2024","adj_xhr","26.69",6,8,5,"38.5","13",10.9,"2.1"
"Volpe, Anthony","683011","NYY","2024","adj_xhr","22.86",5,16,1,"7.7","13",12.4,"0.6"
"Meyers, Jake","676694","HOU","2024","adj_xhr","23.71",7,14,2,"15.4","13",11.2,"1.8"
"Wong, Connor","657136","BOS","2024","adj_xhr","23.02",6,12,4,"30.8","13",13,"0.0"
"Keith, Colt","690993","DET","2024","adj_xhr","23.25",2,14,6,"46.2","13",14.9,"-1.9"
"Schanuel, Nolan","694384","LAA","2024","adj_xhr","22.91",6,11,2,"15.4","13",10.7,"2.3"
"France, Ty","664034","CIN","2024","adj_xhr","25.22",7,11,5,"38.5","13",13.8,"-0.8"
"Bart, Joey","663698","PIT","2024","adj_xhr","24.6",3,8,8,"61.5","13",13.4,"-0.4"
"Rodgers, Brendan","663898","COL","2024","adj_xhr","23.46",2,12,5,"38.5","13",12.7,"0.3"
"Heim, Jonah","641680","TEX","2024","adj_xhr","23.53",6,6,6,"46.2","13",11.2,"1.8"
"Goodman, Hunter","696100","COL","2024","adj_xhr","22.4",3,10,4,"30.8","13",10.7,"2.3"
"Singleton, Jon","572138","HOU","2024","adj_xhr","23.26",4,10,6,"46.2","13",12.2,"0.8"
"Smith, Josh","669701","TEX","2024","adj_xhr","23.13",4,10,3,"23.1","13",10.9,"2.1"
"Ruiz, Keibert","660688","WSH","2024","adj_xhr","25.54",4,11,6,"46.2","13",14.6,"-1.6"
"Casas, Triston","671213","BOS","2024","adj_xhr","23.92",5,8,6,"46.2","13",12,"1.0"
"Clement, Ernie","676391","TOR","2024","adj_xhr","24.51",5,11,3,"25","12",13,"-1.0"
"Taveras, Leody","665750","TEX","2024","adj_xhr","22.81",3,12,3,"25","12",12.8,"-0.8"
"McNeil, Jeff","643446","NYM","2024","adj_xhr","23.11",6,12,2,"16.7","12",10.2,"1.8"
"Horwitz, Spencer","687462","TOR","2024","adj_xhr","24.48",5,10,5,"41.7","12",12.2,"-0.2"
"Grichuk, Randal","545341","AZ","2024","adj_xhr","22.85",4,14,3,"25","12",12.2,"-0.2"
"Castro, Willi","650489","MIN","2024","adj_xhr","21.37",10,10,4,"33.3","12",12.6,"-0.6"
"Bogaerts, Xander","593428","SD","2024","adj_xhr","27.19",5,8,6,"50","12",11.7,"0.3"
"Nootbaar, Lars","663457","STL","2024","adj_xhr","20.3",4,11,4,"33.3","12",11.9,"0.1"
"Blackmon, Charlie","453568","COL","2024","adj_xhr","23.73",4,10,5,"41.7","12",12.4,"-0.4"
"Lee, Korey","686676","CWS","2024","adj_xhr","22.22",4,8,5,"41.7","12",10.2,"1.8"
"Bader, Harrison","664056","NYM","2024","adj_xhr","21.03",5,5,7,"58.3","12",10.6,"1.4"
"Haniger, Mitch","571745","SEA","2024","adj_xhr","22.21",3,11,3,"25","12",12.2,"-0.2"
"Duvall, Adam","594807","ATL","2024","adj_xhr","23.45",6,12,6,"54.5","11",15,"-4.0"
"Urías, Ramón","602104","BAL","2024","adj_xhr","23.33",4,10,4,"36.4","11",12.9,"-1.9"
"Alvarez, Francisco","682626","NYM","2024","adj_xhr","26.53",5,8,6,"54.5","11",11.7,"-0.7"
"Laureano, Ramón","657656","ATL","2024","adj_xhr","22.94",4,12,3,"27.3","11",11.8,"-0.8"
"Lux, Gavin","666158","LAD","2024","adj_xhr","24.54",6,8,2,"18.2","11",7.2,"3.8"
"Bride, Jonah","681146","MIA","2024","adj_xhr","22.43",2,8,3,"27.3","11",9.3,"1.7"
"Sánchez, Gary","596142","MIL","2024","adj_xhr","25.58",2,5,6,"54.5","11",11.1,"-0.1"
"Refsnyder, Rob","608701","BOS","2024","adj_xhr","21.76",3,6,5,"45.5","11",9.4,"1.6"
"Kim, Ha-Seong","673490","SD","2024","adj_xhr","23.02",3,13,1,"9.1","11",10.7,"0.3"
"Yelich, Christian","592885","MIL","2024","adj_xhr","22.11",1,6,5,"45.5","11",9.5,"1.5"
"Stott, Bryson","681082","PHI","2024","adj_xhr","23.47",4,8,4,"36.4","11",10.1,"0.9"
"Turner, Justin","457759","SEA","2024","adj_xhr","26.89",11,9,4,"36.4","11",10.6,"0.4"
"Ortiz, Joey","687401","MIL","2024","adj_xhr","20.74",5,8,4,"36.4","11",10.8,"0.2"
"Crow-Armstrong, Pete","691718","CHC","2024","adj_xhr","21.41",5,6,4,"40","10",9.1,"0.9"
"Lowe, Josh","666139","TB","2024","adj_xhr","26.25",5,11,2,"20","10",9.9,"0.1"
"Torkelson, Spencer","679529","DET","2024","adj_xhr","24.11",6,6,7,"70","10",12.3,"-2.3"
"Heyward, Jason","518792","HOU","2024","adj_xhr","23.09",3,6,3,"30","10",7.4,"2.6"
"Gallo, Joey","608336","WSH","2024","adj_xhr","23.56",3,5,4,"40","10",8.3,"1.7"
"Hilliard, Sam","656541","COL","2024","adj_xhr","21.68",3,8,2,"20","10",8.2,"1.8"
"Trout, Mike","545361","LAA","2024","adj_xhr","25.6",1,5,4,"40","10",8.4,"1.6"
"Moore, Dylan","664238","SEA","2024","adj_xhr","20.56",13,10,2,"20","10",9.6,"0.4"
"Meadows, Parker","678009","DET","2024","adj_xhr","22.15",3,6,5,"50","10",10.1,"-0.1"
"Yoshida, Masataka","807799","BOS","2024","adj_xhr","23.09",3,11,3,"30","10",11.3,"-1.3"
"Murphy, Sean","669221","ATL","2024","adj_xhr","23.23",3,8,6,"60","10",11.2,"-1.2"
"Albies, Ozzie","645277","ATL","2024","adj_xhr","24.85",7,10,5,"50","10",11.8,"-1.8"
"Sheets, Gavin","657757","CWS","2024","adj_xhr","22.54",7,6,5,"50","10",10.2,"-0.2"
"Rosario, Eddie","592696","ATL","2024","adj_xhr","23.64",7,7,1,"10","10",6.9,"3.1"
"Rogers, Jake","668670","DET","2024","adj_xhr","25.09",13,10,3,"30","10",11.1,"-1.1"
"Peralta, David","444482","SD","2024","adj_xhr","23.62",0,5,5,"55.6","9",8.7,"0.3"
"Pérez, Wenceel","672761","DET","2024","adj_xhr","24.58",6,7,3,"33.3","9",9.3,"-0.3"
"Joe, Connor","656582","PIT","2024","adj_xhr","22.59",2,10,5,"55.6","9",12.4,"-3.4"
"Estrada, Thairo","642731","SF","2024","adj_xhr","25.7",5,6,5,"55.6","9",9.3,"-0.3"
"Triolo, Jared","669707","PIT","2024","adj_xhr","23.13",4,6,2,"22.2","9",6.2,"2.8"
"Mitchell, Garrett","669003","MIL","2024","adj_xhr","21.91",3,8,0,"0","9",5.3,"3.7"
"Grandal, Yasmani","518735","PIT","2024","adj_xhr","24.25",4,3,5,"55.6","9",8,"1.0"
"Rocchio, Brayan","677587","CLE","2024","adj_xhr","26.31",6,9,0,"0","9",7.7,"1.3"
"Urshela, Gio","570482","ATL","2024","adj_xhr","25.31",3,9,3,"33.3","9",9,"0.0"
"Crawford, J.P.","641487","SEA","2024","adj_xhr","24.21",2,10,3,"33.3","9",9.1,"-0.1"
"Norby, Connor","681393","MIA","2024","adj_xhr","22.72",4,8,3,"33.3","9",9.1,"-0.1"
"Giménez, Andrés","665926","CLE","2024","adj_xhr","23.76",4,9,2,"22.2","9",9.7,"-0.7"
"Wood, James","695578","WSH","2024","adj_xhr","26.3",1,5,6,"66.7","9",9.8,"-0.8"
"Caballero, José","676609","TB","2024","adj_xhr","25.36",5,8,3,"33.3","9",9.2,"-0.2"
"Pham, Tommy","502054","KC","2024","adj_xhr","22.85",3,11,3,"33.3","9",11,"-2.0"
"Jansen, Danny","643376","BOS","2024","adj_xhr","22.73",2,11,1,"11.1","9",9.6,"-0.6"
"Grisham, Trent","663757","NYY","2024","adj_xhr","21.69",5,4,5,"55.6","9",8.5,"0.5"
"Suwinski, Jack","669261","PIT","2024","adj_xhr","20.79",1,6,6,"66.7","9",9.4,"-0.4"
"Kelly, Carson","608348","TEX","2024","adj_xhr","23.68",7,7,3,"33.3","9",9.7,"-0.7"
"Smith, Pavin","656976","AZ","2024","adj_xhr","23.06",1,8,2,"22.2","9",8.4,"0.6"
"Miranda, Jose","669304","MIN","2024","adj_xhr","23.91",8,5,4,"44.4","9",8.5,"0.5"
"Stallings, Jacob","607732","COL","2024","adj_xhr","23.1",9,5,3,"33.3","9",7.6,"1.4"
"Soderstrom, Tyler","691016","ATH","2024","adj_xhr","24.23",4,10,3,"33.3","9",11.5,"-2.5"
"Espinal, Santiago","669289","CIN","2024","adj_xhr","23.81",4,8,2,"22.2","9",7.8,"1.2"
"Caratini, Victor","605170","HOU","2024","adj_xhr","24.72",5,7,2,"25","8",7.2,"0.8"
"Solano, Donovan","456781","SD","2024","adj_xhr","24.1",6,6,2,"25","8",6.3,"1.7"
"Edman, Tommy","669242","LAD","2024","adj_xhr","22.47",3,8,0,"0","8",6.8,"1.2"
"Pillar, Kevin","607680","LAA","2024","adj_xhr","22.97",3,5,3,"37.5","8",7.2,"0.8"
"Amaya, Miguel","665804","CHC","2024","adj_xhr","24.87",3,5,3,"37.5","8",7.4,"0.6"
"Rizzo, Anthony","519203","NYY","2024","adj_xhr","26.25",3,4,4,"50","8",7.5,"0.5"
"Trevino, Jose","624431","NYY","2024","adj_xhr","22.45",1,8,2,"25","8",8.2,"-0.2"
"McCann, James","543510","BAL","2024","adj_xhr","24.5",3,5,4,"50","8",8.7,"-0.7"
"Rojas, Josh","668942","SEA","2024","adj_xhr","22.09",6,10,2,"25","8",9.1,"-1.1"
"Fairchild, Stuart","656413","CIN","2024","adj_xhr","20.09",5,6,1,"12.5","8",4.8,"3.2"
