"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Richards, Trevor",670950,"TB","CH","Changeup",0.8,7,"877",38.3,"275","0.205","0.369","0.282",28.9,25.1,19.9,"0.191","0.312","0.252",26.9
"Bundy, Dylan",605164,"BAL","FF","4-Seam Fastball",-1.9,-23,"1178",42.4,"275","0.335","0.645","0.447",18.2,16.7,15.9,"0.281","0.536","0.38",38.5
"Wheeler, Zack",554430,"NYM","SI","Sinker",0.2,2,"914",28.9,"273","0.299","0.49","0.364",15.8,17.2,18.3,"0.275","0.467","0.34",37.9
"Tanaka, Masahiro",547888,"NYY","SL","Slider",2.3,23,"1014",36.4,"273","0.193","0.34","0.257",33.7,29.3,24,"0.203","0.352","0.256",31.8
"Rodriguez, Eduardo",593958,"BOS","FF","4-Seam Fastball",0.5,6,"1354",38.7,"270","0.283","0.467","0.364",29.2,24.8,20.4,"0.246","0.465","0.337",34.5
"Lyles, Jordan",543475,"MIL","FF","4-Seam Fastball",0.2,3,"1194",50.2,"269","0.235","0.443","0.352",22,19,14,"0.228","0.465","0.338",41.5
"Means, John",607644,"BAL","CH","Changeup",1.6,12,"775",28.9,"267","0.206","0.387","0.298",24.7,16.9,15.8,"0.218","0.372","0.28",23.4
"Norris, Daniel",596057,"DET","FF","4-Seam Fastball",-0.8,-9,"1061",45,"265","0.311","0.613","0.421",12.8,14,13.6,"0.305","0.597","0.406",45.8
"Keuchel, Dallas",572971,"ATL","SI","Sinker",0.6,5,"914",49,"264","0.27","0.418","0.343",15.5,15.2,19,"0.264","0.41","0.327",43.9
"Kelly, Merrill",518876,"AZ","FF","4-Seam Fastball",0.9,9,"1106",37.4,"264","0.241","0.406","0.324",20.4,22,19.3,"0.251","0.491","0.355",41.6
"Alcantara, Sandy",645261,"MIA","FF","4-Seam Fastball",-0.4,-3,"928",30,"263","0.232","0.399","0.336",16.7,17.9,14.7,"0.243","0.449","0.34",42.6
"Ryu, Hyun Jin",547943,"LAD","CH","Changeup",3.2,23,"743",27.5,"262","0.19","0.292","0.233",29.6,19.8,21.4,"0.235","0.338","0.259",23
"Anderson, Chase",502624,"MIL","FF","4-Seam Fastball",-0.6,-6,"998",43.4,"261","0.261","0.491","0.371",22.9,23.8,16.8,"0.25","0.46","0.348",41.8
"Duffy, Danny",518633,"KC","FF","4-Seam Fastball",-0.2,-2,"956",44.2,"261","0.255","0.427","0.357",19.5,21.8,20.4,"0.268","0.489","0.372",43
"Junis, Jakob",596001,"KC","SL","Slider",1.8,16,"867",29.7,"259","0.152","0.232","0.209",38.2,44.4,26.7,"0.148","0.276","0.216",30.6
"Stammen, Craig",489334,"SD","SI","Sinker",1.3,11,"888",71,"259","0.237","0.412","0.301",16.2,19.7,22,"0.241","0.393","0.287",35.7
"Minor, Mike",501985,"TEX","CH","Changeup",2.8,23,"826",24.6,"258","0.178","0.265","0.239",31.3,24.8,24.1,"0.184","0.266","0.241",18
"Gausman, Kevin",592332,"CIN","FF","4-Seam Fastball",-0.7,-7,"937",57,"258","0.323","0.55","0.406",21.6,20.2,22.1,"0.301","0.576","0.392",43.7
"Greinke, Zack",425844,"HOU","FF","4-Seam Fastball",1.4,18,"1272",40.9,"257","0.242","0.418","0.299",18,23,21.7,"0.244","0.437","0.302",39.2
"Ray, Robbie",592662,"AZ","SL","Slider",-0.6,-6,"941",30.8,"257","0.221","0.424","0.323",44.3,37,24.7,"0.206","0.412","0.297",36.2
"Davies, Zach",605200,"MIL","CH","Changeup",2.1,18,"838",31.3,"256","0.206","0.311","0.261",28.9,16.8,16.7,"0.263","0.407","0.304",26.1
"Clevinger, Mike",605182,"CLE","FF","4-Seam Fastball",1.7,18,"1067",51.1,"255","0.192","0.341","0.276",30,36.1,25.7,"0.204","0.371","0.286",44.5
"Berríos, José",621244,"MIN","FF","4-Seam Fastball",0.4,4,"1009",32.2,"255","0.258","0.445","0.323",24.1,28.2,22.1,"0.237","0.437","0.301",38.1
"Brault, Steven",643230,"PIT","FF","4-Seam Fastball",-0.6,-6,"1013",50.6,"254","0.285","0.516","0.394",19,20.5,17.5,"0.266","0.5","0.366",39.4
"Kikuchi, Yusei",579328,"SEA","SL","Slider",-1.4,-10,"736",28,"254","0.27","0.478","0.368",25.9,22,18.1,"0.233","0.39","0.302",32.6
"Means, John",607644,"BAL","FF","4-Seam Fastball",0.3,4,"1360",50.7,"252","0.273","0.45","0.337",18,19.8,12.9,"0.26","0.484","0.338",40.7
"Nola, Aaron",605400,"PHI","FF","4-Seam Fastball",-0.5,-6,"1180",35.4,"252","0.269","0.509","0.394",19.4,21.8,19.4,"0.259","0.485","0.369",44.7
"Holland, Derek",502706,"CHC","SI","Sinker",-0.4,-3,"914",62.1,"251","0.26","0.481","0.375",18.4,22.3,19.2,"0.24","0.473","0.354",44
"Pomeranz, Drew",519141,"MIL","FF","4-Seam Fastball",0.8,9,"1022",52.6,"251","0.223","0.459","0.336",29.1,34.7,24.4,"0.205","0.436","0.317",35.6
"Cashner, Andrew",488768,"BOS","FF","4-Seam Fastball",-0.6,-7,"1138",45.3,"251","0.298","0.465","0.384",18,19.5,16.2,"0.275","0.506","0.377",48.2
"Stroman, Marcus",573186,"NYM","SV","Slurve",2.3,22,"933",30.6,"250","0.169","0.241","0.211",35.3,33.6,21.4,"0.196","0.307","0.233",31.6
"Tanaka, Masahiro",547888,"NYY","FS","Split-Finger",0.4,3,"743",26.7,"249","0.26","0.413","0.32",18.4,12.9,13.5,"0.283","0.408","0.305",37
"Sale, Chris",519242,"BOS","SL","Slider",0.8,7,"947",38.4,"249","0.197","0.318","0.276",35.7,42.2,28.3,"0.169","0.279","0.239",26.9
"Strasburg, Stephen",544931,"WSH","CU","Curveball",2.3,24,"1037",30.7,"247","0.161","0.239","0.208",38.8,39.3,26.7,"0.17","0.242","0.211",23
"Kershaw, Clayton",477132,"LAD","FF","4-Seam Fastball",1.1,12,"1130",43.9,"247","0.229","0.44","0.331",18.1,13.8,16.1,"0.248","0.425","0.324",27.1
"Junis, Jakob",596001,"KC","FF","4-Seam Fastball",-1.7,-17,"984",33.7,"246","0.344","0.633","0.448",16.3,10.2,11.7,"0.357","0.632","0.442",42.3
"Smyly, Drew",592767,"PHI","SI","Sinker",-1.2,-12,"1016",47.7,"246","0.268","0.641","0.429",19.7,19.1,15.3,"0.277","0.602","0.406",43.3
"Strasburg, Stephen",544931,"WSH","FF","4-Seam Fastball",0.4,4,"968",28.6,"244","0.245","0.454","0.334",23.9,26.2,21.3,"0.222","0.397","0.304",46.8
"Chacín, Jhoulys",468504,"BOS","SL","Slider",0.7,7,"964",49.6,"244","0.214","0.377","0.303",25.6,29.1,21.8,"0.213","0.343","0.28",33.1
"Ureña, José",570632,"MIA","SI","Sinker",-0.6,-5,"863",62.9,"244","0.32","0.495","0.387",14.2,11.5,14.8,"0.319","0.519","0.38",40.1
"Vargas, Jason",450306,"PHI","CH","Changeup",0.6,6,"879",35.1,"243","0.22","0.327","0.294",36.3,23.9,20.3,"0.223","0.372","0.281",26.3
"Shaw, Bryan",543766,"COL","FC","Cutter",0,0,"894",75.3,"242","0.246","0.43","0.351",19.6,12.8,16,"0.269","0.468","0.364",43.3
"Bassitt, Chris",605135,"ATH","SI","Sinker",1.9,19,"990",41.1,"241","0.235","0.366","0.318",14.7,12.9,16,"0.264","0.434","0.339",35.5
"Quintana, Jose",500779,"CHC","FF","4-Seam Fastball",0.2,2,"992",36.3,"240","0.292","0.431","0.35",21.5,24.2,21.1,"0.283","0.439","0.332",39.4
"Archer, Chris",502042,"PIT","SL","Slider",-0.2,-2,"746",35.6,"239","0.231","0.375","0.31",42.7,36.8,27.5,"0.221","0.347","0.291",29
"Porcello, Rick",519144,"BOS","FF","4-Seam Fastball",0.3,3,"931",31.5,"238","0.274","0.475","0.34",18.8,21.4,13.7,"0.261","0.537","0.347",45.7
"Leake, Mike",502190,"AZ","FC","Cutter",0.5,4,"774",26.1,"237","0.276","0.467","0.338",16.2,15.2,14.8,"0.265","0.44","0.312",31.4
"Rodriguez, Eduardo",593958,"BOS","CH","Changeup",0.6,5,"830",23.7,"236","0.257","0.36","0.299",37.1,20.3,20.2,"0.219","0.321","0.257",19.4
"Cole, Gerrit",543037,"HOU","SL","Slider",1.8,14,"778",23.2,"236","0.187","0.317","0.232",39.9,38.1,27.4,"0.182","0.302","0.217",28.6
"Musgrove, Joe",605397,"PIT","FF","4-Seam Fastball",-0.6,-6,"997",37.6,"235","0.3","0.536","0.401",14.9,9.8,9.1,"0.295","0.546","0.379",39.7
"Plutko, Adam",592644,"CLE","FF","4-Seam Fastball",-0.1,-1,"967",53.9,"235","0.286","0.53","0.364",16.3,18.3,12.9,"0.276","0.532","0.358",40.3
"Plesac, Zach",668676,"CLE","FF","4-Seam Fastball",0.1,1,"957",50.6,"235","0.256","0.473","0.354",14.8,19.6,15.3,"0.298","0.561","0.395",48.1
"Pérez, Martín",527048,"MIN","FC","Cutter",1,8,"854",30.8,"234","0.214","0.343","0.278",22.6,23.1,20.3,"0.206","0.312","0.261",25.6
"Berríos, José",621244,"MIN","SV","Slurve",-0.3,-2,"885",28.3,"234","0.247","0.416","0.312",29.3,27.8,21.2,"0.228","0.421","0.292",32.7
"Jurado, Ariel",642558,"TEX","SI","Sinker",-0.9,-8,"844",41.3,"234","0.316","0.51","0.388",13.4,16.2,17.8,"0.299","0.504","0.377",50.6
"Gonzales, Marco",594835,"SEA","CH","Changeup",0.4,3,"761",24.1,"233","0.244","0.41","0.309",22.2,12,13.7,"0.252","0.398","0.299",25.9
"Lucchesi, Joey",664192,"SD","CU","Curveball",0.4,4,"925",35,"233","0.183","0.326","0.264",38.5,28.8,19.5,"0.194","0.354","0.267",30.5
"Gray, Jon",592351,"COL","SL","Slider",1.9,15,"795",33.5,"233","0.183","0.297","0.239",41.1,39.1,29.2,"0.194","0.281","0.225",33.6
"Eflin, Zach",621107,"PHI","FF","4-Seam Fastball",-0.1,-1,"865",33.6,"233","0.248","0.442","0.35",21.9,20.6,16.7,"0.239","0.45","0.323",38.4
"Alcantara, Sandy",645261,"MIA","SI","Sinker",0.8,7,"831",26.9,"232","0.237","0.359","0.332",22.4,10.3,19.8,"0.259","0.41","0.343",26.7
"Doolittle, Sean",448281,"WSH","FF","4-Seam Fastball",0.4,4,"947",88.2,"232","0.259","0.468","0.337",22.5,25,17.1,"0.236","0.468","0.318",42.8
"Rodríguez, Richard",593144,"PIT","FF","4-Seam Fastball",0,0,"942",81.9,"232","0.261","0.441","0.349",21.4,19.8,15.7,"0.255","0.449","0.33",39.2
"Maeda, Kenta",628317,"LAD","SL","Slider",2.2,16,"757",31.1,"231","0.157","0.29","0.226",40.8,34.2,27.5,"0.171","0.271","0.215",20.1
"Bieber, Shane",669456,"CLE","SL","Slider",1.5,13,"854",26.5,"231","0.208","0.33","0.259",43.5,34.6,30.8,"0.206","0.314","0.241",35.5
"Roark, Tanner",543699,"ATH","SI","Sinker",0.6,5,"866",30,"229","0.295","0.454","0.364",15.5,22.7,21.3,"0.287","0.48","0.355",43.6
"Hader, Josh",623352,"MIL","SI","Sinker",1.1,11,"960",84.3,"229","0.171","0.424","0.284",40.7,48.5,34.8,"0.17","0.366","0.259",46.5
"Yarbrough, Ryan",642232,"TB","FC","Cutter",1.9,14,"755",36.7,"228","0.224","0.379","0.291",14.4,19.3,20.2,"0.243","0.374","0.282",22.1
"Darvish, Yu",506433,"CHC","SL","Slider",2.4,21,"882",31,"227","0.193","0.333","0.262",33.2,29.5,28,"0.207","0.348","0.266",42
"Green, Chad",643338,"NYY","FF","4-Seam Fastball",0.3,3,"1019",77.3,"225","0.253","0.449","0.341",28.1,33.8,19.6,"0.235","0.427","0.321",54.4
"Márquez, Germán",608566,"COL","FF","4-Seam Fastball",1.2,11,"927",35.4,"225","0.296","0.488","0.368",15.7,13.3,16.9,"0.319","0.524","0.381",43.3
"Morton, Charlie",450203,"TB","FF","4-Seam Fastball",0.5,5,"936",29.8,"224","0.217","0.384","0.304",28.9,37.9,26.4,"0.206","0.365","0.29",38.6
"Flaherty, Jack",656427,"STL","SL","Slider",2,17,"876",27.6,"223","0.184","0.324","0.255",45.2,40.8,28.2,"0.168","0.282","0.226",19
"Sale, Chris",519242,"BOS","FF","4-Seam Fastball",-0.1,-1,"883",35.8,"223","0.217","0.444","0.307",28.5,46.2,27.4,"0.213","0.415","0.287",50.9
"Cashner, Andrew",488768,"BOS","CH","Changeup",1.9,13,"700",27.9,"222","0.217","0.353","0.288",27.8,17.1,18.1,"0.244","0.398","0.298",33.5
"Fiers, Mike",571666,"ATH","FF","4-Seam Fastball",0.3,3,"929",32.7,"222","0.245","0.461","0.328",17,19.4,13.9,"0.267","0.543","0.359",50.9
"DeSclafani, Anthony",543101,"CIN","FF","4-Seam Fastball",0.6,5,"963",37.2,"221","0.255","0.449","0.335",21.4,19,17.6,"0.24","0.456","0.328",45.9
"Berríos, José",621244,"MIN","SI","Sinker",1.3,9,"722",23.1,"220","0.25","0.38","0.342",12.6,14.1,18.9,"0.261","0.397","0.327",28.2
"Sanchez, Aaron",592717,"HOU","FF","4-Seam Fastball",-1.5,-12,"838",36.4,"219","0.324","0.561","0.442",18.9,16,16.7,"0.294","0.527","0.415",53.2
"Hughes, Jared",453172,"PHI","SI","Sinker",1,8,"822",74.5,"218","0.234","0.417","0.33",19,12.8,14.4,"0.266","0.426","0.334",35.5
"Lester, Jon",452657,"CHC","FF","4-Seam Fastball",-0.6,-6,"862",28.3,"218","0.305","0.533","0.389",15.4,19.3,17.3,"0.293","0.545","0.377",38
"Keller, Brad",641745,"KC","SL","Slider",1,8,"851",31.4,"216","0.194","0.316","0.246",29.6,28.7,20.1,"0.208","0.331","0.25",40
"Milone, Tommy",543548,"SEA","CH","Changeup",2.2,14,"637",38.1,"216","0.204","0.325","0.244",30,20.8,17.5,"0.234","0.38","0.274",20.1
"Snell, Blake",605483,"TB","FF","4-Seam Fastball",0.6,6,"914",48.4,"216","0.265","0.4","0.319",27.3,31.9,21.2,"0.217","0.339","0.265",37.9
"Smith, Caleb",592761,"MIA","SL","Slider",-0.6,-5,"840",31.6,"215","0.224","0.403","0.31",31,29.8,21.5,"0.218","0.418","0.287",32.4
"Heaney, Andrew",571760,"LAA","SI","Sinker",0.4,4,"978",57.9,"215","0.237","0.441","0.344",27.5,27,20.1,"0.23","0.441","0.334",48.8
"Sánchez, Aníbal",434671,"WSH","FC","Cutter",1.4,9,"632",23.5,"215","0.188","0.318","0.285",18.6,21.4,20.3,"0.216","0.344","0.283",23.8
"Richards, Trevor",670950,"TB","FF","4-Seam Fastball",0.5,5,"1000",43.7,"213","0.258","0.423","0.347",26.6,25.4,17.9,"0.255","0.474","0.357",41.5
"Márquez, Germán",608566,"COL","CU","Curveball",2.4,14,"614",23.5,"213","0.13","0.213","0.157",43.6,50.7,29.7,"0.157","0.252","0.189",32.4
"Britton, Zack",502154,"NYY","SI","Sinker",1.6,13,"806",86.4,"212","0.207","0.291","0.291",23.6,13.2,16.4,"0.219","0.334","0.305",37
"Giolito, Lucas",608337,"CWS","CH","Changeup",2.2,16,"736",26.2,"211","0.19","0.36","0.274",41.2,34.1,29.4,"0.189","0.312","0.258",24.4
"Paddack, Chris",663978,"SD","CH","Changeup",1.2,8,"650",28.5,"210","0.19","0.349","0.276",29.2,25.7,20.8,"0.217","0.366","0.274",28.2
"Lambert, Peter",663567,"COL","FF","4-Seam Fastball",-1.3,-11,"833",52.7,"210","0.308","0.577","0.425",9.7,13.3,14.8,"0.315","0.513","0.389",46.8
"Syndergaard, Noah",592789,"NYM","FF","4-Seam Fastball",0.1,1,"906",29.3,"209","0.275","0.44","0.345",24.7,19.1,14.7,"0.243","0.359","0.299",28.4
"Estévez, Carlos",608032,"COL","FF","4-Seam Fastball",-0.6,-5,"837",67.5,"209","0.262","0.53","0.384",30.4,27.3,23,"0.25","0.481","0.341",47.7
