"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Verdugo, Alex",657077,"NYY","FF","4-Seam Fastball",-1.2,-9,"758",32.4,"190","0.199","0.321","0.301",14.9,16.8,15.3,"0.226","0.377","0.327",34.1
"Soto, Juan",665742,"NYY","FF","4-Seam Fastball",3.5,24,"702",23.7,"190","0.327","0.747","0.505",18.6,13.2,14.5,"0.361","0.939","0.574",65.6
"Gurriel Jr., Lourdes",666971,"AZ","FF","4-Seam Fastball",0.5,4,"703",33.7,"189","0.28","0.429","0.346",14.3,16.9,15.1,"0.238","0.39","0.315",40.9
"Turang, Brice",668930,"MIL","FF","4-Seam Fastball",0,0,"905",36.7,"189","0.319","0.423","0.375",14.2,21.7,15.3,"0.244","0.343","0.307",32.5
"Smith, Josh",669701,"TEX","FF","4-Seam Fastball",0.5,4,"791",34,"189","0.238","0.439","0.349",20.2,22.2,15.6,"0.216","0.379","0.31",38.2
"Steer, Spencer",668715,"CIN","FF","4-Seam Fastball",-0.3,-3,"864",33,"188","0.203","0.367","0.314",20.3,23.9,16.8,"0.21","0.368","0.32",42.5
"Alonso, Pete",624413,"NYM","FF","4-Seam Fastball",1.6,13,"826",29.7,"188","0.256","0.625","0.411",20.7,22.9,16.7,"0.217","0.534","0.367",44.1
"Bellinger, Cody",641355,"CHC","FF","4-Seam Fastball",0.8,5,"659",31.6,"188","0.251","0.45","0.35",21.2,13.8,15.1,"0.244","0.437","0.323",40.4
"Marte, Ketel",606466,"AZ","FF","4-Seam Fastball",2.7,18,"687",32,"187","0.346","0.654","0.458",12.8,14.4,13.7,"0.312","0.64","0.452",61.4
"Paredes, Isaac",670623,"CHC","FF","4-Seam Fastball",-0.3,-2,"791",27.7,"187","0.217","0.376","0.317",12.6,13.4,9.5,"0.224","0.39","0.325",26.1
"Altuve, Jose",514888,"HOU","FF","4-Seam Fastball",1.2,8,"642",26.2,"186","0.302","0.517","0.386",13.6,15.6,17,"0.264","0.485","0.349",41.3
"Volpe, Anthony",683011,"NYY","FF","4-Seam Fastball",-0.4,-4,"829",29.6,"186","0.263","0.413","0.338",26.3,29.6,19.9,"0.243","0.383","0.314",50.9
"Ramírez, José",608070,"CLE","FF","4-Seam Fastball",1.7,12,"718",26.3,"186","0.31","0.625","0.412",10.9,9.1,7.6,"0.268","0.504","0.353",40.3
"Stott, Bryson",681082,"PHI","FF","4-Seam Fastball",-0.7,-6,"835",36.2,"185","0.204","0.368","0.305",15.3,16.2,12.7,"0.208","0.33","0.294",28.7
"Mullins, Cedric",656775,"BAL","FF","4-Seam Fastball",-0.6,-4,"724",37.4,"183","0.219","0.355","0.322",16.9,17.5,15.2,"0.211","0.349","0.308",36.8
"Conforto, Michael",624424,"SF","FF","4-Seam Fastball",0.3,2,"723",36.8,"183","0.25","0.45","0.344",20.5,25.1,22,"0.249","0.492","0.36",42.6
"Turner, Justin",457759,"SEA","FF","4-Seam Fastball",0,0,"911",39.3,"180","0.224","0.364","0.336",19.8,25,15.4,"0.218","0.401","0.349",42
"Contreras, William",661388,"MIL","FF","4-Seam Fastball",0.6,5,"771",28.8,"180","0.265","0.471","0.364",24.8,17.8,14.9,"0.269","0.503","0.375",54.4
"Cowser, Colton",681297,"BAL","FF","4-Seam Fastball",0.9,7,"736",31.8,"179","0.255","0.516","0.375",18.7,26.8,23.1,"0.262","0.58","0.405",57.5
"Sánchez, Jesús",660821,"MIA","FF","4-Seam Fastball",0.4,3,"724",36.4,"178","0.263","0.442","0.361",29.4,28.7,22.6,"0.257","0.454","0.354",58.1
"Arcia, Orlando",606115,"ATL","FF","4-Seam Fastball",0,0,"677",29,"178","0.234","0.424","0.324",25.9,23,17.7,"0.197","0.372","0.286",47.9
"Witt Jr., Bobby",677951,"KC","FF","4-Seam Fastball",1.7,13,"757",29.1,"177","0.302","0.648","0.421",20.1,18.1,14.7,"0.291","0.673","0.427",57.7
"McNeil, Jeff",643446,"NYM","FF","4-Seam Fastball",-0.1,-1,"593",34.7,"177","0.248","0.433","0.33",12.5,12.4,14,"0.244","0.394","0.316",38
"France, Ty",664034,"CIN","FF","4-Seam Fastball",-0.5,-4,"726",35.8,"177","0.25","0.353","0.306",21.4,22,17.3,"0.226","0.344","0.295",42
"Merrill, Jackson",701538,"SD","FF","4-Seam Fastball",0.8,6,"708",32,"176","0.28","0.53","0.372",20.6,17,14.6,"0.295","0.623","0.401",45.6
"Blackmon, Charlie",453568,"COL","FF","4-Seam Fastball",0.3,2,"739",38.5,"175","0.245","0.471","0.353",15.6,16,13.4,"0.223","0.4","0.311",32.8
"Benintendi, Andrew",643217,"CWS","FF","4-Seam Fastball",-0.2,-2,"685",34.3,"175","0.225","0.411","0.33",22.2,20.6,18.1,"0.22","0.432","0.329",42.2
"Winker, Jesse",608385,"NYM","FF","4-Seam Fastball",-0.1,-1,"704",34.1,"175","0.242","0.366","0.319",20.5,21.1,16.4,"0.242","0.371","0.316",40.2
"Yastrzemski, Mike",573262,"SF","FF","4-Seam Fastball",-0.6,-4,"782",40.1,"174","0.187","0.413","0.299",26.3,29.3,22.5,"0.184","0.438","0.309",46.2
"Varsho, Daulton",662139,"TOR","FF","4-Seam Fastball",0.3,2,"710",34.8,"174","0.2","0.421","0.34",30.5,29.9,22.3,"0.17","0.332","0.301",36.7
"Guerrero Jr., Vladimir",665489,"TOR","FF","4-Seam Fastball",1.9,15,"787",30.3,"173","0.338","0.53","0.413",19.7,15,11.5,"0.318","0.605","0.433",61.1
"Vaughn, Andrew",683734,"CWS","FF","4-Seam Fastball",0.3,2,"693",29.7,"172","0.265","0.458","0.339",14.6,17.4,14.9,"0.276","0.568","0.382",49.6
"Díaz, Yandy",650490,"TB","FF","4-Seam Fastball",0.1,1,"799",32.5,"172","0.278","0.41","0.36",16,18.6,14.3,"0.273","0.436","0.363",63.2
"Langeliers, Shea",669127,"ATH","FF","4-Seam Fastball",-1.2,-8,"672",33.7,"172","0.192","0.364","0.289",21.9,31.4,27,"0.214","0.412","0.315",51.5
"Bohm, Alec",664761,"PHI","FF","4-Seam Fastball",0.8,5,"664",31.3,"172","0.303","0.477","0.372",16.7,16.9,15.3,"0.266","0.471","0.353",49.2
"Ortiz, Joey",687401,"MIL","FF","4-Seam Fastball",0,0,"694",32.7,"170","0.231","0.427","0.348",17.6,22.4,17.8,"0.237","0.387","0.335",49.1
"Schuemann, Max",680474,"ATH","FF","4-Seam Fastball",-1.6,-10,"616",33.6,"170","0.184","0.299","0.268",21.7,22.9,22.7,"0.221","0.405","0.319",45.9
"Smith, Will",669257,"LAD","FF","4-Seam Fastball",0.3,2,"781",34.4,"168","0.243","0.443","0.352",22.2,22.6,15.1,"0.232","0.522","0.377",60
"Machado, Manny",592518,"SD","FF","4-Seam Fastball",0.5,4,"731",30.6,"167","0.272","0.47","0.358",25.5,23.4,18.7,"0.267","0.535","0.375",61.6
"Betts, Mookie",605141,"LAD","FF","4-Seam Fastball",1.4,10,"716",35,"167","0.297","0.493","0.396",6.7,7.2,6,"0.282","0.479","0.388",44.1
"Marsh, Brandon",669016,"PHI","FF","4-Seam Fastball",0.1,0,"713",35.5,"167","0.25","0.429","0.353",25.5,31.7,24.7,"0.216","0.451","0.348",52.8
"Rodríguez, Julio",677594,"SEA","FF","4-Seam Fastball",1.2,8,"687",28.8,"167","0.329","0.471","0.374",26,25.7,19.5,"0.315","0.545","0.394",56.6
"Gelof, Zack",680869,"ATH","FF","4-Seam Fastball",-0.5,-3,"526",25.6,"166","0.223","0.453","0.321",31.3,33.1,35,"0.219","0.467","0.33",41.2
"Suzuki, Seiya",673548,"CHC","FF","4-Seam Fastball",0.8,6,"779",31,"166","0.261","0.5","0.385",22.7,26.5,18.2,"0.243","0.565","0.399",62.8
"Guerrero Jr., Vladimir",665489,"TOR","SI","Sinker",-0.4,-3,"595",22.9,"165","0.284","0.385","0.335",8.9,8.5,12.5,"0.304","0.465","0.373",53.3
"Soler, Jorge",624585,"ATL","FF","4-Seam Fastball",3,17,"582",24.7,"165","0.3","0.65","0.434",17.5,20.6,20,"0.268","0.652","0.433",54.6
"Swanson, Dansby",621020,"CHC","FF","4-Seam Fastball",0.2,1,"623",26.5,"165","0.252","0.441","0.345",23.8,20,17,"0.275","0.532","0.387",58.6
"Vierling, Matt",663837,"DET","FF","4-Seam Fastball",-0.3,-3,"814",35.4,"165","0.273","0.441","0.36",17.2,23,16.2,"0.265","0.438","0.351",50.9
"Castellanos, Nick",592206,"PHI","FF","4-Seam Fastball",0,0,"623",26.6,"165","0.265","0.408","0.33",23,18.8,16.1,"0.296","0.496","0.374",50.4
"Neto, Zach",687263,"LAA","FF","4-Seam Fastball",1,6,"575",25.1,"164","0.266","0.532","0.39",15.4,12.2,13.2,"0.292","0.578","0.418",44.2
"Toglia, Michael",669911,"COL","FF","4-Seam Fastball",1,6,"600",31.3,"163","0.227","0.511","0.36",22.5,30.7,25.9,"0.242","0.581","0.392",49.5
"Springer, George",543807,"TOR","FF","4-Seam Fastball",0.7,4,"580",25.2,"162","0.268","0.451","0.37",22,17.3,16.2,"0.288","0.543","0.393",49.6
"Abrams, CJ",682928,"WSH","FF","4-Seam Fastball",0.8,5,"609",26.9,"162","0.268","0.549","0.384",21,22.2,19.8,"0.246","0.464","0.347",43.5
"Hernández, Teoscar",606192,"LAD","FF","4-Seam Fastball",0.1,1,"733",28.1,"161","0.245","0.448","0.345",31.2,31.7,21.7,"0.238","0.491","0.352",56.5
"Sheets, Gavin",657757,"CWS","FF","4-Seam Fastball",-0.8,-5,"635",30.4,"160","0.232","0.387","0.309",15.9,13.8,10.9,"0.273","0.435","0.347",40.5
"Adell, Jo",666176,"LAA","FF","4-Seam Fastball",-1.2,-8,"632",34.3,"159","0.18","0.309","0.273",29.9,32.1,21.8,"0.198","0.352","0.288",43.3
"Schneider, Davis",676914,"TOR","FF","4-Seam Fastball",-1.2,-8,"687",35,"159","0.128","0.271","0.245",32.5,35.8,23,"0.17","0.38","0.304",47.4
"Rojas, Josh",668942,"SEA","FF","4-Seam Fastball",-0.7,-5,"631",33.2,"159","0.215","0.393","0.331",22.7,25.2,21.2,"0.217","0.411","0.331",50
"Perkins, Blake",663368,"MIL","FF","4-Seam Fastball",-1.1,-7,"663",38.2,"159","0.241","0.321","0.291",22.9,17.6,15.2,"0.24","0.347","0.304",33.6
"Turner, Trea",607208,"PHI","FF","4-Seam Fastball",-0.6,-3,"559",27.4,"159","0.241","0.386","0.303",16.5,15.7,13.9,"0.264","0.47","0.343",45.5
"India, Jonathan",663697,"CIN","SI","Sinker",0.4,2,"560",21.1,"159","0.267","0.389","0.367",8.5,14.5,17.6,"0.332","0.477","0.412",40.4
"Castellanos, Nick",592206,"PHI","SL","Slider",-0.4,-2,"542",23.1,"159","0.22","0.353","0.283",41.6,25.2,22.3,"0.221","0.326","0.262",26.4
"Greene, Riley",682985,"DET","FF","4-Seam Fastball",1.2,8,"711",29.6,"158","0.299","0.597","0.432",19.9,22.2,17.3,"0.292","0.62","0.432",51.5
"Alonso, Pete",624413,"NYM","SI","Sinker",0.1,1,"598",21.5,"157","0.281","0.407","0.361",10.9,13.4,21,"0.296","0.494","0.391",54.4
"Morel, Christopher",666624,"TB","FF","4-Seam Fastball",-0.7,-5,"673",28.6,"157","0.164","0.383","0.316",38.8,35.7,24.8,"0.192","0.423","0.343",54.8
"Abreu, Wilyer",677800,"BOS","FF","4-Seam Fastball",0.1,1,"719",39.8,"157","0.216","0.403","0.325",35.6,35.7,23.7,"0.173","0.36","0.293",53.8
"Harper, Bryce",547180,"PHI","FF","4-Seam Fastball",0.8,6,"768",31.1,"157","0.282","0.504","0.395",24.2,24.2,16,"0.266","0.496","0.386",55.9
"Bailey, Patrick",672275,"SF","FF","4-Seam Fastball",-0.7,-5,"613",34.4,"157","0.239","0.394","0.309",17.8,27.4,21.2,"0.244","0.432","0.321",53.5
"Peña, Jeremy",665161,"HOU","FF","4-Seam Fastball",-0.5,-3,"587",25.8,"157","0.282","0.394","0.337",16.8,12.1,11.4,"0.314","0.498","0.379",44.8
"Pérez, Wenceel",672761,"DET","FF","4-Seam Fastball",-0.3,-2,"632",36.4,"156","0.246","0.406","0.336",18.7,18.6,14.7,"0.241","0.393","0.321",30.6
"Devers, Rafael",646240,"BOS","FF","4-Seam Fastball",1.4,13,"904",38.1,"156","0.241","0.579","0.394",39.7,42.3,20.8,"0.212","0.483","0.348",70.6
"Ramos, Heliot",671218,"SF","FF","4-Seam Fastball",0.4,3,"676",33.7,"156","0.267","0.511","0.38",31.1,32.1,22,"0.258","0.613","0.404",64
"Chourio, Jackson",694192,"MIL","FF","4-Seam Fastball",0.3,2,"615",29.3,"156","0.27","0.475","0.354",24.7,23.7,20.3,"0.264","0.481","0.353",53.8
"McCarthy, Jake",664983,"AZ","FF","4-Seam Fastball",1.1,6,"572",32,"155","0.331","0.477","0.405",9.5,13.5,12.4,"0.257","0.391","0.344",22.8
"Perdomo, Geraldo",672695,"AZ","FF","4-Seam Fastball",0.3,2,"617",39.1,"154","0.285","0.423","0.366",10.3,10.4,9.2,"0.211","0.336","0.307",28.1
"Pham, Tommy",502054,"KC","FF","4-Seam Fastball",0.1,0,"592",30.8,"153","0.27","0.423","0.36",20.2,17.6,16.1,"0.309","0.54","0.399",53.6
"O'Hearn, Ryan",656811,"BAL","FF","4-Seam Fastball",1.1,7,"593",30.9,"153","0.288","0.453","0.367",9.3,14.4,13.2,"0.288","0.484","0.365",49.2
"DeJong, Paul",657557,"KC","FF","4-Seam Fastball",-0.8,-5,"617",33.3,"153","0.199","0.419","0.305",40.3,39.2,28.2,"0.176","0.401","0.287",53.8
"Kim, Ha-Seong",673490,"SD","FF","4-Seam Fastball",-0.7,-5,"651",32.8,"153","0.242","0.371","0.34",20.6,19.6,14.2,"0.263","0.407","0.37",49
"Bregman, Alex",608324,"HOU","SI","Sinker",-0.4,-2,"474",19.8,"152","0.295","0.41","0.356",9.6,9.9,14.6,"0.292","0.456","0.352",44
"Crawford, J.P.",641487,"SEA","FF","4-Seam Fastball",0.1,1,"673",35.2,"152","0.226","0.371","0.354",20.9,23,16.2,"0.253","0.428","0.368",48.3
"Ozuna, Marcell",542303,"ATL","SI","Sinker",1,5,"510",17.8,"152","0.313","0.493","0.384",13.9,17.1,20.6,"0.308","0.554","0.409",59.6
"Springer, George",543807,"TOR","SI","Sinker",-0.6,-3,"508",22.1,"152","0.239","0.343","0.323",15.5,10.5,15.5,"0.273","0.425","0.351",41.5
"Hoskins, Rhys",656555,"MIL","FF","4-Seam Fastball",1.2,8,"653",29.1,"152","0.227","0.492","0.371",25.9,30.9,22.2,"0.179","0.404","0.315",47.6
"Meyers, Jake",676694,"HOU","FF","4-Seam Fastball",0.3,1,"506",27.8,"152","0.248","0.474","0.339",14.9,15.1,15.8,"0.271","0.481","0.355",40.9
"Lux, Gavin",666158,"LAD","FF","4-Seam Fastball",0.2,1,"625",32.3,"152","0.286","0.429","0.363",17.5,19.1,15,"0.289","0.45","0.368",45.2
"Riley, Austin",663586,"ATL","FF","4-Seam Fastball",-0.4,-2,"636",34.9,"151","0.172","0.358","0.283",23.9,26.5,20.2,"0.238","0.539","0.364",56.8
"Machado, Manny",592518,"SD","SI","Sinker",1.1,6,"514",21.5,"151","0.364","0.521","0.412",9.6,7.9,11.5,"0.335","0.502","0.391",55
"Kelenic, Jarred",672284,"ATL","FF","4-Seam Fastball",-0.6,-4,"571",32.5,"151","0.239","0.442","0.328",27.7,25.8,22,"0.265","0.505","0.355",51.5
"Melendez, MJ",669004,"KC","FF","4-Seam Fastball",-1,-6,"677",36.7,"151","0.201","0.388","0.302",32.4,31.1,19.9,"0.228","0.467","0.339",51.7
"McCutchen, Andrew",457705,"PIT","FF","4-Seam Fastball",0.1,1,"598",27.6,"151","0.265","0.447","0.36",32,31.1,25.1,"0.228","0.438","0.336",45.9
"Walker, Christian",572233,"AZ","FF","4-Seam Fastball",0.7,5,"769",33.2,"151","0.228","0.496","0.359",29.4,31.8,19,"0.237","0.496","0.372",51.9
"Jeffers, Ryan",680777,"MIN","FF","4-Seam Fastball",0.9,5,"537",29.7,"151","0.228","0.433","0.328",15.2,21.2,18.8,"0.228","0.415","0.326",41.4
"Langford, Wyatt",694671,"TEX","FF","4-Seam Fastball",-0.8,-5,"671",29.7,"150","0.224","0.358","0.31",20.7,24.7,16.5,"0.26","0.484","0.357",57.7
"Moore, Dylan",664238,"SEA","FF","4-Seam Fastball",0.3,2,"568",31.5,"149","0.208","0.483","0.362",29.9,36.2,28.9,"0.153","0.368","0.309",43.3
"Butler, Lawrence",671732,"ATH","FF","4-Seam Fastball",0.4,3,"676",37.2,"148","0.242","0.477","0.348",25.1,25,18.4,"0.253","0.463","0.358",53.3
"Perez, Salvador",521692,"KC","FF","4-Seam Fastball",-0.2,-1,"581",25.2,"148","0.256","0.474","0.35",24.6,23,18.8,"0.283","0.638","0.414",54
"Contreras, William",661388,"MIL","SI","Sinker",1.6,8,"520",19.4,"147","0.341","0.512","0.416",13.5,10.2,12.7,"0.335","0.534","0.409",56.5
"Stephenson, Tyler",663886,"CIN","FF","4-Seam Fastball",2.1,11,"523",26.9,"146","0.29","0.58","0.397",16.7,21.9,20.1,"0.259","0.541","0.372",51
