"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Ureña, José",570632,"TEX","SL","Slider",0.1,1,"609",34.6,"139","0.24","0.36","0.3",33.1,27.3,21.5,"0.207","0.308","0.265",24.7
"Kremer, Dean",665152,"BAL","FC","Cutter",0.2,1,"500",23,"138","0.25","0.355","0.311",23.7,13,15.4,"0.278","0.488","0.369",38.2
"Ober, Bailey",641927,"MIN","SL","Slider",-1,-5,"523",19.4,"138","0.276","0.504","0.355",22.7,15.9,19.5,"0.258","0.455","0.331",36.8
"Fried, Max",608331,"ATL","CU","Curveball",1.6,9,"578",20.9,"138","0.154","0.285","0.211",37.1,41.3,30.6,"0.181","0.332","0.244",39.2
"Snell, Blake",605483,"SF","CU","Curveball",2.3,11,"462",26.1,"138","0.111","0.183","0.182",49.8,50.7,29.9,"0.126","0.177","0.181",25
"Berríos, José",621244,"TOR","CH","Changeup",0.3,2,"465",16,"138","0.171","0.364","0.257",26.9,18.1,15.8,"0.237","0.401","0.303",33.7
"Schmidt, Clarke",657376,"NYY","FC","Cutter",0.6,3,"510",35.1,"137","0.256","0.38","0.321",32.2,26.3,22.6,"0.234","0.367","0.301",34.5
"Estévez, Carlos",608032,"PHI","FF","4-Seam Fastball",1.3,7,"502",61.1,"137","0.198","0.313","0.248",23,24.1,17.9,"0.231","0.459","0.31",45.9
"Fried, Max",608331,"ATL","SI","Sinker",0.3,2,"458",16.6,"136","0.27","0.336","0.318",14.6,16.2,16.5,"0.295","0.392","0.345",46
"Wilson, Bryse",669060,"MIL","FC","Cutter",1.5,9,"573",34.9,"136","0.23","0.361","0.299",26.3,15.4,22.1,"0.265","0.502","0.356",42.7
"Gomber, Austin",596295,"COL","CH","Changeup",0.2,1,"538",20.5,"136","0.28","0.409","0.301",27.3,8.8,9.8,"0.284","0.46","0.33",32.2
"Kittredge, Andrew",552640,"STL","SL","Slider",1,5,"508",49.4,"136","0.177","0.392","0.258",41.3,35.3,24.2,"0.211","0.394","0.28",43.9
"Spiers, Carson",686730,"CIN","FF","4-Seam Fastball",-2,-9,"463",29.8,"136","0.256","0.462","0.374",20.5,23.5,19.2,"0.228","0.426","0.338",43.5
"Martinez, Justin",679885,"AZ","SI","Sinker",0.1,0,"527",44.8,"135","0.33","0.4","0.367",20.4,10.4,18.7,"0.277","0.362","0.349",34
"Kerkering, Orion",689147,"PHI","ST","Sweeper",0.8,5,"605",55.7,"135","0.226","0.306","0.275",31.1,27.4,18.8,"0.24","0.389","0.298",29.2
"Lorenzen, Michael",547179,"KC","FF","4-Seam Fastball",0.8,5,"565",27,"135","0.156","0.312","0.289",18.5,23,17.8,"0.209","0.427","0.347",48.1
"Avila, Pedro",658648,"CLE","FF","4-Seam Fastball",-0.1,-1,"553",39,"135","0.261","0.435","0.343",18.6,20,18.9,"0.274","0.465","0.362",47.8
"Cruz, Fernando",518585,"CIN","FS","Split-Finger",2,10,"475",41.7,"134","0.117","0.15","0.173",59.6,65.7,32.5,"0.096","0.121","0.16",24.2
"Peguero, Elvis",665625,"MIL","SI","Sinker",-1.2,-5,"409",49.3,"134","0.299","0.385","0.378",13.2,14.2,20.4,"0.281","0.433","0.355",42.4
"Severino, Luis",622663,"NYM","ST","Sweeper",0.6,3,"496",17.2,"134","0.14","0.24","0.218",38.5,44.8,24.2,"0.15","0.247","0.221",25.8
"Gil, Luis",661563,"NYY","CH","Changeup",0.3,2,"674",25.3,"134","0.179","0.282","0.269",27,20.1,17.5,"0.222","0.362","0.311",33.3
"García, Luis",472610,"BOS","SI","Sinker",0.4,2,"477",53.2,"134","0.264","0.448","0.351",11.6,9,17.1,"0.251","0.412","0.316",42.5
"Bassitt, Chris",605135,"TOR","FC","Cutter",0.6,3,"585",19.8,"134","0.186","0.314","0.268",27,32.8,18.4,"0.183","0.352","0.277",35.5
"Law, Derek",571882,"WSH","SL","Slider",2.2,9,"414",30.3,"134","0.159","0.222","0.182",40.9,36.6,25.5,"0.192","0.266","0.226",30
"Smyly, Drew",592767,"CHC","CU","Curveball",-0.7,-3,"494",48.6,"133","0.22","0.374","0.289",33.3,36.8,22.7,"0.188","0.308","0.249",36.5
"Boyle, Joe",671212,"ATH","FF","4-Seam Fastball",-1.2,-7,"570",59,"133","0.27","0.39","0.395",25.3,18.8,21.7,"0.253","0.407","0.38",46.8
"Nardi, Andrew",677053,"MIA","FF","4-Seam Fastball",0,0,"551",60.8,"133","0.224","0.379","0.315",29.5,33.8,24.7,"0.191","0.314","0.274",40.3
"Zerpa, Angel",672582,"KC","SI","Sinker",0.5,2,"416",43.7,"133","0.273","0.355","0.347",11.4,24.8,21.6,"0.241","0.347","0.295",47.2
"Jiménez, Joe",641729,"ATL","SL","Slider",1.7,9,"540",49.6,"133","0.15","0.233","0.218",39.6,34.6,24.5,"0.164","0.248","0.23",24
"Rogers, Taylor",573124,"SF","SI","Sinker",0.5,3,"571",52.8,"133","0.195","0.319","0.294",13.6,26.3,18.4,"0.209","0.313","0.296",45.6
"Brebbia, John",605154,"ATL","SL","Slider",-3.3,-17,"515",51.8,"133","0.322","0.587","0.421",25.5,18.8,15,"0.302","0.512","0.38",30.2
"Gray, Sonny",543243,"STL","FF","4-Seam Fastball",-1,-6,"592",23.8,"133","0.333","0.567","0.41",18.2,9,20,"0.313","0.55","0.4",35.8
"Richards, Trevor",670950,"MIN","CH","Changeup",0.4,3,"630",53.3,"133","0.148","0.279","0.233",32.3,25.6,16,"0.161","0.256","0.22",24.4
"Kahnle, Tommy",592454,"NYY","CH","Changeup",1.8,10,"546",72.8,"132","0.157","0.264","0.239",38.9,28.8,22,"0.173","0.268","0.237",25.3
"Estrada, Jeremiah",669093,"SD","FF","4-Seam Fastball",1.2,7,"566",56.4,"132","0.191","0.304","0.265",32.6,31.1,24.3,"0.196","0.318","0.283",39.5
"Schwellenbach, Spencer",680885,"ATL","FF","4-Seam Fastball",0.1,0,"544",28.8,"132","0.24","0.448","0.316",20.3,25.8,19.3,"0.271","0.455","0.33",47.8
"Strahm, Matt",621381,"PHI","FF","4-Seam Fastball",1.8,10,"524",53.4,"132","0.16","0.288","0.201",27.4,40.9,22.9,"0.182","0.346","0.233",43.2
"Shuster, Jared",694363,"CWS","FF","4-Seam Fastball",-0.2,-1,"493",38.2,"131","0.27","0.478","0.371",16.3,19.1,19.8,"0.257","0.486","0.352",41.3
"Rea, Colin",607067,"MIL","FC","Cutter",-1.5,-8,"515",19.4,"131","0.289","0.661","0.426",16.9,10.7,21.2,"0.3","0.601","0.408",45.8
"Quintana, Jose",500779,"NYM","FF","4-Seam Fastball",-0.9,-5,"634",22.5,"131","0.229","0.431","0.34",16.8,13,9.7,"0.229","0.446","0.35",36.2
"Nelson, Ryne",669194,"AZ","FC","Cutter",-1.1,-5,"442",18.4,"131","0.317","0.508","0.363",15.4,10.7,13.6,"0.305","0.455","0.343",35.1
"Green, Chad",643338,"TOR","FF","4-Seam Fastball",1.7,9,"503",59.9,"131","0.198","0.364","0.258",18.1,19.1,15.3,"0.249","0.507","0.333",50.5
"Gaddis, Hunter",683769,"CLE","SL","Slider",2.6,13,"482",44.8,"131","0.163","0.244","0.209",30.7,23.7,22.5,"0.209","0.345","0.264",37.6
"Helsley, Ryan",664854,"STL","SL","Slider",2.8,13,"449",48.2,"130","0.171","0.195","0.193",51,43.8,34.8,"0.193","0.227","0.208",16.4
"Harvey, Hunter",640451,"KC","FF","4-Seam Fastball",0.6,3,"570",62.9,"130","0.254","0.404","0.337",22.7,24.6,16.3,"0.271","0.456","0.354",53
"Garcia, Robert",676395,"WSH","FF","4-Seam Fastball",0.3,2,"499",52.7,"130","0.256","0.376","0.314",24.9,32.3,26.4,"0.208","0.32","0.27",40.8
"Abbott, Andrew",671096,"CIN","ST","Sweeper",1.3,5,"428",18.3,"130","0.189","0.307","0.226",28.7,29.2,17.4,"0.158","0.236","0.182",13.5
"Flaherty, Jack",656427,"LAD","CU","Curveball",2.2,12,"560",21.8,"130","0.164","0.219","0.175",43.6,40,27.1,"0.207","0.267","0.22",25
"Quintana, Jose",500779,"NYM","CH","Changeup",0.3,1,"544",19.3,"130","0.203","0.26","0.237",36.7,25.4,15.9,"0.228","0.3","0.256",26.7
"Gibson, Kyle",502043,"STL","FC","Cutter",-0.6,-4,"584",21.1,"130","0.297","0.475","0.38",18,6.9,17.3,"0.295","0.493","0.371",38.2
"Weathers, Ryan",677960,"MIA","FF","4-Seam Fastball",-0.7,-4,"554",39.2,"130","0.313","0.446","0.386",14.1,10.8,8.2,"0.29","0.471","0.375",39
"Kikuchi, Yusei",579328,"HOU","CU","Curveball",0.4,2,"523",17.9,"129","0.27","0.405","0.308",27.4,25.6,22.9,"0.229","0.39","0.275",45.2
"Parker, Mitchell",680730,"WSH","FS","Split-Finger",-1.1,-5,"458",19.1,"129","0.233","0.4","0.311",37.2,27.1,22.3,"0.25","0.401","0.308",33.7
"Montas, Frankie",593423,"MIL","SI","Sinker",1.3,7,"508",19.3,"129","0.248","0.407","0.332",11.2,10.9,14.6,"0.252","0.454","0.349",40
"Anderson, Tyler",542881,"LAA","FC","Cutter",-0.4,-2,"527",18.1,"129","0.263","0.458","0.342",24.6,11.6,12,"0.261","0.456","0.334",32.7
"Assad, Javier",665871,"CHC","FC","Cutter",-0.2,-1,"547",21.6,"129","0.315","0.583","0.418",14.2,7.8,14.1,"0.324","0.58","0.43",42.2
"Waldron, Matt",663362,"SD","FF","4-Seam Fastball",-1,-5,"458",18.7,"129","0.263","0.508","0.354",22,27.1,20.5,"0.242","0.443","0.323",45.2
"Tonkin, Michael",543859,"MIN","SL","Slider",0,0,"504",35.5,"129","0.221","0.303","0.246",26.7,28.7,14.2,"0.216","0.317","0.243",35.2
"Barnes, Jacob",606930,"WSH","FF","4-Seam Fastball",-0.8,-4,"528",47.3,"129","0.267","0.5","0.379",19.6,18.6,13.6,"0.279","0.557","0.378",52.1
"Scott, Tanner",656945,"SD","SL","Slider",0.8,4,"473",40.7,"128","0.231","0.316","0.286",38.8,28.9,25,"0.219","0.341","0.279",25.9
"Puk, A.J.",640462,"AZ","FF","4-Seam Fastball",2.3,12,"507",43.2,"128","0.145","0.197","0.203",31.6,35.9,23.7,"0.149","0.211","0.203",31
"Eflin, Zach",621107,"BAL","CU","Curveball",-1.4,-7,"461",18.8,"128","0.291","0.472","0.326",33.3,28.1,18.9,"0.257","0.436","0.3",20.7
"Knack, Landon",689017,"LAD","FF","4-Seam Fastball",-0.3,-2,"532",46.3,"128","0.228","0.526","0.363",20.3,25.8,23.6,"0.201","0.503","0.337",53.1
"Brown, Ben",676962,"CHC","FF","4-Seam Fastball",0.8,4,"532",62.7,"128","0.25","0.352","0.31",18.5,15.6,16.7,"0.292","0.529","0.406",56.5
"Miller, Shelby",571946,"DET","FF","4-Seam Fastball",1.2,6,"515",60.6,"128","0.183","0.33","0.273",23.7,23.4,21,"0.203","0.368","0.31",43.9
"Chavez, Jesse",445926,"ATL","FC","Cutter",0.7,4,"533",51.1,"128","0.224","0.353","0.292",18.5,21.9,19.7,"0.243","0.413","0.316",34.4
"Wentz, Joey",666214,"PIT","FF","4-Seam Fastball",-1.3,-6,"447",36.5,"128","0.316","0.469","0.415",17.5,16.4,16.7,"0.264","0.448","0.381",45.1
"Arrighetti, Spencer",681293,"HOU","CU","Curveball",0.7,3,"498",19.9,"127","0.171","0.282","0.228",42.4,45.7,32,"0.155","0.247","0.212",25
"Martinez, Nick",607259,"CIN","FF","4-Seam Fastball",0.6,3,"479",22.5,"127","0.217","0.348","0.292",21.2,22.8,14.4,"0.218","0.361","0.275",34.4
"Lugo, Seth",607625,"KC","CU","Curveball",1.8,9,"502",16.1,"126","0.171","0.265","0.226",33.6,39.7,28.6,"0.189","0.302","0.24",36.8
"Harrison, Kyle",690986,"SF","CH","Changeup",-1.5,-6,"411",19.8,"126","0.287","0.435","0.328",21.5,11.9,13.9,"0.287","0.461","0.364",34.3
"Alexander, Tyler",641302,"TB","FC","Cutter",-1.1,-6,"530",31.8,"126","0.265","0.549","0.368",21.6,15.9,17.7,"0.258","0.535","0.369",32.3
"Jiménez, Joe",641729,"ATL","FF","4-Seam Fastball",1.6,8,"503",46.2,"126","0.216","0.261","0.271",26.8,25.4,21.2,"0.204","0.345","0.288",45
"Valdez, Framber",664285,"HOU","CH","Changeup",0.3,1,"454",17.5,"125","0.226","0.278","0.276",35.4,22.4,20.1,"0.232","0.281","0.264",35.2
"Peterson, David",656849,"NYM","FF","4-Seam Fastball",0.2,1,"491",26.2,"125","0.22","0.266","0.278",28.9,27.2,21.1,"0.245","0.387","0.328",34.2
"Jackson, Luke",592426,"ATL","SL","Slider",-0.6,-3,"477",52,"125","0.259","0.42","0.352",32.1,23.2,18.1,"0.247","0.426","0.33",38.1
"Law, Derek",571882,"WSH","FC","Cutter",0.2,1,"515",37.6,"125","0.303","0.404","0.375",26.7,9.6,15.8,"0.3","0.407","0.356",34.7
"Winckowski, Josh",670174,"BOS","SI","Sinker",-0.9,-4,"418",33.7,"125","0.303","0.45","0.384",18.1,18.4,24.7,"0.259","0.442","0.342",40.4
"Scott, Tayler",605463,"HOU","FF","4-Seam Fastball",1,6,"583",48.5,"125","0.144","0.298","0.261",28.3,30.4,22,"0.17","0.291","0.274",42.6
"Gomber, Austin",596295,"COL","SL","Slider",-0.3,-1,"437",16.7,"125","0.274","0.513","0.351",22,17.6,16.5,"0.279","0.512","0.361",40.6
"Molina, Anthony",683627,"COL","FF","4-Seam Fastball",-1.6,-8,"506",48.3,"124","0.374","0.561","0.442",15.6,12.9,10.8,"0.369","0.578","0.451",54.3
"Maeda, Kenta",628317,"DET","SL","Slider",-1.7,-8,"444",22.7,"124","0.321","0.589","0.411",27.1,13.7,14.2,"0.251","0.442","0.331",28.1
"Díaz, Alexis",664747,"CIN","FF","4-Seam Fastball",0,0,"566",57.9,"124","0.196","0.283","0.336",23.7,17.7,15.8,"0.175","0.278","0.32",35.2
"Hjelle, Sean",663546,"SF","CU","Curveball",-0.2,-1,"416",34.4,"124","0.2","0.348","0.262",38,37.1,25.1,"0.21","0.342","0.27",38.6
"Fedde, Erick",607200,"STL","CH","Changeup",0,0,"474",16.4,"124","0.228","0.351","0.28",16.5,19.4,14.4,"0.232","0.355","0.286",33
"Martinez, Nick",607259,"CIN","FC","Cutter",1.3,6,"435",20.5,"124","0.281","0.43","0.324",11.9,11.3,19.7,"0.274","0.424","0.305",35.8
"Díaz, Edwin",621242,"NYM","SL","Slider",0.6,3,"437",47.9,"123","0.186","0.345","0.278",39.4,36.6,25.6,"0.158","0.264","0.227",25
"Miller, Erik",669062,"SF","FF","4-Seam Fastball",0.8,5,"631",49.7,"123","0.184","0.311","0.291",29.1,30.9,20.3,"0.181","0.296","0.287",49.2
"Lee, Dylan",669276,"ATL","SL","Slider",1.7,8,"470",54.8,"123","0.19","0.336","0.252",45.6,40.7,32.9,"0.17","0.278","0.216",26.9
"McFarland, T.J.",519008,"ATH","SI","Sinker",0.8,3,"411",49.2,"123","0.278","0.383","0.314",11.2,11.4,14.4,"0.259","0.372","0.299",43.7
"Povich, Cade",700249,"BAL","FF","4-Seam Fastball",0.5,3,"566",40.7,"122","0.221","0.375","0.315",18.4,13.1,10.4,"0.213","0.4","0.322",36
"Cano, Yennier",666974,"BAL","SI","Sinker",0.8,4,"512",50.8,"122","0.28","0.411","0.349",21.3,17.2,20.6,"0.25","0.411","0.339",47.7
"Montero, Keider",672456,"DET","SL","Slider",-0.6,-3,"438",28.5,"122","0.235","0.391","0.3",25.7,25.4,21.4,"0.23","0.391","0.291",35.7
"Neris, Héctor",593576,"HOU","FF","4-Seam Fastball",0.9,4,"487",48.3,"122","0.226","0.415","0.313",19.8,24.6,24,"0.228","0.437","0.325",50.6
"Peralta, Freddy",642547,"MIL","CH","Changeup",0.7,4,"536",17.5,"122","0.218","0.291","0.277",36.9,20.5,19.7,"0.243","0.337","0.298",35.3
"Cronin, Declan",686539,"MIA","SI","Sinker",-0.8,-4,"445",40.6,"121","0.34","0.437","0.412",15.9,12.4,19.7,"0.272","0.383","0.351",52.3
"Ryan, Joe",657746,"MIN","FS","Split-Finger",-0.4,-2,"470",22.3,"121","0.202","0.387","0.256",26.4,24,15.2,"0.217","0.382","0.265",41.1
"Bradley, Taj",671737,"TB","FC","Cutter",0.4,2,"516",22.5,"121","0.205","0.357","0.253",32.4,28.1,27.4,"0.201","0.358","0.269",36.6
"Feltner, Ryan",663372,"COL","SL","Slider",-1.2,-7,"527",20.5,"120","0.355","0.523","0.42",22.6,11.7,14,"0.305","0.494","0.371",42.7
"Brown, Hunter",686613,"HOU","FC","Cutter",0.4,2,"474",16.4,"120","0.236","0.373","0.306",20,17.5,15.7,"0.252","0.376","0.31",31.5
"Hudson, Bryan",663542,"MIL","FF","4-Seam Fastball",2.6,12,"484",52.2,"120","0.15","0.28","0.232",17.9,22.5,17.3,"0.196","0.339","0.279",33.3
"Irvin, Cole",608344,"MIN","FF","4-Seam Fastball",-0.9,-4,"479",27.1,"120","0.286","0.571","0.397",15.4,16.7,17.2,"0.297","0.618","0.42",57
"Myers, Tobias",668964,"MIL","FC","Cutter",-1.1,-5,"490",22.8,"119","0.336","0.518","0.391",12.3,6.7,10.8,"0.344","0.562","0.4",40.6
"Parker, Mitchell",680730,"WSH","CU","Curveball",0.8,4,"542",22.5,"119","0.252","0.36","0.305",26.3,21.8,20,"0.23","0.389","0.297",37.6
"Olson, Reese",681857,"DET","FF","4-Seam Fastball",-0.2,-1,"442",23.9,"119","0.282","0.398","0.332",10.1,15.1,13.7,"0.286","0.469","0.361",47.7
"Ross, Joe",605452,"MIL","SI","Sinker",0.9,4,"437",36.5,"119","0.243","0.336","0.305",15.1,16,22.9,"0.24","0.376","0.309",40.9
"Smith, Burch",572143,"BAL","FF","4-Seam Fastball",1.2,5,"448",50,"119","0.224","0.355","0.293",23,31.1,22.7,"0.233","0.409","0.313",50
"Suarez, Ranger",624133,"PHI","CU","Curveball",0.6,3,"483",20.5,"118","0.189","0.342","0.254",33.9,33.1,21.7,"0.209","0.369","0.275",25
"Hudson, Daniel",543339,"LAD","FF","4-Seam Fastball",0.2,1,"502",50.3,"118","0.231","0.426","0.322",26.3,19.5,16.1,"0.257","0.521","0.359",60
"Littell, Zack",641793,"TB","FF","4-Seam Fastball",0.4,2,"553",22.3,"118","0.266","0.376","0.315",18.7,23.7,14.1,"0.262","0.449","0.331",46.3
"Weems, Jordan",607179,"WSH","FF","4-Seam Fastball",-0.3,-2,"451",61.5,"118","0.27","0.41","0.356",17,14.4,15.7,"0.263","0.43","0.359",45.8
"Suter, Brent",608718,"CIN","FF","4-Seam Fastball",0.8,4,"440",43.1,"118","0.273","0.4","0.321",17.5,17.8,17.4,"0.26","0.398","0.309",31.1
"Sánchez, Cristopher",650911,"PHI","SL","Slider",0.7,3,"469",16.8,"117","0.221","0.372","0.281",30.3,24.8,19.5,"0.233","0.372","0.273",30.6
"Stroman, Marcus",573186,"NYY","FC","Cutter",-0.5,-3,"485",18.3,"117","0.296","0.519","0.376",18.7,12.8,13.2,"0.288","0.481","0.353",41.5
"Muñoz, Andrés",662253,"SEA","SL","Slider",1.9,9,"448",47.1,"117","0.138","0.239","0.199",48.5,41.9,29.2,"0.156","0.292","0.23",32.8
"Díaz, Alexis",664747,"CIN","SL","Slider",0.1,0,"411",42.1,"117","0.214","0.384","0.291",29.8,28.2,20.1,"0.228","0.38","0.279",40.5
"Grove, Michael",675627,"LAD","SL","Slider",1.2,5,"439",53.1,"117","0.204","0.292","0.226",32.1,30.8,23.4,"0.18","0.319","0.23",28.2
"Helsley, Ryan",664854,"STL","FF","4-Seam Fastball",0.7,3,"423",45.4,"116","0.276","0.367","0.325",18.4,10.3,12.9,"0.258","0.427","0.344",50
"Rodríguez, Yariel",684320,"TOR","FF","4-Seam Fastball",0.2,1,"616",41,"116","0.245","0.418","0.35",22.7,13.8,15.8,"0.238","0.382","0.336",35.4
"Pérez, Martín",527048,"SD","FC","Cutter",-1.2,-6,"485",22,"116","0.274","0.566","0.382",21.3,25,24,"0.261","0.547","0.371",45.5
"Rogers, Taylor",573124,"SF","ST","Sweeper",-0.2,-1,"511",47.2,"116","0.279","0.477","0.347",31.6,25,16.9,"0.217","0.363","0.268",20.7
"Gore, MacKenzie",669022,"WSH","FC","Cutter",-0.9,-4,"424",14.2,"116","0.255","0.422","0.33",32.3,25.9,18.6,"0.267","0.39","0.336",37.8
"Cabrera, Edward",665795,"MIA","FF","4-Seam Fastball",-1.8,-9,"480",27.7,"115","0.303","0.528","0.434",15.7,16.5,15.2,"0.292","0.553","0.429",60.6
"Sandoval, Patrick",663776,"LAA","CH","Changeup",0.5,2,"409",28.3,"115","0.208","0.292","0.264",39,31.3,21.8,"0.215","0.291","0.254",19.7
"Yarbrough, Ryan",642232,"TOR","ST","Sweeper",1.6,7,"411",27.1,"115","0.115","0.221","0.19",34.4,30.4,17.7,"0.158","0.284","0.238",17.1
"Chafin, Andrew",605177,"TEX","SL","Slider",1.3,6,"443",45.8,"115","0.127","0.186","0.189",54.7,48.7,28.1,"0.152","0.255","0.227",30.6
"Miller, Tyson",668338,"CHC","ST","Sweeper",2,8,"409",43.8,"115","0.148","0.278","0.218",26.2,17.4,15.4,"0.203","0.374","0.264",26.7
"Miller, Erik",669062,"SF","CH","Changeup",0.2,1,"430",33.9,"114","0.21","0.35","0.297",30.2,25.4,19.9,"0.202","0.318","0.282",37.5
"Lynn, Lance",458681,"STL","FC","Cutter",-1.2,-5,"454",22.3,"114","0.317","0.426","0.368",26.2,20.2,15.6,"0.277","0.432","0.343",38
"Hoeing, Bryan",663773,"SD","SI","Sinker",0.9,4,"405",51.8,"114","0.275","0.373","0.342",10.1,7.9,13.4,"0.326","0.536","0.408",51.6
"King, Michael",650633,"SD","ST","Sweeper",0.3,2,"514",17.8,"113","0.206","0.304","0.279",34.5,32.7,24.3,"0.219","0.367","0.294",25.8
"Matsui, Yuki",673513,"SD","FF","4-Seam Fastball",0.5,2,"430",41,"112","0.223","0.447","0.337",19.1,17,16.7,"0.231","0.41","0.329",40.3
"Berríos, José",621244,"TOR","FF","4-Seam Fastball",-0.4,-2,"543",18.6,"112","0.265","0.48","0.369",19.7,17.9,15,"0.285","0.533","0.389",44.3
"Hudson, Daniel",543339,"LAD","SL","Slider",0.8,3,"409",40.9,"112","0.135","0.279","0.243",42.9,35.7,27.4,"0.148","0.308","0.233",37.5
"Olson, Reese",681857,"DET","SL","Slider",2.2,11,"515",27.8,"112","0.143","0.194","0.24",45.5,29.5,22.4,"0.188","0.286","0.267",33.8
"Smyly, Drew",592767,"CHC","SI","Sinker",-0.1,-1,"485",47.7,"112","0.287","0.479","0.388",16.1,6.3,6.8,"0.286","0.463","0.372",40
"Ferguson, Caleb",657571,"HOU","FF","4-Seam Fastball",-1.4,-6,"407",43.3,"111","0.313","0.594","0.434",21.7,24.3,22.7,"0.285","0.533","0.394",53.6
"Quantrill, Cal",615698,"COL","FF","4-Seam Fastball",-1.9,-8,"431",16.3,"111","0.273","0.534","0.414",21.5,20.7,16.1,"0.255","0.427","0.376",41.5
"Carrasco, Carlos",471911,"CLE","SL","Slider",-0.9,-4,"412",24.3,"111","0.284","0.52","0.391",28.8,27.9,25.6,"0.224","0.413","0.302",34.7
"Falter, Bailey",663559,"PIT","SL","Slider",0.2,1,"463",21.7,"110","0.245","0.304","0.275",28.6,24.5,19.3,"0.235","0.365","0.282",41.6
"Criswell, Cooper",681867,"BOS","SI","Sinker",0.4,2,"521",29.7,"110","0.33","0.511","0.402",7.3,10.9,10.1,"0.293","0.444","0.351",45.3
"Bender, Anthony",669622,"MIA","SI","Sinker",-0.6,-3,"431",45.2,"110","0.323","0.417","0.385",11.8,16.4,15.8,"0.299","0.428","0.365",46.8
"Myers, Tobias",668964,"MIL","SL","Slider",1.3,6,"455",21.1,"110","0.198","0.255","0.241",24.8,26.4,18.1,"0.209","0.286","0.235",33.8
"Ginkel, Kevin",656464,"AZ","SL","Slider",0.3,1,"455",38.4,"110","0.229","0.362","0.267",42,40,25.4,"0.21","0.319","0.247",40.3
"Flexen, Chris",623167,"CWS","CH","Changeup",-1.6,-7,"440",15.7,"110","0.257","0.436","0.34",37.9,28.2,18.7,"0.23","0.375","0.291",20.8
"Ross, Joe",605452,"MIL","SL","Slider",0.9,4,"447",37.3,"110","0.237","0.32","0.293",38.4,21.8,17.6,"0.244","0.385","0.322",33.3
"Neris, Héctor",593576,"HOU","FS","Split-Finger",-0.6,-3,"408",40.5,"110","0.232","0.364","0.309",37,30.9,22.4,"0.202","0.326","0.277",21.5
"Montas, Frankie",593423,"MIL","FS","Split-Finger",0,0,"483",18.3,"109","0.218","0.297","0.264",42.6,31.2,18.1,"0.211","0.272","0.251",29.9
"Cabrera, Génesis",650893,"TOR","FC","Cutter",1.4,6,"405",39.3,"109","0.202","0.263","0.257",34.1,26.6,18,"0.224","0.294","0.274",28.6
"Criswell, Cooper",681867,"BOS","ST","Sweeper",-1.7,-8,"471",26.8,"109","0.287","0.479","0.379",20.6,21.1,13.1,"0.262","0.41","0.339",23
"Brebbia, John",605154,"ATL","FF","4-Seam Fastball",0.9,4,"479",48.2,"109","0.172","0.293","0.247",25.5,38.5,21.8,"0.208","0.376","0.291",49.1
"Montas, Frankie",593423,"MIL","FC","Cutter",-1.4,-7,"494",18.8,"109","0.326","0.609","0.447",22.2,11,20,"0.332","0.637","0.449",50
"Rea, Colin",607067,"MIL","ST","Sweeper",1.5,7,"446",16.8,"109","0.144","0.221","0.184",23.2,27.5,17.8,"0.179","0.299","0.226",24
"Vásquez, Randy",681190,"SD","FF","4-Seam Fastball",-0.3,-1,"474",28.1,"109","0.298","0.447","0.368",22,17.4,12.1,"0.327","0.583","0.425",50.6
"Bellozo, Valente",678368,"MIA","FF","4-Seam Fastball",-0.9,-4,"411",37.6,"108","0.247","0.454","0.349",13.3,12,12.6,"0.266","0.508","0.369",45.9
"Scott, Christian",681035,"NYM","FF","4-Seam Fastball",0.8,3,"416",52.9,"108","0.265","0.388","0.32",22,24.1,20.5,"0.236","0.406","0.306",50
"Junis, Jakob",596001,"CIN","SL","Slider",1.1,5,"426",45.2,"108","0.183","0.346","0.235",29.2,25,17.4,"0.231","0.4","0.28",34.6
"Lively, Ben",594902,"CLE","ST","Sweeper",-0.8,-3,"415",17.2,"108","0.225","0.412","0.296",25.1,17.6,14.1,"0.247","0.393","0.293",31
"Suarez, Ranger",624133,"PHI","FF","4-Seam Fastball",0.8,4,"461",19.6,"108","0.224","0.327","0.29",18,24.1,20,"0.25","0.347","0.301",31.9
"Waldron, Matt",663362,"SD","ST","Sweeper",0.9,4,"486",19.8,"107","0.227","0.454","0.335",20.1,15,16.2,"0.21","0.398","0.299",32.9
"Rodríguez, Randy",678495,"SF","FF","4-Seam Fastball",-0.5,-2,"427",48.6,"107","0.253","0.44","0.349",24.3,24.3,21.5,"0.222","0.376","0.316",40.9
"Soto, Gregory",642397,"BAL","SI","Sinker",0.8,4,"450",46.9,"107","0.286","0.385","0.34",15.8,11.2,14,"0.269","0.43","0.365",48.1
"Webb, Jacob",657097,"BAL","FF","4-Seam Fastball",-0.1,0,"413",44.3,"107","0.2","0.365","0.343",26.7,26.2,21.7,"0.215","0.422","0.357",47.4
"Paxton, James",572020,"BOS","CU","Curveball",0.5,3,"517",30.3,"106","0.2","0.3","0.254",36.2,28.3,17.6,"0.224","0.365","0.274",45.1
"Castillo, Luis",622491,"SEA","CH","Changeup",-2,-8,"408",14.3,"106","0.287","0.545","0.376",26.5,16,12.1,"0.294","0.503","0.36",36.9
